"ISSCAAP_GROUP","TAXONOMIC_CODE","ALPHA_3_CODE","SCIENTIFIC_NAME","NAME_EN","NAME_FR","NAME_ES","NAME_AR","NAME_ZH","NAME_RU","AUTHOR","FAMILY","ORDER_OR_HIGHER_TAXA","HAS_FISHSTAT_DATA"
"11","140001101001","GXM","Gyrinocheilus aymonieri","Siamese algae-eater",,,,,,"(Tirant 1883)","GYRINOCHEILIDAE","CYPRINIFORMES","NO"
"11","140002101001","CDO","Carpiodes carpio","River carpsucker",,,,,,"(Rafinesque 1820)","CATOSTOMIDAE","CYPRINIFORMES","YES"
"11","140002101002","FMP","Carpiodes cyprinus","Quillback",,,,,,"(Lesueur 1817)","CATOSTOMIDAE","CYPRINIFORMES","NO"
"11","140002101801","ATC","Catostomus catostomus","Longnose sucker",,,,,,"(Forster 1773)","CATOSTOMIDAE","CYPRINIFORMES","NO"
"11","140002101802","ATO","Catostomus commersonii","White sucker",,,,,,"(Lacépède 1803)","CATOSTOMIDAE","CYPRINIFORMES","YES"
"11","140002101803","ATS","Catostomus latipinnis","Flannelmouth sucker",,,,,,"Baird & Girard 1853","CATOSTOMIDAE","CYPRINIFORMES","NO"
"11","140002101804","ATU","Catostomus macrocheilus","Largescale sucker",,,,,,"Girard 1856","CATOSTOMIDAE","CYPRINIFORMES","NO"
"11","140002101805","ATE","Catostomus tahoensis","Tahoe sucker",,,,,,"Gill & Jordan 1878","CATOSTOMIDAE","CYPRINIFORMES","NO"
"11","140002102201","ATJ","Chasmistes cujus","Cui-ui",,,,,,"Cope 1883","CATOSTOMIDAE","CYPRINIFORMES","NO"
"11","140002102601","YCL","Cycleptus elongatus","Blue sucker",,,,,,"(Lesueur 1817)","CATOSTOMIDAE","CYPRINIFORMES","NO"
"11","140002103001","DEU","Deltistes luxatus","Lost River sucker",,,,,,"(Cope 1879)","CATOSTOMIDAE","CYPRINIFORMES","NO"
"11","140002103401","ERU","Erimyzon sucetta","Lake chubsucker",,,,,,"(Lacépède 1803)","CATOSTOMIDAE","CYPRINIFORMES","NO"
"11","140002103801","HYN","Hypentelium nigricans","Northern hog sucker",,,,,,"(Lesueur 1817)","CATOSTOMIDAE","CYPRINIFORMES","NO"
"11","140002104201","BUB","Ictiobus cyprinellus","Bigmouth buffalo","Poisson-taureau",,,"大口胭脂鱼",,"(Valenciennes 1844)","CATOSTOMIDAE","CYPRINIFORMES","NO"
"11","1400021042XX","BUF","Ictiobus spp","Buffalofishes NEI","Poissons-taureaux NCA",,,,"Буффало",,"CATOSTOMIDAE","CYPRINIFORMES","YES"
"11","140002104601","MIM","Minytrema melanops","Spotted sucker",,,,,,"(Rafinesque 1820)","CATOSTOMIDAE","CYPRINIFORMES","NO"
"11","140002105001","MOG","Moxostoma congestum","Gray redhorse",,,,,,"(Baird & Girard 1854)","CATOSTOMIDAE","CYPRINIFORMES","NO"
"11","140002105002","MOE","Moxostoma erythrurum","Golden redhorse",,,,,,"(Rafinesque 1818)","CATOSTOMIDAE","CYPRINIFORMES","NO"
"11","140002105003","LAL","Moxostoma lacerum","Harelip sucker",,,,,,"(Jordan & Brayton 1877)","CATOSTOMIDAE","CYPRINIFORMES","NO"
"11","140002105004","MOM","Moxostoma macrolepidotum","Shorthead redhorse",,,,,,"(Lesueur 1817)","CATOSTOMIDAE","CYPRINIFORMES","YES"
"11","140002105401","MXS","Myxocyprinus asiaticus","Chinese sucker",,,,"胭脂鱼",,"(Bleeker 1865)","CATOSTOMIDAE","CYPRINIFORMES","NO"
"11","140002105801","XYT","Xyrauchen texanus","Razorback sucker",,,,,,"(Abbott 1861)","CATOSTOMIDAE","CYPRINIFORMES","NO"
"11","1400021XXXXX","CTM","Catostomidae","Suckers NEI","Cyprins sucets NCA","Chupadores NEP",,,,,"CATOSTOMIDAE","CYPRINIFORMES","YES"
"11","140003101001","BOD","Botia dario","Bengal loach",,,,"孟加拉沙鳅",,"(Hamilton 1822)","BOTIIDAE","CYPRINIFORMES","NO"
"11","1400031010XX","BWX","Botia spp",,,,,,,,"BOTIIDAE","CYPRINIFORMES","NO"
"11","140003101401","BMW","Chromobotia macracanthus","Clown loach",,,,,,"(Bleeker 1852)","BOTIIDAE","CYPRINIFORMES","YES"
"11","140003101801","LEU","Parabotia curtus",,,,,,,"(Temminck & Schlegel 1846)","BOTIIDAE","CYPRINIFORMES","NO"
"11","140003102201","BOH","Syncrossus hymenophysa","Tiger loach",,,,"横带沙鳅",,"(Bleeker 1852)","BOTIIDAE","CYPRINIFORMES","NO"
"11","140003102601","YHM","Yasuhikotakia modesta","Redtail botia",,,,"橙鳍沙鳅",,"(Bleeker 1864)","BOTIIDAE","CYPRINIFORMES","NO"
"11","140004101001","VAI","Vaillantella cinnamomea",,,,,,,"Kottelat 1994","VAILLANTELLIDAE","CYPRINIFORMES","NO"
"11","140005101001","HPD","Acanthopsoides delphax",,,,,,,"Siebert 1991","COBITIDAE","CYPRINIFORMES","NO"
"11","140005101401","TPC","Acantopsis dialuzona","Horseface loach",,,,,,"van Hasselt 1823","COBITIDAE","CYPRINIFORMES","NO"
"11","140005101801","SOG","Canthophrys gongota",,,,,,,"(Hamilton 1822)","COBITIDAE","CYPRINIFORMES","NO"
"11","140005102201","BIW","Cobitis biwae",,,,,,,"Jordan & Snyder 1901","COBITIDAE","CYPRINIFORMES","NO"
"11","140005102202","IKC","Cobitis choii","Choi's spiny loach",,,,,,"Kim & Son 1984","COBITIDAE","CYPRINIFORMES","NO"
"11","140005102203","NWD","Cobitis delicata",,,,,,,"Niwa 1937","COBITIDAE","CYPRINIFORMES","NO"
"11","140005102204","BIM","Cobitis maroccana",,,,,,,"Pellegrin 1929","COBITIDAE","CYPRINIFORMES","NO"
"11","140005102205","BIO","Cobitis melanoleuca",,,,,,,"Nichols 1925","COBITIDAE","CYPRINIFORMES","NO"
"11","140005102206","FNW","Cobitis paludica","Southern Iberian spined loach",,"Raboseta",,,,"(de Buen 1930)","COBITIDAE","CYPRINIFORMES","NO"
"11","140005102207","BIT","Cobitis taenia","Spined loach","Loche de rivière",,,,,"Ikeda 1936","COBITIDAE","CYPRINIFORMES","YES"
"11","140005102601","LED","Lepidocephalichthys annandalei",,,,,,,"Chaudhuri 1912","COBITIDAE","CYPRINIFORMES","NO"
"11","140005102602","LEG","Lepidocephalichthys guntea","Guntea loach",,,,,,"(Hamilton 1822)","COBITIDAE","CYPRINIFORMES","NO"
"11","140005102603","LEI","Lepidocephalichthys thermalis",,,,,,,"(Valenciennes 1846)","COBITIDAE","CYPRINIFORMES","NO"
"11","140005103001","KUR","Misgurnus anguillicaudatus","Pond loach","Loche asiatique","Misgurno de Asia",,"泥鳅","Вьюн восточный","(Cantor 1842)","COBITIDAE","CYPRINIFORMES","YES"
"11","140005103002","PAD","Misgurnus dabryanus",,,,,"大鳞副泥鳅",,"(Dabry de Thiersant 1872)","COBITIDAE","CYPRINIFORMES","NO"
"11","140005103003","MWT","Misgurnus fossilis","Weatherfish","Loche d'étang","Misgurno",,"纵带泥鳅","Вьюн обыкновенный","(Linnaeus 1758)","COBITIDAE","CYPRINIFORMES","YES"
"11","140005103004","ZMM","Misgurnus mizolepis","Chinese muddy loach",,,,"大鱗泥鰍",,"Günther 1888","COBITIDAE","CYPRINIFORMES","NO"
"11","140005103401","NUM","Neoeucirrhichthys maydelli",,,,,,,"Banarescu & Nalbant 1968","COBITIDAE","CYPRINIFORMES","NO"
"11","140005103801","NAG","Pangio agma",,,,,,,"(Burridge 1992)","COBITIDAE","CYPRINIFORMES","NO"
"11","140005104201","BIA","Sabanejewia aurata","Golden spined loach",,,,,,"(De Filippi 1863)","COBITIDAE","CYPRINIFORMES","NO"
"11","140005104202","SAK","Sabanejewia balcanica",,,,,,,"(Karaman 1922)","COBITIDAE","CYPRINIFORMES","NO"
"11","140006101001","BTD","Barbucca diabolica",,,,,,,"Roberts 1989","BARBUCCIDAE","CYPRINIFORMES","NO"
"11","140007101001","ANO","Annamia normani",,,,,,,"(Hora 1931)","GASTROMYZONTIDAE","CYPRINIFORMES","NO"
"11","140007101401","HYE","Engkaria eubranchus",,,,,,,"(Roberts 1991)","GASTROMYZONTIDAE","CYPRINIFORMES","NO"
"11","140007101801","CML","Formosania lacustris",,,,,,,"(Steindachner 1908)","GASTROMYZONTIDAE","CYPRINIFORMES","NO"
"11","140007102201","GSB","Gastromyzon borneensis",,,,,,,"Günther 1874","GASTROMYZONTIDAE","CYPRINIFORMES","NO"
"11","140007102601","GLE","Glaniopsis denudata",,,,,,,"Roberts 1982","GASTROMYZONTIDAE","CYPRINIFORMES","NO"
"11","140007103001","NEU","Neogastromyzon nieuwenhuisii",,,,,,,"Popta 1905","GASTROMYZONTIDAE","CYPRINIFORMES","NO"
"11","140007103401","PAK","Parhomaloptera microstoma",,,,,,,"(Boulenger 1899)","GASTROMYZONTIDAE","CYPRINIFORMES","NO"
"11","140007103801","PYH","Protomyzon aphelocheilus",,,,,,,"Inger & Chin 1962","GASTROMYZONTIDAE","CYPRINIFORMES","NO"
"11","140007104201","SWL","Sewellia lineolata",,,,,,,"(Valenciennes 1846)","GASTROMYZONTIDAE","CYPRINIFORMES","NO"
"11","140009101001","BTA","Balitora annamitica",,,,,,,"Kottelat 1988","BALITORIDAE","CYPRINIFORMES","NO"
"11","140009101401","BHS","Bhavania australis",,,,,,,"(Jerdon 1849)","BALITORIDAE","CYPRINIFORMES","NO"
"11","140009101801","HMO","Hemimyzon formosanus",,,,,,,"(Boulenger 1894)","BALITORIDAE","CYPRINIFORMES","NO"
"11","140009102201","HOI","Homaloptera bilineata",,,,,,,"Blyth 1860","BALITORIDAE","CYPRINIFORMES","NO"
"11","1400091022XX","HQX","Homaloptera spp",,,,,,,,"BALITORIDAE","CYPRINIFORMES","NO"
"11","140009102601","NEJ","Neohomaloptera johorensis",,,,,,,"(Herre 1944)","BALITORIDAE","CYPRINIFORMES","NO"
"11","140009103001","SZL","Sinogastromyzon puliensis",,,,,,,"Liang 1974","BALITORIDAE","CYPRINIFORMES","NO"
"11","140009103401","TVJ","Travancoria jonesi",,,,,,,"Hora 1941","BALITORIDAE","CYPRINIFORMES","NO"
"11","140010101001","ELL","Ellopostoma megalomycter",,,,,,,"(Vaillant 1902)","ELLOPOSTOMATIDAE","CYPRINIFORMES","NO"
"11","140011101001","ABE","Aborichthys elongatus",,,,,,,"Hora 1921","NEMACHEILIDAE","CYPRINIFORMES","NO"
"11","140011101401","NEY","Afronemacheilus abyssinicus",,,,,,,"(Boulenger 1902)","NEMACHEILIDAE","CYPRINIFORMES","NO"
"11","140011101801","BTB","Barbatula barbatula","Stone loach","Loche franche",,,,,"(Linnaeus 1758)","NEMACHEILIDAE","CYPRINIFORMES","NO"
"11","140011102201","YUA","Eonemachilus altus",,,,,,,"(Kottelat & Chu 1988)","NEMACHEILIDAE","CYPRINIFORMES","NO"
"11","140011102601","INE","Indoreonectes evezardi",,,,,,,"(Day 1872)","NEMACHEILIDAE","CYPRINIFORMES","NO"
"11","140011103001","LEH","Lefua echigonia",,,,,,,"Jordan & Richardson 1907","NEMACHEILIDAE","CYPRINIFORMES","YES"
"11","140011103401","MIU","Micronemacheilus cruciatus",,,,,,,"(Rendahl 1944)","NEMACHEILIDAE","CYPRINIFORMES","NO"
"11","140011103801","NEE","Neonoemacheilus labeosus",,,,,,,"(Kottelat 1982)","NEMACHEILIDAE","CYPRINIFORMES","NO"
"11","140011104201","ONO","Oreonectes anophthalmus",,,,,,,"Zheng 1981","NEMACHEILIDAE","CYPRINIFORMES","NO"
"11","140011104601","OTP","Oxynoemacheilus panthera",,,,,,,"(Heckel 1843)","NEMACHEILIDAE","CYPRINIFORMES","NO"
"11","140011105001","BTO","Paracanthocobitis botia","Mottled loach",,,,,,"(Hamilton 1822)","NEMACHEILIDAE","CYPRINIFORMES","NO"
"11","140011105401","TGT","Paracobitis starostini",,,,,,,"(Parin 1983)","NEMACHEILIDAE","CYPRINIFORMES","NO"
"11","140011105801","PHV","Physoschistura brunneana",,,,,,,"(Annandale 1918)","NEMACHEILIDAE","CYPRINIFORMES","NO"
"11","140011106201","SUH","Schistura balteata",,,,,,,"(Rendahl 1948)","NEMACHEILIDAE","CYPRINIFORMES","NO"
"11","140011106202","NMD","Schistura denisoni",,,,,,,"(Day 1867)","NEMACHEILIDAE","CYPRINIFORMES","NO"
"11","140011106601","SRC","Sectoria atriceps",,,,,,,"(Smith 1945)","NEMACHEILIDAE","CYPRINIFORMES","NO"
"11","140011107001","SUI","Speonectes tiomanensis",,,,,,,"(Kottelat 1990)","NEMACHEILIDAE","CYPRINIFORMES","NO"
"11","140011107401","SYD","Sphaerophysa dianchiensis",,,,,,,"Cao & Zhu 1988","NEMACHEILIDAE","CYPRINIFORMES","NO"
"11","140011107801","TYC","Triplophysa choprai",,,,,,,"(Hora 1934)","NEMACHEILIDAE","CYPRINIFORMES","NO"
"11","140011108201","TUA","Tuberoschistura cambodgiensis",,,,,,,"Kottelat 1990","NEMACHEILIDAE","CYPRINIFORMES","NO"
"11","140013101001","PSI","Psilorhynchus sucatio",,,,,,,"(Hamilton 1822)","PSILORHYNCHIDAE","CYPRINIFORMES","NO"
"11","140014101001","AAX","Aaptosyax grypus",,,,,,,"Rainboth 1991","CYPRINIDAE","CYPRINIFORMES","NO"
"11","140014101401","ATA","Acapoeta tanganicae",,,,,,,"(Boulenger 1900)","CYPRINIDAE","CYPRINIFORMES","NO"
"11","140014101801","ABA","Albulichthys albuloides",,,,,,,"(Bleeker 1855)","CYPRINIDAE","CYPRINIFORMES","NO"
"11","140014102201","DDT","Altigena yunnanensis",,,,,"云南华鲮",,"(Wu & Lin 1977)","CYPRINIDAE","CYPRINIFORMES","NO"
"11","140014102601","ABT","Amblyrhynchichthys truncatus",,,,,,,"(Bleeker 1851)","CYPRINIDAE","CYPRINIFORMES","NO"
"11","140014102801","JGY","Arabibarbus grypus","Shabout",,,,,,"(Heckel 1843)","CYPRINIDAE","CYPRINIFORMES","NO"
"11","140014103001","YHU","Aspiorhynchus laticeps","Big-head schizothoracin",,,,"扁吻鱼",,"(Day 1877)","CYPRINIDAE","CYPRINIFORMES","NO"
"11","140014103401","AUH","Aulopyge huegelii","Dalmatian barbelgudgeon",,,,,,"Heckel 1843","CYPRINIDAE","CYPRINIFORMES","NO"
"11","140014103801","BNB","Balantiocheilos melanopterus","Tricolor sharkminnow",,,,,,"(Bleeker 1851)","CYPRINIDAE","CYPRINIFORMES","NO"
"11","140014104201","LBD","Bangana dero","Kalabans",,,,"墨脱华鲮",,"(Hamilton 1822)","CYPRINIDAE","CYPRINIFORMES","NO"
"11","140014104601","BRN","Barbichthys laevis",,,,,,,"(Valenciennes 1842)","CYPRINIDAE","CYPRINIFORMES","YES"
"11","140014105001","PUI","Barbodes binotatus","Spotted barb",,,,,,"(Valenciennes 1842)","CYPRINIDAE","CYPRINIFORMES","YES"
"11","140014105002","PHH","Barbodes pachycheilus",,,,,,,"(Herre 1924)","CYPRINIDAE","CYPRINIFORMES","NO"
"11","140014105003","OUP","Barbodes palaemophagus",,,,,,,"(Herre 1924)","CYPRINIDAE","CYPRINIFORMES","NO"
"11","140014105004","SIT","Barbodes palata",,,,,,,"Herre 1924","CYPRINIDAE","CYPRINIFORMES","YES"
"11","140014105005","MDE","Barbodes resinus",,,,,,,"(Herre 1924)","CYPRINIDAE","CYPRINIFORMES","NO"
"11","140014105006","FHF","Barbodes semifasciolatus","Chinese barb",,,,,,"(Günther 1868)","CYPRINIDAE","CYPRINIFORMES","NO"
"11","140014105401","BBC","Barboides gracilis",,,,,,,"Brüning 1929","CYPRINIDAE","CYPRINIFORMES","NO"
"11","140014105801","BBA","Barbonymus altus","Red tailed tinfoil",,,,,,"(Günther 1868)","CYPRINIDAE","CYPRINIFORMES","NO"
"11","140014105802","BBR","Barbonymus balleroides",,,,,,,"(Valenciennes 1842)","CYPRINIDAE","CYPRINIFORMES","YES"
"11","140014105803","PTG","Barbonymus gonionotus","Silver barb","Barbeau argenté","Barbo plateado",,"银无须魮","Барбус яванский","(Bleeker 1850)","CYPRINIDAE","CYPRINIFORMES","YES"
"11","140014105804","BBT","Barbonymus platysoma",,,,,,,"(Bleeker 1855)","CYPRINIDAE","CYPRINIFORMES","NO"
"11","140014105805","BFS","Barbonymus schwanefeldii","Tinfoil barb",,,,"施瓦氏四须魮","Барбус лещевидный","(Bleeker 1854)","CYPRINIDAE","CYPRINIFORMES","YES"
"11","140014106201","BBV","Barbopsis devecchii","Somalian blind barb",,,,,,"di Caporiacco 1926","CYPRINIDAE","CYPRINIFORMES","NO"
"11","140014106601","PTB","Barbus barbus","Barbel","Barbeau fluviatile","Barbo común",,,,"(Linnaeus 1758)","CYPRINIDAE","CYPRINIFORMES","YES"
"11","140014106602","BBZ","Barbus cyclolepis",,,,,,,"Heckel 1837","CYPRINIDAE","CYPRINIFORMES","YES"
"11","140014106603","BUH","Barbus haasi",,,,,,,"Mertens 1925","CYPRINIDAE","CYPRINIFORMES","NO"
"11","140014106604","BUD","Barbus meridionalis","Mediterranean barbel",,,,,,"Risso 1827","CYPRINIDAE","CYPRINIFORMES","YES"
"11","140014106605","BSJ","Barbus plebejus",,,,,,,"Bonaparte 1839","CYPRINIDAE","CYPRINIFORMES","NO"
"11","140014107001","CUG","Caecobarbus geertsii","Congo blind barb",,,,,,"Boulenger 1921","CYPRINIDAE","CYPRINIFORMES","NO"
"11","140014107401","YCB","Caecocypris basimi",,,,,,,"Banister & Bunni 1980","CYPRINIDAE","CYPRINIFORMES","NO"
"11","140014107801","OEC","Capoeta capoeta","Seven khramulya",,,,,,"(Güldenstädt 1773)","CYPRINIDAE","CYPRINIFORMES","YES"
"11","140014107802","OED","Capoeta damascina",,,,,,,"(Valenciennes 1842)","CYPRINIDAE","CYPRINIFORMES","NO"
"11","140014108201","BBQ","Carasobarbus canis",,,,,,,"(Valenciennes 1842)","CYPRINIDAE","CYPRINIFORMES","NO"
"11","140014108202","LPK","Carasobarbus kosswigi",,,,,,,"(Ladiges 1960)","CYPRINIDAE","CYPRINIFORMES","NO"
"11","140014108203","FNU","Carasobarbus luteus","Yellow barbell",,,,,,"(Heckel 1843)","CYPRINIDAE","CYPRINIFORMES","NO"
"11","140014108601","OEN","Carassioides acuminatus",,,,,,,"(Richardson 1846)","CYPRINIDAE","CYPRINIFORMES","NO"
"11","140014109001","CGO","Carassius auratus","Goldfish","Poisson rouge(=Cyprin doré)","Pez rojo",,"鲫","Карась  серебряный","(Linnaeus 1758)","CYPRINIDAE","CYPRINIFORMES","YES"
"11","140014109002","FCC","Carassius carassius","Crucian carp","Carassin(=Cyprin)","Carpín",,"黑鲫","Карась золотой","(Linnaeus 1758)","CYPRINIDAE","CYPRINIFORMES","YES"
"11","140014109003","IUV","Carassius cuvieri","Japanese white crucian carp",,,,"日本白鲫",,"Temminck & Schlegel 1846","CYPRINIDAE","CYPRINIFORMES","NO"
"11","140014109004","CWG","Carassius gibelio","Prussian carp","Carassin argenté",,,"银鲫",,"(Bloch 1782)","CYPRINIDAE","CYPRINIFORMES","YES"
"11","1400141090XX","WDX","Carassius spp",,,,,"鲫类",,,"CYPRINIDAE","CYPRINIFORMES","YES"
"11","140014109401","TCS","Catlocarpio siamensis","Giant barb",,,,,,"Boulenger 1898","CYPRINIDAE","CYPRINIFORMES","YES"
"11","140014109801","GUH","Chagunius chagunio",,,,,,,"(Hamilton 1822)","CYPRINIDAE","CYPRINIFORMES","NO"
"11","140014110201","BBJ","Cheilobarbus capensis","Clanwilliam yellowfish",,,,,,"(Smith 1841)","CYPRINIDAE","CYPRINIFORMES","NO"
"11","140014110601","RNR","Cirrhinus cirrhosus",,,,,,,"(Bloch 1795)","CYPRINIDAE","CYPRINIFORMES","NO"
"11","140014110602","RNM","Cirrhinus microlepis","Small scale mud carp",,,,,"Циррина ильная мелкочешуйчатая","Sauvage 1878","CYPRINIDAE","CYPRINIFORMES","YES"
"11","140014110603","MUC","Cirrhinus molitorella","Mud carp","Carpe de vase","Carpa de fango","شبّوط الوحل","鲮","Циррина ильная","(Valenciennes 1844)","CYPRINIDAE","CYPRINIFORMES","YES"
"11","140014110604","CMG","Cirrhinus mrigala","Mrigal carp",,,,,"Мригала (=мригаль)","(Hamilton 1822)","CYPRINIDAE","CYPRINIFORMES","YES"
"11","140014110605","RNE","Cirrhinus reba","Reba carp",,,,,,"(Hamilton 1822)","CYPRINIDAE","CYPRINIFORMES","NO"
"11","140014111001","PTL","Coptostomabarbus bellcrossi",,,,,,,"Poll 1969","CYPRINIDAE","CYPRINIFORMES","NO"
"11","140014111401","USC","Cosmochilus cardinalis",,,,,,,"Chu & Roberts 1985","CYPRINIDAE","CYPRINIFORMES","NO"
"11","140014111801","YCA","Cyclocheilichthys apogon","Beardless barb",,,,,"Барбус апогон","(Valenciennes 1842)","CYPRINIDAE","CYPRINIFORMES","YES"
"11","140014111803","YCQ","Cyclocheilichthys armatus",,,,,,,"(Valenciennes 1842)","CYPRINIDAE","CYPRINIFORMES","YES"
"11","140014112201","YCD","Cyclocheilos enoplos",,,,,,,"(Bleeker 1849)","CYPRINIDAE","CYPRINIFORMES","NO"
"11","140014113001","YPW","Cyprinion watsoni",,,,,,,"(Day 1872)","CYPRINIDAE","CYPRINIFORMES","NO"
"11","140014113401","FCP","Cyprinus carpio","Common carp","Carpe commune","Carpa común",,"鲤","Сазан(=карп)","Linnaeus 1758","CYPRINIDAE","CYPRINIFORMES","YES"
"11","140014113402","FIA","Cyprinus intha",,,,,,,"Annandale 1918","CYPRINIDAE","CYPRINIFORMES","YES"
"11","140014113403","FPR","Cyprinus pellegrini","Barbless carp",,,,"大头鲤",,"Tchang 1933","CYPRINIDAE","CYPRINIFORMES","NO"
"11","140014113801","PUU","Dawkinsia arulius","Arulius barb",,,,,,"(Jerdon 1849)","CYPRINIDAE","CYPRINIFORMES","NO"
"11","140014113802","PUM","Dawkinsia filamentosa","Blackspot barb",,,,,,"(Valenciennes 1844)","CYPRINIDAE","CYPRINIFORMES","NO"
"11","140014114201","SND","Decorus decorus",,,,,,,"(Peters 1881)","CYPRINIDAE","CYPRINIFORMES","NO"
"11","140014114601","DIL","Diptychus maculatus","Scaly osman",,,,,"Осман чешуйчатый","Steindachner 1866","CYPRINIDAE","CYPRINIFORMES","NO"
"11","140014115001","DII","Discherodontus ashmeadi",,,,,,,"(Fowler 1937)","CYPRINIDAE","CYPRINIFORMES","NO"
"11","140014115401","EIO","Eirmotus octozona",,,,,,,"Schultz 1959","CYPRINIDAE","CYPRINIFORMES","YES"
"11","140014115801","FWI","Enteromius callipterus","Clipper barb",,,,,,"(Boulenger 1907)","CYPRINIDAE","CYPRINIFORMES","NO"
"11","140014115802","BUO","Enteromius holotaenia","Spotscale barb",,,,,,"(Boulenger 1904)","CYPRINIDAE","CYPRINIFORMES","NO"
"11","140014115803","BUL","Enteromius lineomaculatus","Line-spotted barb",,,,,,"(Boulenger 1903)","CYPRINIDAE","CYPRINIFORMES","NO"
"11","140014115804","DKE","Enteromius litamba",,,,,,,"(Keilhack 1908)","CYPRINIDAE","CYPRINIFORMES","NO"
"11","140014115805","BUI","Enteromius macrotaenia","Broadband barb",,,,,,"(Worthington 1933)","CYPRINIDAE","CYPRINIFORMES","NO"
"11","140014115806","BSM","Enteromius mattozi","Papermouth",,,,,,"(Guimarães 1884)","CYPRINIDAE","CYPRINIFORMES","NO"
"11","140014115807","BUY","Enteromius neumayeri",,,,,,,"(Fischer 1884)","CYPRINIDAE","CYPRINIFORMES","NO"
"11","140014115808","BUU","Enteromius paludinosus","Straightfin barb",,,,,,"(Peters 1852)","CYPRINIDAE","CYPRINIFORMES","NO"
"11","140014115809","BSI","Enteromius perince",,,,,,,"(Rüppell 1835)","CYPRINIDAE","CYPRINIFORMES","NO"
"11","140014115810","BST","Enteromius trimaculatus","Threespot barb",,,,,,"(Peters 1852)","CYPRINIDAE","CYPRINIFORMES","NO"
"11","140014115811","BSN","Enteromius unitaeniatus","Slender barb",,,,,,"(Günther 1867)","CYPRINIDAE","CYPRINIFORMES","NO"
"11","140014116201","EPB","Epalzeorhynchos bicolor","Redtail sharkminnor",,,,,,"(Smith 1931)","CYPRINIDAE","CYPRINIFORMES","NO"
"11","140014116202","EQQ","Epalzeorhynchos kalopterus","Flying fox",,,,,,"(Bleeker 1851)","CYPRINIDAE","CYPRINIFORMES","NO"
"11","140014116601","PYI","Garra andruzzii","Somalian cavefish",,,,,,"(Vinciguerra 1924)","CYPRINIDAE","CYPRINIFORMES","NO"
"11","140014116602","GRD","Garra dembeensis",,,,,,,"(Rüppell 1836)","CYPRINIDAE","CYPRINIFORMES","NO"
"11","140014116603","GRG","Garra ghorensis",,,,,,,"Krupp 1982","CYPRINIDAE","CYPRINIFORMES","NO"
"11","140014116604","GRT","Garra gotyla",,,,,,,"(Gray 1830)","CYPRINIDAE","CYPRINIFORMES","NO"
"11","140014116605","HMK","Garra kemali",,,,,,,"(Hankó 1925)","CYPRINIDAE","CYPRINIFORMES","NO"
"11","140014116606","GRK","Garra lamta",,,,,,,"(Hamilton 1822)","CYPRINIDAE","CYPRINIFORMES","NO"
"11","140014116607","GRU","Garra mullya",,,,,,,"(Sykes 1839)","CYPRINIDAE","CYPRINIFORMES","NO"
"11","140014116608","GRR","Garra rufa",,,,,,,"(Heckel 1843)","CYPRINIDAE","CYPRINIFORMES","NO"
"11","140014116609","GRI","Garra tibanica",,,,,,,"Trewavas 1941","CYPRINIDAE","CYPRINIFORMES","NO"
"11","140014116610","IRT","Garra typhlops","Iran cave barb",,,,,,"(Bruun & Kaiser 1944)","CYPRINIDAE","CYPRINIFORMES","NO"
"11","140014116611","TPW","Garra widdowsoni","Iraq blind barb",,,,,,"(Trewavas 1955)","CYPRINIDAE","CYPRINIFORMES","NO"
"11","140014117001","WSK","Gymnodiptychus dybowskii","Naked osman",,,,"新疆裸重唇鱼","Голый осман","(Kessler 1874)","CYPRINIDAE","CYPRINIFORMES","NO"
"11","140014117002","WYG","Gymnodiptychus pachycheilus",,,,,"厚唇裸重唇鱼",,"Herzenstein 1892","CYPRINIDAE","CYPRINIFORMES","NO"
"11","140014117401","LBZ","Gymnostomus ariza",,,,,,,"(Hamilton 1807)","CYPRINIDAE","CYPRINIFORMES","NO"
"11","140014117801","HMD","Hampala dispar",,,,,,,"Smith 1934","CYPRINIDAE","CYPRINIFORMES","NO"
"11","140014117802","HML","Hampala macrolepidota","Hampala barb",,,,,,"Kuhl & Van Hasselt 1823","CYPRINIDAE","CYPRINIFORMES","YES"
"11","140014117803","IJM","Hampala salweenensis",,,,,,,"Doi & Taki 1994","CYPRINIDAE","CYPRINIFORMES","NO"
"11","140014118201","HNC","Henicorhynchus caudimaculatus",,,,,,,"(Fowler 1934)","CYPRINIDAE","CYPRINIFORMES","NO"
"11","140014118202","HNZ","Henicorhynchus siamensis","Siamese mud carp",,,,,,"(Sauvage 1881)","CYPRINIDAE","CYPRINIFORMES","NO"
"11","140014118601","HYC","Hypselobarbus curmuca",,,,,,,"(Hamilton 1807)","CYPRINIDAE","CYPRINIFORMES","NO"
"11","140014118602","PUJ","Hypselobarbus jerdoni","Jerdon's carp",,,,,,"(Day 1870)","CYPRINIDAE","CYPRINIFORMES","NO"
"11","140014119001","HYL","Hypsibarbus lagleri",,,,,,,"Rainboth 1996","CYPRINIDAE","CYPRINIFORMES","NO"
"11","140014119002","YXC","Hypsibarbus pierrei",,,,,,,"(Sauvage 1880)","CYPRINIDAE","CYPRINIFORMES","NO"
"11","140014119004","YXE","Hypsibarbus wetmorei",,,,,,,"(Smith 1931)","CYPRINIDAE","CYPRINIFORMES","NO"
"11","1400141190XX","YHX","Hypsibarbus spp",,,,,,,,"CYPRINIDAE","CYPRINIFORMES","YES"
