"ISSCAAP_GROUP","TAXONOMIC_CODE","ALPHA_3_CODE","SCIENTIFIC_NAME","NAME_EN","NAME_FR","NAME_ES","NAME_AR","NAME_ZH","NAME_RU","AUTHOR","FAMILY","ORDER_OR_HIGHER_TAXA","HAS_FISHSTAT_DATA"
"12","160102129803","GHU","Geophagus pellegrini",,,,,,,"Regan 1912","CICHLIDAE","CICHLIFORMES","YES"
"12","160102129804","GFW","Geophagus proximus",,,,,,,"(Castelnau 1855)","CICHLIDAE","CICHLIFORMES","NO"
"12","160102129806","GHV","Geophagus steindachneri",,,,,,,"Eigenmann & Hildebrand 1922","CICHLIDAE","CICHLIFORMES","YES"
"12","1601021298XX","GXX","Geophagus spp",,,,,,,,"CICHLIDAE","CICHLIFORMES","NO"
"12","160102130201","GFL","Gephyrochromis lawsi",,,,,,,"Fryer 1957","CICHLIDAE","CICHLIFORMES","NO"
"12","160102130601","GNX","Gnathochromis permaxillaris",,,,,,,"(David 1936)","CICHLIDAE","CICHLIFORMES","NO"
"12","160102131001","GOW","Gobiocichla ethelwynnae",,,,,,,"Roberts 1982","CICHLIDAE","CICHLIFORMES","NO"
"12","160102131401","GRJ","Grammatotria lemairii",,,,,,,"Boulenger 1899","CICHLIDAE","CICHLIFORMES","NO"
"12","160102131801","LNE","Greenwoodochromis abeelei",,,,,,,"(Poll 1949)","CICHLIDAE","CICHLIFORMES","NO"
"12","160102131802","GWB","Greenwoodochromis bellcrossi",,,,,,,"(Poll 1976)","CICHLIDAE","CICHLIFORMES","NO"
"12","160102132201","GUE","Guianacara oelemariensis",,,,,,,"Kullander & Nijssen 1989","CICHLIDAE","CICHLIFORMES","NO"
"12","160102132601","GMZ","Gymnogeophagus balzanii","Argentine humphead",,,,,,"(Perugia 1891)","CICHLIDAE","CICHLIFORMES","NO"
"12","160102133001","HCK","Haplochromis acidens",,,,,,,"Greenwood 1967","CICHLIDAE","CICHLIFORMES","NO"
"12","160102133002","MLI","Haplochromis bicolor",,,,,,,"Boulenger 1906","CICHLIDAE","CICHLIFORMES","NO"
"12","160102133003","TDN","Haplochromis degeni",,,,,,,"(Boulenger 1906)","CICHLIDAE","CICHLIFORMES","NO"
"12","160102133004","HTD","Haplochromis retrodens",,,,,,,"(Hilgendorf 1888)","CICHLIDAE","CICHLIFORMES","NO"
"12","1601021330XX","CIM","Haplochromis spp","Mouthbrooding cichlids",,,,,,,"CICHLIDAE","CICHLIFORMES","YES"
"12","160102133401","HXI","Haplotaxodon microlepis",,,,,,,"Boulenger 1906","CICHLIDAE","CICHLIFORMES","NO"
"12","160102133801","HBS","Hemibates stenosoma",,,,,,,"(Boulenger 1901)","CICHLIDAE","CICHLIFORMES","YES"
"12","160102134201","KVD","Hemichromis elongatus","Banded jewel cichlid",,,,,,"(Guichenot 1861)","CICHLIDAE","CICHLIFORMES","NO"
"12","160102134202","HJF","Hemichromis fasciatus","Banded jewelfish","Hémichromis rayé",,,"条纹伴丽鱼",,"Peters 1857","CICHLIDAE","CICHLIFORMES","YES"
"12","160102134601","HJU","Hemitaeniochromis urotaenia",,,,,,,"(Regan 1922)","CICHLIDAE","CICHLIFORMES","NO"
"12","160102135001","HEX","Hemitilapia oxyrhynchus","Giant Haplochromis",,,,,,"Boulenger 1902","CICHLIDAE","CICHLIFORMES","NO"
"12","160102135401","IHY","Herichthys cyanoguttatus","Rio Grande cichlid",,,,,,"Baird & Girard 1854","CICHLIDAE","CICHLIFORMES","NO"
"12","160102135801","HRP","Heros efasciatus",,,,,,,"Heckel 1840","CICHLIDAE","CICHLIFORMES","NO"
"12","160102136201","HRT","Herotilapia multispinosa","Rainbow cichlid",,,,,,"(Günther 1867)","CICHLIDAE","CICHLIFORMES","NO"
"12","160102136601","HRI","Heterochromis multidens",,,,,,,"(Pellegrin 1900)","CICHLIDAE","CICHLIFORMES","NO"
"12","160102137001","TII","Heterotilapia buettikoferi","Zebra tilapia",,,,"布氏罗非鱼",,"(Hubrecht 1881)","CICHLIDAE","CICHLIFORMES","NO"
"12","160102137002","TJE","Heterotilapia cessiana",,,,,,,"(Thys van den Audenaerde 1968)","CICHLIDAE","CICHLIFORMES","NO"
"12","160102137401","HOJ","Hoplarchus psittacus",,,,,,,"(Heckel 1840)","CICHLIDAE","CICHLIFORMES","YES"
"12","160102137801","HSN","Hypselecara coryphaenoides",,,,,,,"(Heckel 1840)","CICHLIDAE","CICHLIFORMES","NO"
"12","160102138201","HSG","Hypsophrys nicaraguensis","Moga",,,,,,"(Günther 1864)","CICHLIDAE","CICHLIFORMES","NO"
"12","160102138601","IDP","Iodotropheus sprengerae","Lavender mbuna",,,,,,"Oliver & Loiselle 1972","CICHLIDAE","CICHLIFORMES","NO"
"12","160102139001","IRH","Iranocichla hormuzensis",,,,,,,"Coad 1982","CICHLIDAE","CICHLIFORMES","NO"
"12","160102139401","JUD","Julidochromis dickfeldi",,,,,,,"Staeck 1975","CICHLIDAE","CICHLIFORMES","NO"
"12","160102139801","KOD","Konia dikume","Dikume",,,,,,"Trewavas, Green & Corbet 1972","CICHLIDAE","CICHLIFORMES","NO"
"12","160102140201","KOG","Krobia guianensis",,,,,,,"(Regan 1905)","CICHLIDAE","CICHLIFORMES","NO"
"12","160102140601","KRD","Kronoheros umbrifer","Turquoise cichlid",,,,,,"(Meek & Hildebrand 1913)","CICHLIDAE","CICHLIFORMES","YES"
"12","160102141001","LFE","Labeotropheus fuelleborni","Blue mbuna",,,,,,"Ahl 1926","CICHLIDAE","CICHLIFORMES","NO"
"12","160102141401","LHE","Labidochromis caeruleus","Blue streak hap",,,,,,"Fryer 1956","CICHLIDAE","CICHLIFORMES","NO"
"12","160102141801","LTV","Laetacara flavilabris",,,,,,,"(Cope 1870)","CICHLIDAE","CICHLIFORMES","NO"
"12","160102142201","LLC","Lamprologus callipterus",,,,,,,"Boulenger 1906","CICHLIDAE","CICHLIFORMES","NO"
"12","160102142601","LIE","Lepidiolamprologus attenuatus",,,,,,,"(Steindachner 1909)","CICHLIDAE","CICHLIFORMES","NO"
"12","160102142602","NRU","Lepidiolamprologus boulengeri",,,,,,,"(Steindachner 1909)","CICHLIDAE","CICHLIFORMES","NO"
"12","160102143001","LTX","Lestradea perspicax",,,,,,,"Poll 1943","CICHLIDAE","CICHLIFORMES","NO"
"12","160102143401","LNU","Lethrinops albus",,,,,,,"Regan 1922","CICHLIDAE","CICHLIFORMES","NO"
"12","160102143801","LNC","Lichnochromis acuticeps","Malawi gar",,,,,,"Trewavas 1935","CICHLIDAE","CICHLIFORMES","NO"
"12","160102144201","LNR","Limnotilapia dardennii",,,,,,,"(Boulenger 1899)","CICHLIDAE","CICHLIFORMES","YES"
"12","160102144601","LHJ","Lobochilotes labiata",,,,,,,"(Boulenger 1898)","CICHLIDAE","CICHLIFORMES","NO"
"12","160102145001","IHE","Mayaheros beani","Green guapote",,,,,,"(Jordan 1889)","CICHLIDAE","CICHLIFORMES","NO"
"12","160102145002","CHH","Mayaheros urophthalmus","Mexican mojarra",,"Mojarra del México",,,,"(Günther 1862)","CICHLIDAE","CICHLIFORMES","NO"
"12","160102145401","UDR","Maylandia aurora",,,,,,,"(Burgess 1976)","CICHLIDAE","CICHLIFORMES","NO"
"12","160102145402","UDL","Maylandia callainos",,,,,,,"(Stauffer & Hert 1992)","CICHLIDAE","CICHLIFORMES","NO"
"12","160102145403","UFZ","Maylandia zebra","Zebra mbuna",,,,,,"(Boulenger 1899)","CICHLIDAE","CICHLIFORMES","NO"
"12","160102145801","MJT","Melanochromis auratus","Golden mbuna",,,,,,"(Boulenger 1897)","CICHLIDAE","CICHLIFORMES","NO"
"12","160102146201","IZL","Mesoheros festae","Guayas cichlid",,,,"青丽体鱼",,"(Boulenger 1899)","CICHLIDAE","CICHLIFORMES","YES"
"12","160102146601","MOV","Mesonauta festivus","Flag cichlid",,,,,,"(Heckel 1840)","CICHLIDAE","CICHLIFORMES","NO"
"12","160102147001","MHR","Microdontochromis rotundiventralis",,,,,,,"Takahashi, Yanagisawa & Nakaya 1997","CICHLIDAE","CICHLIFORMES","NO"
"12","160102147401","MFR","Mikrogeophagus ramirezi","Ram cichlid",,,,,,"(Myers & Harry 1948)","CICHLIDAE","CICHLIFORMES","NO"
"12","160102147801","MKY","Myaka myaka","Myaka",,,,,,"Trewavas 1972","CICHLIDAE","CICHLIFORMES","NO"
"12","160102148201","MVF","Mylochromis formosus",,,,,,,"(Trewavas 1935)","CICHLIDAE","CICHLIFORMES","NO"
"12","160102148202","LNN","Mylochromis melanonotus","Haplochromis yellow black line",,,,,,"(Regan 1922)","CICHLIDAE","CICHLIFORMES","NO"
"12","160102148601","NVC","Naevochromis chrysogaster",,,,,,,"(Trewavas 1935)","CICHLIDAE","CICHLIFORMES","NO"
"12","160102148801","VJP","Nandopsis haitiensis","Haitian cichlid",,,,,,"(Tee-Van 1935)","CICHLIDAE","CICHLIFORMES","NO"
"12","160102149001","NCN","Nannacara anomala","Goldeneye cichlid",,,,,,"Regan 1905","CICHLIDAE","CICHLIFORMES","NO"
"12","160102149401","NCS","Nanochromis consortus",,,,,,,"Roberts & Stewart 1976","CICHLIDAE","CICHLIFORMES","NO"
"12","160102149801","NRN","Neetroplus nematopus",,,,,,,"Günther 1867","CICHLIDAE","CICHLIFORMES","NO"
"12","160102150201","NMV","Nimbochromis fuscotaeniatus","Fuscotaeniatus",,,,,,"(Regan 1922)","CICHLIDAE","CICHLIFORMES","NO"
"12","160102150202","DJY","Nimbochromis polystigma",,,,,,,"(Regan 1922)","CICHLIDAE","CICHLIFORMES","NO"
"12","160102150601","NYB","Nyassachromis breviceps",,,,,,,"(Regan 1922)","CICHLIDAE","CICHLIFORMES","NO"
"12","160102151001","OFB","Ophthalmotilapia boops",,,,,,,"(Boulenger 1901)","CICHLIDAE","CICHLIFORMES","NO"
"12","160102151401","OEL","Oreochromis alcalicus","Magadi tilapia",,,,,,"(Hilgendorf 1905)","CICHLIDAE","CICHLIFORMES","NO"
"12","160102151402","OEM","Oreochromis amphimelas",,,,,,,"(Hilgendorf 1905)","CICHLIDAE","CICHLIFORMES","NO"
"12","160102151403","STA","Oreochromis andersonii","Three spotted tilapia",,,,,,"(Castelnau 1861)","CICHLIDAE","CICHLIFORMES","YES"
"12","160102151405","OEG","Oreochromis angolensis",,,,,,,"(Trewavas 1973)","CICHLIDAE","CICHLIFORMES","NO"
"12","160102151406","OEA","Oreochromis aureus","Blue tilapia",,"Tilapia azul",,,"Тилапия голубая","(Steindachner 1864)","CICHLIDAE","CICHLIFORMES","YES"
"12","160102151408","OEU","Oreochromis chungruruensis",,,,,,,"(Ahl 1924)","CICHLIDAE","CICHLIFORMES","NO"
"12","160102151409","OES","Oreochromis esculentus",,,,,,,"(Graham 1928)","CICHLIDAE","CICHLIFORMES","NO"
"12","160102151410","OEH","Oreochromis hunteri",,,,,,,"Günther 1889","CICHLIDAE","CICHLIFORMES","NO"
"12","160102151411","OEJ","Oreochromis jipe",,,,,,,"(Lowe 1955)","CICHLIDAE","CICHLIFORMES","NO"
"12","160102151412","OER","Oreochromis karomo","Karomo",,,,,,"(Poll 1948)","CICHLIDAE","CICHLIFORMES","NO"
"12","160102151413","OEO","Oreochromis karongae",,,,,,,"(Trewavas 1941)","CICHLIDAE","CICHLIFORMES","NO"
"12","160102151414","OEW","Oreochromis korogwe",,,,,,,"(Lowe 1955)","CICHLIDAE","CICHLIFORMES","NO"
"12","160102151415","OEP","Oreochromis lepidurus",,,,,,,"(Boulenger 1899)","CICHLIDAE","CICHLIFORMES","NO"
"12","160102151416","OET","Oreochromis leucostictus",,,,,,,"(Trewavas 1933)","CICHLIDAE","CICHLIFORMES","NO"
"12","160102151417","OEI","Oreochromis lidole",,,,,,,"(Trewavas 1941)","CICHLIDAE","CICHLIFORMES","NO"
"12","160102151418","ORM","Oreochromis macrochir","Longfin tilapia",,,,,,"(Boulenger 1912)","CICHLIDAE","CICHLIFORMES","YES"
"12","160102151419","OCI","Oreochromis malagarasi",,,,,,,"Trewavas 1983","CICHLIDAE","CICHLIFORMES","NO"
"12","160102151420","OHO","Oreochromis mortimeri","Kariba tilapia",,,,,,"(Trewavas 1966)","CICHLIDAE","CICHLIFORMES","YES"
"12","160102151421","TLM","Oreochromis mossambicus","Mozambique tilapia","Tilapia du Mozambique","Tilapia del Mozambique",,,"Тилапия мозамбикская","(Peters 1852)","CICHLIDAE","CICHLIFORMES","YES"
"12","160102151422","TLN","Oreochromis niloticus","Nile tilapia","Tilapia du Nil","Tilapia del Nilo",,,"Тилапия нильская","(Linnaeus 1758)","CICHLIDAE","CICHLIFORMES","YES"
"12","160102151423","OHU","Oreochromis placidus","Black tilapia",,,,,,"(Trewavas 1941)","CICHLIDAE","CICHLIFORMES","NO"
"12","160102151424","OHW","Oreochromis rukwaensis",,,,,,,"(Hilgendorf & Pappenheim 1903)","CICHLIDAE","CICHLIFORMES","NO"
"12","160102151425","OHK","Oreochromis saka",,,,,,,"(Lowe 1953)","CICHLIDAE","CICHLIFORMES","NO"
"12","160102151426","OIS","Oreochromis salinicola",,,,,,,"(Poll 1948)","CICHLIDAE","CICHLIFORMES","NO"
"12","160102151427","OIW","Oreochromis schwebischi",,,,,,,"(Sauvage 1884)","CICHLIDAE","CICHLIFORMES","NO"
"12","160102151428","OIH","Oreochromis shiranus","Tilapia shiranus",,,,,,"Boulenger 1897","CICHLIDAE","CICHLIFORMES","YES"
"12","160102151429","TLL","Oreochromis spilurus","Sabaki tilapia",,,,,,"Günther 1894","CICHLIDAE","CICHLIFORMES","YES"
"12","160102151431","OIQ","Oreochromis squamipinnis",,,,,,,"(Günther 1864)","CICHLIDAE","CICHLIFORMES","NO"
"12","160102151432","OIT","Oreochromis tanganicae",,,,,,,"(Günther 1894)","CICHLIDAE","CICHLIFORMES","YES"
"12","160102151433","OIP","Oreochromis upembae",,,,,,,"(Thys van den Audenaerde 1964)","CICHLIDAE","CICHLIFORMES","NO"
"12","160102151434","ORU","Oreochromis urolepis","Wami tilapia",,,,,,"(Trewavas 1966)","CICHLIDAE","CICHLIFORMES","NO"
"12","160102151435","OEV","Oreochromis variabilis",,,,,,,"(Boulenger 1906)","CICHLIDAE","CICHLIFORMES","NO"
"12","1601021514XX","TLP","Oreochromis spp","Tilapias NEI","Tilapias NCA","Tilapias NEP",,,"Тилапии",,"CICHLIDAE","CICHLIFORMES","YES"
"12","1601021514XX001","OXW","Oreochromis aureus x O. niloticus","Blue-Nile tilapia, hybrid",,"Tilapia azul-del Nilo, híbrido",,"奥尼罗非鱼杂交种",,,"CICHLIDAE","CICHLIFORMES","YES"
"12","1601021514XX002","AXV","Oreochromis andersonii x O. niloticus",,,,,,,,"CICHLIDAE","CICHLIFORMES","NO"
"12","160102151801","OFG","Otopharynx argyrosoma",,,,,,,"(Regan 1922)","CICHLIDAE","CICHLIFORMES","NO"
"12","160102152201","OXO","Oxylapia polli",,,,,,,"Kiener & Maugé 1966","CICHLIDAE","CICHLIFORMES","NO"
"12","160102152602","UYP","Parachromis dovii","Guapote",,"Guapote blanco",,,,"(Günther 1864)","CICHLIDAE","CICHLIFORMES","NO"
"12","160102152603","CHL","Parachromis managuensis","Jaguar guapote",,"Guapote tigre",,"马拉丽体鱼",,"(Günther 1867)","CICHLIDAE","CICHLIFORMES","YES"
"12","160102153001","RCB","Paracyprichromis brieni",,,,,,,"(Poll 1981)","CICHLIDAE","CICHLIFORMES","NO"
"12","160102153401","RIV","Paralabidochromis victoriae",,,,,,,"Greenwood 1956","CICHLIDAE","CICHLIFORMES","NO"
"12","160102153801","RNC","Parananochromis caudifasciatus",,,,,,,"(Boulenger 1913)","CICHLIDAE","CICHLIFORMES","NO"
"12","160102154201","RTN","Paratilapia polleni",,,,,,,"Bleeker 1868","CICHLIDAE","CICHLIFORMES","NO"
"12","160102154601","RRD","Paretroplus damii",,,,,,,"Bleeker 1868","CICHLIDAE","CICHLIFORMES","NO"
"12","160102155001","ELK","Pelmatochromis buettikoferi",,,,,,,"(Steindachner 1894)","CICHLIDAE","CICHLIFORMES","NO"
"12","160102155401","TIR","Pelmatolapia cabrae",,,,,,,"(Boulenger 1899)","CICHLIDAE","CICHLIFORMES","NO"
"12","160102155402","TJP","Pelmatolapia mariae","Spotted tilapia",,,,,,"(Boulenger 1899)","CICHLIDAE","CICHLIFORMES","NO"
"12","160102155801","ERI","Perissodus eccentricus",,,,,,,"Liem & Stewart 1976","CICHLIDAE","CICHLIFORMES","NO"
"12","160102155802","PCV","Perissodus elaviae",,,,,,,"(Poll 1949)","CICHLIDAE","CICHLIFORMES","NO"
"12","160102156201","ETD","Petenia splendida",,,,,,,"Günther 1862","CICHLIDAE","CICHLIFORMES","NO"
"12","160102156601","ECY","Petrochromis polyodon",,,,,,,"Boulenger 1898","CICHLIDAE","CICHLIFORMES","NO"
"12","160102157001","EIG","Petrotilapia genalutea",,,,,,,"Marsh 1983","CICHLIDAE","CICHLIFORMES","NO"
"12","160102157401","HNL","Pharyngochromis acuticeps",,,,,,,"(Steindachner 1866)","CICHLIDAE","CICHLIFORMES","NO"
"12","160102157801","LSR","Placidochromis electra","Deep-water hap",,,,,,"(Burgess 1979)","CICHLIDAE","CICHLIFORMES","NO"
"12","160102158201","RTS","Protomelas annectens",,,,,,,"(Regan 1922)","CICHLIDAE","CICHLIFORMES","NO"
"12","160102158202","EMF","Protomelas ornatus",,,,,,,"(Regan 1922)","CICHLIDAE","CICHLIFORMES","NO"
"12","160102158601","ERC","Pseudetroplus maculatus","Orange chromide",,,,,,"(Bloch 1795)","CICHLIDAE","CICHLIFORMES","NO"
"12","160102159001","UCN","Pseudocrenilabrus nicholsi",,,,,,,"(Pellegrin 1928)","CICHLIDAE","CICHLIFORMES","NO"
"12","160102159401","ICT","Pseudosimochromis babaulti",,,,,,,"(Pellegrin 1927)","CICHLIDAE","CICHLIFORMES","NO"
"12","160102159402","USV","Pseudosimochromis curvifrons",,,,,,,"(Poll 1942)","CICHLIDAE","CICHLIFORMES","NO"
"12","160102159801","MJH","Pseudotropheus johannii","Bluegray mbuna",,,,,,"Eccles 1973","CICHLIDAE","CICHLIFORMES","NO"
"12","160102160201","TCJ","Pterochromis congicus",,,,,,,"(Boulenger 1897)","CICHLIDAE","CICHLIFORMES","NO"
"12","160102160601","TFU","Pterophyllum altum",,,,,,,"Pellegrin 1903","CICHLIDAE","CICHLIFORMES","NO"
"12","160102161001","TCH","Ptychochromis oligacanthus",,,,,,,"(Bleeker 1868)","CICHLIDAE","CICHLIFORMES","NO"
"12","160102161401","HRY","Pundamilia nyererei",,,,,,,"(Witte-Maas & Witte 1985)","CICHLIDAE","CICHLIFORMES","NO"
"12","160102161801","UNM","Pungu maclareni",,,,,,,"(Trewavas 1962)","CICHLIDAE","CICHLIFORMES","NO"
"12","160102162201","RRC","Reganochromis calliurus",,,,,,,"(Boulenger 1901)","CICHLIDAE","CICHLIFORMES","NO"
"12","160102162601","REF","Retroculus lapidifer",,,,,,,"(Castelnau 1855)","CICHLIDAE","CICHLIFORMES","NO"
"12","160102163001","RFB","Rhamphochromis brevis",,,,,,,"Trewavas 1935","CICHLIDAE","CICHLIFORMES","NO"
"12","160102163002","DJZ","Rhamphochromis longiceps",,,,,,,"(Günther 1864)","CICHLIDAE","CICHLIFORMES","NO"
"12","160102163401","IHC","Rocio octofasciata","Jack Dempsey",,,,,,"(Regan 1903)","CICHLIDAE","CICHLIFORMES","NO"
"12","160102163801","HJB","Rubricatochromis bimaculatus","Jewelfish",,,,"双斑伴丽鱼",,"Gill 1862","CICHLIDAE","CICHLIFORMES","YES"
"12","160102164201","SAR","Sarotherodon galilaeus","Mango tilapia",,,,,,"(Pellegrin 1919)","CICHLIDAE","CICHLIFORMES","YES"
"12","160102164202","SAH","Sarotherodon melanotheron","Blackchin tilapia",,,,"黑颊罗非鱼",,"(Duméril 1861)","CICHLIDAE","CICHLIFORMES","YES"
"12","160102164601","TPP","Satanoperca acuticeps","Sharphead eartheater",,,,,,"(Heckel 1840)","CICHLIDAE","CICHLIFORMES","NO"
"12","160102165001","SZD","Schubotzia eduardiana",,,,,,,"Boulenger 1914","CICHLIDAE","CICHLIFORMES","NO"
"12","160102165401","SWN","Schwetzochromis neodon",,,,,,,"Poll 1948","CICHLIDAE","CICHLIFORMES","NO"
"12","160102165801","SJI","Sciaenochromis ahli","Electric blue hap",,,,,,"(Trewavas 1935)","CICHLIDAE","CICHLIFORMES","NO"
"12","160102166201","RKA","Serranochromis angusticeps","Thinface cichlid",,,,,,"(Boulenger 1907)","CICHLIDAE","CICHLIFORMES","NO"
"12","160102166202","YBB","Serranochromis robustus","Yellow-belly bream",,,,,,"(Günther 1864)","CICHLIDAE","CICHLIFORMES","YES"
"12","160102166601","TDY","Spathodus erythrodon",,,,,,,"Boulenger 1900","CICHLIDAE","CICHLIFORMES","NO"
"12","160102167001","TSS","Steatocranus casuarius","Lionhead cichlid",,,,,,"Poll 1939","CICHLIDAE","CICHLIFORMES","NO"
"12","160102167401","TGO","Stigmatochromis modestus",,,,,,,"(Günther 1894)","CICHLIDAE","CICHLIFORMES","NO"
"12","160102167801","TMM","Stomatepia mariae","Nsess",,,,,,"(Holly 1930)","CICHLIDAE","CICHLIFORMES","NO"
"12","160102168201","YMQ","Symphysodon aequifasciatus","Blue discus",,,,,,"Pellegrin 1904","CICHLIDAE","CICHLIFORMES","NO"
"12","160102168601","TCD","Taeniacara candidi",,,,,,,"Myers 1935","CICHLIDAE","CICHLIFORMES","NO"
"12","160102169001","TAH","Taeniochromis holotaenia",,,,,,,"(Regan 1922)","CICHLIDAE","CICHLIFORMES","NO"
"12","160102169401","TIY","Taeniolethrinops cyrtonotus",,,,,,,"(Trewavas 1931)","CICHLIDAE","CICHLIFORMES","NO"
"12","160102169801","TAZ","Tahuantinsuyoa macantzatza",,,,,,,"Kullander 1986","CICHLIDAE","CICHLIFORMES","NO"
"12","160102170201","TAD","Tangachromis dhanisi",,,,,,,"(Poll 1949)","CICHLIDAE","CICHLIFORMES","NO"
"12","160102170601","TAJ","Tanganicodus irsacae","Spotfin goby cichlid",,,,,,"Poll 1950","CICHLIDAE","CICHLIFORMES","NO"
"12","160102171001","TLC","Teleogramma brichardi",,,,,,,"Poll 1959","CICHLIDAE","CICHLIFORMES","NO"
"12","160102171401","TLF","Telmatochromis bifrenatus",,,,,,,"Myers 1936","CICHLIDAE","CICHLIFORMES","NO"
"12","160102171801","YCN","Thysochromis ansorgii",,,,,,,"(Boulenger 1901)","CICHLIDAE","CICHLIFORMES","NO"
"12","160102172201","TPO","Tilapia baloni",,,,,,,"Trewavas & Stewart 1975","CICHLIDAE","CICHLIFORMES","NO"
"12","160102172202","TIV","Tilapia brevimanus",,,,,,,"Boulenger 1911","CICHLIDAE","CICHLIFORMES","NO"
"12","160102172203","TIM","Tilapia busumana",,,,,,,"(Günther 1903)","CICHLIDAE","CICHLIFORMES","NO"
"12","160102172204","TJU","Tilapia guinasana","Otjikoto tilapia",,,,,,"Trewavas 1936","CICHLIDAE","CICHLIFORMES","NO"
"12","160102172205","TJW","Tilapia ruweti","Okavango tilapia",,,,,,"(Poll & Thys van den Audenaerde 1965)","CICHLIDAE","CICHLIFORMES","NO"
"12","160102172206","TLS","Tilapia sparrmanii","Banded tilapia",,,,,,"Smith 1840","CICHLIDAE","CICHLIFORMES","NO"
"12","160102172601","TMV","Tramitichromis brevis",,,,,,,"(Boulenger 1908)","CICHLIDAE","CICHLIFORMES","NO"
"12","160102173001","TMC","Trematocara caparti",,,,,,,"Poll 1948","CICHLIDAE","CICHLIFORMES","NO"
"12","160102173002","TLT","Trematocara macrostoma",,,,,,,"Poll 1952","CICHLIDAE","CICHLIFORMES","NO"
"12","160102173401","TMS","Trematochromis benthicola",,,,,,,"(Matthes 1962)","CICHLIDAE","CICHLIFORMES","NO"
"12","160102173801","TML","Trematocranus labifer",,,,,,,"(Trewavas 1935)","CICHLIDAE","CICHLIFORMES","NO"
"12","160102174201","TCM","Triglachromis otostigma",,,,,,,"(Regan 1920)","CICHLIDAE","CICHLIFORMES","NO"
"12","160102174601","TMR","Tristramella sacra",,,,,,,"(Günther 1865)","CICHLIDAE","CICHLIFORMES","NO"
"12","160102175001","UFF","Tropheops tropheops",,,,,,,"(Regan 1922)","CICHLIDAE","CICHLIFORMES","NO"
"12","160102175401","TFN","Tropheus annectens",,,,,,,"Boulenger 1900","CICHLIDAE","CICHLIFORMES","NO"
"12","160102175801","TMI","Tylochromis aristoma",,,,,,,"Stiassny 1989","CICHLIDAE","CICHLIFORMES","NO"
"12","160102176201","TME","Tyrannochromis macrostoma",,,,,,,"(Regan 1922)","CICHLIDAE","CICHLIFORMES","NO"
"12","160102176601","UAA","Uaru amphiacanthoides","Uaru",,,,,,"Heckel 1840","CICHLIDAE","CICHLIFORMES","NO"
"12","160102177001","CHK","Vieja maculicauda","Blackbelt cichlid",,,,,,"(Regan 1905)","CICHLIDAE","CICHLIFORMES","YES"
"12","160102177401","EVH","Wallaceochromis humilis",,,,,,,"(Boulenger 1916)","CICHLIDAE","CICHLIFORMES","NO"
"12","160102177801","XEH","Xenochromis hecqui",,,,,,,"Boulenger 1899","CICHLIDAE","CICHLIFORMES","NO"
"12","160102178201","EOB","Xenotilapia albini",,,,,,,"(Steindachner 1909)","CICHLIDAE","CICHLIFORMES","NO"
"12","160102178202","XTB","Xenotilapia bathyphilus",,,,,,,"Poll 1956","CICHLIDAE","CICHLIFORMES","NO"
"12","1601021XXXXX","CIX","Cichlidae","Cichlids NEI","Cichlidés NCA","Cíclidos NEP",,,"Цихлиды",,"CICHLIDAE","CICHLIFORMES","YES"
"13","116001001001","PEC","Erpetoichthys calabaricus","Reedfish",,,,,,"Smith 1865","POLYPTERIDAE","POLYPTERIFORMES","YES"
"13","116001001401","PPD","Polypterus endlicherii",,,,,,,"Heckel 1847","POLYPTERIDAE","POLYPTERIFORMES","NO"
"13","116001001402","PPV","Polypterus senegalus",,,,,,,"Poll 1941","POLYPTERIDAE","POLYPTERIFORMES","NO"
"13","117201001001","AAC","Amia calva","Bowfin",,,,,,"Linnaeus 1766","AMIIDAE","AMIIFORMES","YES"
"13","117401001001","LLS","Atractosteus spatula","Alligator gar","Garpique alligator","Catán",,,,"(Lacépède 1803)","LEPISOSTEIDAE","LEPISOSTEIFORMES","YES"
"13","117401001003","LET","Atractosteus tristoechus","Cuban gar","Garpique cubain","Manjuari",,,,"(Bloch & Schneider 1801)","LEPISOSTEIDAE","LEPISOSTEIFORMES","NO"
"13","117401001004","JTP","Atractosteus tropicus","Tropical gar",,"Gaspar",,,,"Gill 1863","LEPISOSTEIDAE","LEPISOSTEIFORMES","YES"
"13","1174010010XX","LKX","Atractosteus spp",,"Garpiques NCA",,,,,,"LEPISOSTEIDAE","LEPISOSTEIFORMES","YES"
"13","117401001801","LVT","Lepisosteus oculatus","Spotted gar","Lépisosté tacheté","Catán pinto",,,,"Winchell 1864","LEPISOSTEIDAE","LEPISOSTEIFORMES","YES"
"13","117401001802","LLO","Lepisosteus osseus","Longnose gar","Lépisosté osseux","Catán aguja",,"雀鳝",,"(Linnaeus 1758)","LEPISOSTEIDAE","LEPISOSTEIFORMES","YES"
"13","117401001803","LVQ","Lepisosteus platostomus","Shortnose gar",,,,,,"Rafinesque 1820","LEPISOSTEIDAE","LEPISOSTEIFORMES","YES"
"13","117401001804","LFV","Lepisosteus platyrhincus","Florida gar",,,,,,"DeKay 1842","LEPISOSTEIDAE","LEPISOSTEIFORMES","NO"
"13","1174010XXXXX","LXS","Lepisosteidae","Gars NEI","Lépisostés NCA","Pejelagartos NEP",,,,,"LEPISOSTEIDAE","LEPISOSTEIFORMES","YES"
