"Group","Member"
"5000","1263"
"5001","1264"
"5002","4"
"5003","4"
"5004","4"
"5005","72"
"5006","72"
"5007","72"
"5008","72"
"5009","1201"
"5010","1409"
"5011","1409"
"5012","1409"
"5013","1410"
"5014","5"
"5015","1408"
"5016","1407"
"5017","1411"
"5018","18"
"5019","18"
"5020","18"
"5021","18"
"5022","16"
"5023","15"
"5024","19"
"5025","23"
"5026","22"
"5027","20"
"5028","21"
"5029","1006"
"5030","1013"
"5031","1015"
"5032","26"
"5033","1014"
"5034","26"
"5035","114"
"5036","114"
"5037","114"
"5038","115"
"5039","115"
"5040","115"
"5041","112"
"5042","112"
"5043","112"
"5044","116"
"5045","116"
"5046","116"
"5047","113"
"5048","113"
"5049","113"
"5050","113"
"5051","113"
"5052","1223"
"5053","1223"
"5054","1223"
"5055","118"
"5056","118"
"5057","118"
"5058","61"
"5059","65"
"5060","1213"
"5061","62"
"5062","63"
"5063","64"
"5064","121"
"5065","56"
"5066","56"
"5067","56"
"5068","56"
"5069","1424"
"5070","117"
"5071","1790"
"5072","1811"
"5073","1812"
"5074","1790"
"5075","73"
"5076","43"
"5077","73"
"5078","46"
"5079","47"
"5080","1023"
"5081","1022"
"5082","1414"
"5083","1023"
"5084","1415"
"5085","2"
"5086","1621"
"5087","50"
"5088","1413"
"5089","48"
"5090","1779"
"5091","89"
"5092","50"
"5093","8"
"5094","9"
"5095","7"
"5096","12"
"5097","1620"
"5098","122"
"5099","1814"
"5100","1605"
"5101","1815"
"5102","1816"
"5103","1164"
"5104","1207"
"5105","1035"
"5106","1035"
"5107","1035"
"5108","52"
"5109","52"
"5110","1416"
"5111","52"
"5112","1295"
"5113","10"
"5114","1419"
"5115","1419"
"5116","53"
"5117","1051"
"5118","1420"
"5119","1058"
"5120","1048"
"5121","124"
"5122","127"
"5123","1624"
"5124","1623"
"5125","1299"
"5126","1225"
"5127","1226"
"5128","134"
"5129","150"
"5130","150"
"5131","150"
"5132","150"
"5133","152"
"5134","1210"
"5135","129"
"5136","128"
"5137","132"
"5138","1625"
"5139","156"
"5140","155"
"5141","153"
"5142","154"
"5143","1063"
"5144","1070"
"5145","1072"
"5146","159"
"5147","92"
"5148","92"
"5149","158"
"5150","159"
"5151","199"
"5152","199"
"5153","199"
"5154","202"
"5155","202"
"5156","202"
"5157","197"
"5158","197"
"5159","197"
"5160","205"
"5161","205"
"5162","205"
"5163","198"
"5164","198"
"5165","198"
"5166","198"
"5167","198"
"5168","1224"
"5169","1224"
"5170","1224"
"5171","208"
"5172","208"
"5173","208"
"5174","191"
"5175","1214"
"5176","193"
"5177","192"
"5178","194"
"5179","216"
"5180","216"
"5181","1437"
"5182","186"
