"Group","Member"
"3000","4"
"3001","72"
"3002","72"
"3003","72"
"3004","72"
"3005","1201"
"3006","1409"
"3007","1409"
"3008","1263"
"3009","1264"
"3010","4"
"3011","4"
"3012","1409"
"3013","1410"
"3014","5"
"3015","1408"
"3016","1407"
"3017","1411"
"3018","18"
"3019","18"
"3020","18"
"3021","18"
"3022","16"
"3023","15"
"3024","19"
"3025","23"
"3026","22"
"3027","20"
"3028","21"
"3029","1006"
"3030","1013"
"3031","1015"
"3032","26"
"3033","1014"
"3034","26"
"3035","114"
"3036","114"
"3037","114"
"3038","115"
"3039","115"
"3040","115"
"3041","112"
"3042","112"
"3043","112"
"3044","116"
"3045","116"
"3046","116"
"3047","113"
"3048","113"
"3049","113"
"3050","113"
"3051","113"
"3052","1223"
"3053","1223"
"3054","1223"
"3055","118"
"3056","118"
"3057","118"
"3058","61"
"3059","65"
"3060","1213"
"3061","62"
"3062","63"
"3063","64"
"3064","121"
"3065","56"
"3066","56"
"3067","56"
"3068","56"
"3069","1424"
"3070","117"
"3071","73"
"3072","43"
"3073","73"
"3074","46"
"3075","47"
"3076","1023"
"3077","1022"
"3078","1414"
"3079","1023"
"3080","1415"
"3081","2"
"3082","1621"
"3083","50"
"3084","1413"
"3085","48"
"3086","1779"
"3087","89"
"3088","50"
"3089","8"
"3090","9"
"3091","7"
"3092","12"
"3093","1620"
"3094","122"
"3095","1202"
"3096","1426"
"3097","1605"
"3098","122"
"3099","1164"
"3100","1207"
"3101","1035"
"3102","1035"
"3103","1035"
"3104","52"
"3105","52"
"3106","1416"
"3107","52"
"3108","1295"
"3109","10"
"3110","1419"
"3111","1419"
"3112","53"
"3113","1051"
"3114","1420"
"3115","1058"
"3116","1048"
"3117","124"
"3118","127"
"3119","1299"
"3120","1225"
"3121","1226"
"3122","134"
"3123","150"
"3124","150"
"3125","150"
"3126","150"
"3127","152"
"3128","1210"
"3129","129"
"3130","128"
"3131","132"
"3132","1625"
"3133","156"
"3134","155"
"3135","153"
"3136","154"
"3137","1063"
"3138","1070"
"3139","1072"
"3140","159"
"3141","92"
"3142","92"
"3143","158"
"3144","159"
"3145","199"
"3146","199"
"3147","199"
"3148","202"
"3149","202"
"3150","202"
"3151","204"
"3152","204"
"3153","202"
"3154","197"
"3155","197"
"3156","197"
"3157","205"
"3158","205"
"3159","205"
"3160","198"
"3161","198"
"3162","198"
"3163","198"
"3164","198"
"3165","1224"
"3166","1224"
"3167","1224"
"3168","208"
"3169","208"
"3170","208"
"3171","191"
"3172","1214"
"3173","193"
"3174","192"
"3175","194"
"3176","216"
"3177","216"
"3178","1437"
"3179","186"
"3180","186"
"3181","186"
"3182","186"
"3183","1436"
"3184","207"
"3185","163"
"3186","161"
"3187","1427"
"3188","162"
"3189","164"
"3190","165"
"3191","1079"
"3192","1078"
"3193","1076"
"3194","1429"
"3195","1079"
"3196","1430"
"3197","166"
"3198","1626"
"3199","1073"
"3200","1074"
"3201","169"
"3202","1428"
"3203","167"
"3204","1785"
"3205","1080"
"3206","94"
"3207","169"
"3208","217"
"3209","1203"
"3210","1438"
"3211","1604"
"3212","217"
"3213","218"
"3214","1208"
"3215","170"
"3216","170"
"3217","170"
"3218","1299"
"3219","131"
"3220","1432"
"3221","1432"
"3222","180"
"3223","1100"
"3224","1431"
"3225","195"
"3226","173"
"3227","1786"
"3228","95"
"3229","1107"
"3230","175"
"3231","220"
"3232","223"
"3233","222"
"3234","223"
"3235","1308"
"3236","1211"
"3237","899"
"3238","1109"
"3239","1627"
"3240","967"
"3241","1259"
"3242","1259"
"3243","1259"
"3244","1259"
"3245","230"
"3246","238"
"3247","233"
"3248","235"
"3249","238"
"3250","1169"
"3251","1439"
"3252","1308"
"3253","226"
"3254","251"
"3255","280"
"3256","1631"
"3257","1634"
"3258","1640"
"3259","1572"
"3260","1574"
"3261","1444"
"3262","1315"
"3263","1228"
"3264","1229"
"3265","1212"
"3266","260"
"3267","1129"
"3268","1649"
"3269","273"
"3270","272"
"3271","273"
"3272","275"
"3273","290"
"3274","1145"
"3275","1144"
"3276","1142"
"3277","1145"
"3278","1446"
"3279","291"
"3280","294"
"3281","273"
"3282","292"
"3283","1146"
"3284","274"
"3285","294"
"3286","109"
"3287","1260"
"3288","1260"
"3289","1260"
"3290","1260"
"3291","270"
"3292","266"
"3293","267"
"3294","1137"
"3295","270"
"3296","1171"
"3297","1209"
"3298","302"
"3299","305"
"3300","1323"
"3301","261"
"3302","296"
"3303","1448"
"3304","305"
"3305","306"
"3306","306"
"3307","1205"
"3308","1603"
"3309","307"
"3310","1447"
"3311","308"
"3312","1353"
"3313","1561"
"3314","1654"
"3315","81"
"3316","1654"
"3317","1258"
"3318","81"
"3319","1258"
"3320","1776"
"3321","81"
"3322","1453"
"3323","1452"
"3324","1344"
"3325","1270"
"3326","1345"
"3327","1271"
"3328","1346"
"3329","1776"
"3330","1231"
"3331","81"
"3332","1341"
"3333","1272"
"3334","1269"
"3335","1450"
"3336","1455"
"3337","1274"
"3338","1457"
"3339","393"
"3340","452"
"3341","1675"
"3342","1385"
"3343","408"
"3344","408"
"3345","1385"
"3346","1748"
"3347","1577"
"3348","406"
"3349","1748"
"3350","454"
"3351","461"
"3352","57"
"3353","1679"
"3354","453"
"3355","1679"
"3356","1469"
"3357","457"
"3358","456"
"3359","465"
"3360","1469"
"3361","395"
"3362","394"
"3363","357"
"3364","1744"
"3365","394"
"3366","1578"
"3367","1734"
"3368","1463"
"3369","1744"
"3370","970"
"3371","1262"
"3372","1261"
"3373","1671"
"3374","445"
"3375","1262"
"3376","368"
"3377","401"
"3378","445"
"3379","451"
"3380","451"
"3381","451"
"3382","885"
"3383","1678"
"3384","1481"
"3385","1481"
"3386","1480"
"3387","1481"
"3388","1197"
"3389","1197"
"3390","1194"
"3391","1196"
"3392","508"
"3393","508"
"3394","508"
"3395","1594"
"3396","508"
"3397","1193"
"3398","1193"
"3399","1193"
"3400","1683"
"3401","1683"
"3402","849"
"3403","1391"
"3404","1684"
"3405","1684"
"3406","1482"
"3407","1392"
"3408","1877"
"3409","1878"
"3410","1684"
"3411","540"
"3412","540"
"3413","1185"
"3414","540"
"3415","1275"
"3416","1275"
"3417","1275"
"3418","1276"
"3419","1800"
"3420","1276"
"3421","1276"
"3422","1276"
"3423","1486"
"3424","1278"
"3425","1593"
"3426","1278"
"3427","1488"
"3428","1488"
"3429","1488"
"3430","1685"
"3431","1685"
"3432","495"
"3433","1491"
"3434","1685"
"3435","1277"
"3436","1277"
"3437","1879"
"3438","1685"
"3439","1277"
"3440","1279"
"3441","1279"
"3442","1484"
"3443","1279"
"3444","534"
"3445","548"
"3446","551"
"3447","573"
"3448","1691"
"3449","1691"
"3450","1495"
"3451","1404"
"3452","1281"
"3453","1858"
"3454","1281"
"3455","552"
"3456","1493"
"3457","1494"
"3458","893"
"3459","1283"
"3460","1583"
"3461","1584"
"3462","1395"
"3463","556"
"3464","558"
"3465","560"
"3466","1398"
"3467","951"
"3468","1860"
"3469","1861"
"3470","588"
"3471","590"
"3472","590"
"3473","590"
"3474","590"
"3475","590"
"3476","1867"
"3477","1875"
"3478","599"
"3479","1872"
"3480","561"
"3481","857"
"3482","1787"
"3483","594"
"3484","857"
"3485","1687"
"3486","1599"
"3487","1692"
"3488","1859"
"3489","1692"
"3490","546"
"3491","1619"
"3492","1619"
"3493","1619"
"3494","579"
"3495","602"
"3496","1287"
"3497","591"
"3498","1859"
"3499","596"
"3500","602"
"3501","924"
"3502","1750"
"3503","1760"
"3504","1764"
"3505","1755"
"3506","1760"
"3507","1751"
"3508","1761"
"3509","1765"
"3510","1756"
"3511","1761"
"3512","1767"
"3513","1752"
"3514","1766"
"3515","1757"
"3516","1762"
"3517","1769"
"3518","1753"
"3519","1768"
"3520","1758"
"3521","1763"
"3522","926"
"3523","935"
"3524","935"
"3525","943"
"3526","937"
"3527","938"
"3528","1000"
"3529","1001"
"3530","984"
"3531","772"
"3532","772"
"3533","1588"
"3534","772"
"3535","784"
"3536","784"
"3537","784"
"3538","788"
"3539","788"
"3540","788"
"3541","625"
"3542","634"
"3543","694"
"3544","1520"
"3545","692"
"3546","1215"
"3547","638"
"3548","637"
"3549","1215"
"3550","659"
"3551","1266"
"3552","661"
"3553","659"
"3554","652"
"3555","673"
"3556","674"
"3557","673"
"3558","673"
"3559","642"
"3560","953"
"3561","1531"
"3562","852"
"3563","1523"
"3564","1524"
"3565","1522"
"3566","698"
"3567","954"
"3568","626"
"3569","627"
"3570","1517"
"3571","1531"
"3572","914"
"3573","882"
"3574","690"
"3575","691"
"3576","1536"
"3577","1542"
"3578","1610"
"3579","914"
"3580","678"
"3581","679"
"3582","721"
"3583","727"
"3584","727"
"3585","727"
"3586","1589"
"3587","722"
"3588","722"
"3589","722"
"3590","726"
"3591","731"
"3592","734"
"3593","733"
"3594","1591"
"3595","1590"
"3596","1711"
"3597","1552"
"3598","748"
"3599","729"
"3600","750"
"3601","1772"
"3602","1773"
"3603","1774"
"3604","1775"
"3605","349"
"3606","837"
"3607","1252"
