Group,Member
2000,4
2001,72
2002,72
2003,72
2004,72
2005,1201
2006,1409
2007,1409
2008,1263
2009,1264
2010,4
2011,4
2012,1409
2013,1410
2014,5
2015,1408
2016,1407
2017,1411
2018,18
2019,18
2020,18
2021,18
2022,16
2023,15
2024,19
2025,23
2026,22
2027,20
2028,21
2029,1006
2030,1013
2031,1015
2032,26
2033,1014
2034,26
2035,114
2036,114
2037,114
2038,115
2039,115
2040,115
2041,112
2042,112
2043,112
2044,116
2045,116
2046,116
2047,113
2048,113
2049,113
2050,113
2051,113
2052,1223
2053,1223
2054,1223
2055,118
2056,118
2057,118
2058,61
2059,65
2060,1213
2061,62
2062,63
2063,64
2064,121
2065,56
2066,56
2067,56
2068,56
2069,1424
2070,117
2071,73
2072,43
2073,73
2074,46
2075,47
2076,1023
2077,1022
2078,1414
2079,1023
2080,1415
2081,2
2082,1621
2083,50
2084,1413
2085,48
2086,1779
2087,89
2088,50
2089,8
2090,9
2091,7
2092,12
2093,1620
2094,122
2095,1202
2096,1426
2097,1605
2098,122
2099,1164
2100,1207
2101,1035
2102,1035
2103,1035
2104,52
2105,52
2106,1416
2107,52
2108,1295
2109,10
2110,1419
2111,1419
2112,53
2113,1051
2114,1420
2115,1058
2116,1048
2117,124
2118,127
2119,1299
2120,1225
2121,1226
2122,134
2123,150
2124,150
2125,150
2126,150
2127,152
2128,1210
2129,129
2130,128
2131,132
2132,1625
2133,156
2134,155
2135,153
2136,154
2137,1063
2138,1070
2139,1072
2140,159
2141,92
2142,92
2143,158
2144,159
2145,199
2146,199
2147,199
2148,202
2149,202
2150,202
2151,204
2152,204
2153,202
2154,197
2155,197
2156,197
2157,205
2158,205
2159,205
2160,198
2161,198
2162,198
2163,198
2164,198
2165,1224
2166,1224
2167,1224
2168,208
2169,208
2170,208
2171,191
2172,1214
2173,193
2174,192
2175,194
2176,216
2177,216
2178,1437
2179,186
2180,186
2181,186
2182,186
2183,1436
2184,207
2185,163
2186,161
2187,1427
2188,162
2189,164
2190,165
2191,1079
2192,1078
2193,1076
2194,1429
2195,1079
2196,1430
2197,166
2198,1626
2199,1073
2200,1074
2201,169
2202,1428
2203,167
2204,1785
2205,1080
2206,94
2207,169
2208,217
2209,1203
2210,1438
2211,1604
2212,217
2213,218
2214,1208
2215,170
2216,170
2217,170
2218,1299
2219,131
2220,1432
2221,1432
2222,180
2223,1100
2224,1431
2225,195
2226,173
2227,1786
2228,95
2229,1107
2230,175
2231,220
2232,223
2233,222
2234,223
2235,1308
2236,1211
2237,899
2238,1109
2239,1627
2240,967
2241,1259
2242,1259
2243,1259
2244,1259
2245,230
2246,238
2247,233
2248,235
2249,238
2250,1169
2251,1439
2252,1308
2253,226
2254,251
2255,280
2256,1631
2257,1634
2258,1640
2259,1572
2260,1574
2261,1444
2262,1315
2263,1228
2264,1229
2265,1212
2266,260
2267,1129
2268,1649
2269,273
2270,272
2271,273
2272,275
2273,290
2274,1145
2275,1144
2276,1142
2277,1145
2278,1446
2279,291
2280,294
2281,273
2282,292
2283,1146
2284,274
2285,294
2286,109
2287,1260
2288,1260
2289,1260
2290,1260
2291,270
2292,266
2293,267
2294,1137
2295,270
2296,1171
2297,1209
2298,302
2299,305
2300,1323
2301,261
2302,296
2303,1448
2304,305
2305,306
2306,306
2307,1205
2308,1603
2309,307
2310,1447
2311,308
2312,1353
2313,1561
2314,1654
2315,81
2316,1654
2317,1258
2318,81
2319,1258
2320,1776
2321,81
2322,1453
2323,1452
2324,1344
2325,1270
2326,1345
2327,1271
2328,1346
2329,1776
2330,1231
2331,81
2332,1341
2333,1272
2334,1269
2335,1450
2336,1455
2337,1274
2338,1457
2339,393
2340,452
2341,1675
2342,1385
2343,408
2344,408
2345,1385
2346,1748
2347,1577
2348,406
2349,1748
2350,454
2351,461
2352,57
2353,1679
2354,453
2355,1679
2356,1469
2357,457
2358,456
2359,465
2360,1469
2361,395
2362,394
2363,357
2364,1744
2365,394
2366,1578
2367,1734
2368,1463
2369,1744
2370,970
2371,1262
2372,1261
2373,1671
2374,445
2375,1262
2376,368
2377,401
2378,445
2379,451
2380,451
2381,451
2382,885
2383,1678
2384,1481
2385,1481
2386,1480
2387,1481
2388,1197
2389,1197
2390,1194
2391,1196
2392,508
2393,508
2394,508
2395,1594
2396,508
2397,1193
2398,1193
2399,1193
2400,1683
2401,1683
2402,849
2403,1391
2404,1684
2405,1684
2406,1482
2407,1392
2408,1877
2409,1878
2410,1684
2411,540
2412,540
2413,1185
2414,540
2415,1275
2416,1275
2417,1275
2418,1276
2419,1800
2420,1276
2421,1276
2422,1276
2423,1486
2424,1278
2425,1593
2426,1278
2427,1488
2428,1488
2429,1488
2430,1685
2431,1685
2432,495
2433,1491
2434,1685
2435,1277
2436,1277
2437,1879
2438,1685
2439,1277
2440,1279
2441,1279
2442,1484
2443,1279
2444,534
2445,548
2446,551
2447,573
2448,1691
2449,1691
2450,1495
2451,1404
2452,1281
2453,1858
2454,1281
2455,552
2456,1493
2457,1494
2458,893
2459,1283
2460,1583
2461,1584
2462,1395
2463,556
2464,558
2465,558
2466,560
2467,1398
2468,951
2469,1860
2470,1861
2471,588
2472,590
2473,590
2474,590
2475,590
2476,590
2477,1867
2478,1875
2479,599
2480,1871
2481,1872
2482,561
2483,857
2484,1787
2485,594
2486,857
2487,1687
2488,1599
2489,1692
2490,1859
2491,1692
2492,546
2493,1619
2494,1619
2495,1619
2496,579
2497,1854
2498,579
2499,602
2500,1287
2501,591
2502,1859
2503,1868
2504,596
2505,1873
2506,602
2507,924
2508,1750
2509,1760
2510,1764
2511,1755
2512,1760
2513,1751
2514,1761
2515,1765
2516,1756
2517,1761
2518,1767
2519,1752
2520,1766
2521,1757
2522,1762
2523,1769
2524,1753
2525,1768
2526,1758
2527,1763
2528,926
2529,935
2530,935
2531,943
2532,937
2533,938
2534,1000
2535,1001
2536,984
2537,772
2538,772
2539,1588
2540,772
2541,784
2542,784
2543,784
2544,788
2545,788
2546,788
2547,625
2548,634
2549,694
2550,1520
2551,692
2552,1215
2553,638
2554,637
2555,1215
2556,659
2557,1266
2558,661
2559,659
2560,652
2561,673
2562,674
2563,673
2564,673
2565,642
2566,953
2567,1531
2568,852
2569,1523
2570,1524
2571,1522
2572,698
2573,954
2574,626
2575,627
2576,1517
2577,1531
2578,914
2579,882
2580,690
2581,691
2582,1536
2583,1542
2584,1610
2585,914
2586,678
2587,679
2588,721
2589,727
2590,727
2591,727
2592,1589
2593,722
2594,722
2595,722
2596,726
2597,731
2598,734
2599,733
2600,1591
2601,1590
2602,1711
2603,1552
2604,748
2605,729
2606,750
2607,1772
2608,1773
2609,1774
2610,1775
2611,349
2612,837
2613,1252
