"Group","Member"
"1000","4"
"1001","72"
"1002","72"
"1003","72"
"1004","72"
"1005","1201"
"1006","1409"
"1007","1409"
"1008","1263"
"1009","1264"
"1010","4"
"1011","4"
"1012","1409"
"1013","1410"
"1014","5"
"1015","1408"
"1016","1407"
"1017","1411"
"1018","18"
"1019","18"
"1020","18"
"1021","18"
"1022","16"
"1023","15"
"1024","19"
"1025","23"
"1026","22"
"1027","20"
"1028","21"
"1029","1006"
"1030","1013"
"1031","1015"
"1032","26"
"1033","1014"
"1034","26"
"1035","114"
"1036","114"
"1037","114"
"1038","115"
"1039","115"
"1040","115"
"1041","112"
"1042","112"
"1043","112"
"1044","116"
"1045","116"
"1046","116"
"1047","113"
"1048","113"
"1049","113"
"1050","113"
"1051","113"
"1052","1223"
"1053","1223"
"1054","1223"
"1055","118"
"1056","118"
"1057","118"
"1058","61"
"1059","65"
"1060","1213"
"1061","62"
"1062","63"
"1063","64"
"1064","121"
"1065","56"
"1066","56"
"1067","56"
"1068","56"
"1069","1424"
"1070","117"
"1071","73"
"1072","43"
"1073","73"
"1074","46"
"1075","47"
"1076","1023"
"1077","1022"
"1078","1414"
"1079","1023"
"1080","1415"
"1081","2"
"1082","1621"
"1083","50"
"1084","1413"
"1085","48"
"1086","1779"
"1087","89"
"1088","50"
"1089","8"
"1090","9"
"1091","7"
"1092","12"
"1093","1620"
"1094","122"
"1095","1202"
"1096","1426"
"1097","1605"
"1098","122"
"1099","1164"
"1100","1207"
"1101","1035"
"1102","1035"
"1103","1035"
"1104","52"
"1105","52"
"1106","1416"
"1107","52"
"1108","1295"
"1109","10"
"1110","1419"
"1111","1419"
"1112","53"
"1113","1051"
"1114","1420"
"1115","1058"
"1116","1048"
"1117","124"
"1118","127"
"1119","1299"
"1120","1225"
"1121","1226"
"1122","134"
"1123","150"
"1124","150"
"1125","150"
"1126","150"
"1127","152"
"1128","1210"
"1129","129"
"1130","128"
"1131","132"
"1132","1625"
"1133","156"
"1134","155"
"1135","153"
"1136","154"
"1137","1063"
"1138","1070"
"1139","1072"
"1140","159"
"1141","92"
"1142","92"
"1143","158"
"1144","159"
"1145","199"
"1146","199"
"1147","199"
"1148","202"
"1149","202"
"1150","202"
"1151","204"
"1152","204"
"1153","202"
"1154","197"
"1155","197"
"1156","197"
"1157","205"
"1158","205"
"1159","205"
"1160","198"
"1161","198"
"1162","198"
"1163","198"
"1164","198"
"1165","1224"
"1166","1224"
"1167","1224"
"1168","208"
"1169","208"
"1170","208"
"1171","191"
"1172","1214"
"1173","193"
"1174","192"
"1175","194"
"1176","216"
"1177","216"
"1178","1437"
"1179","186"
"1180","186"
"1181","186"
"1182","186"
"1183","1436"
"1184","207"
"1185","163"
"1186","161"
"1187","1427"
"1188","162"
"1189","164"
"1190","165"
"1191","1079"
"1192","1078"
"1193","1076"
"1194","1429"
"1195","1079"
"1196","1430"
"1197","166"
"1198","1626"
"1199","1073"
"1200","1074"
"1201","169"
"1202","1428"
"1203","167"
"1204","1785"
"1205","1080"
"1206","94"
"1207","169"
"1208","217"
"1209","1203"
"1210","1438"
"1211","1604"
"1212","217"
"1213","218"
"1214","1208"
"1215","170"
"1216","170"
"1217","170"
"1218","1299"
"1219","131"
"1220","1432"
"1221","1432"
"1222","180"
"1223","1100"
"1224","1431"
"1225","195"
"1226","173"
"1227","1786"
"1228","95"
"1229","1107"
"1230","175"
"1231","220"
"1232","223"
"1233","222"
"1234","223"
"1235","1308"
"1236","1211"
"1237","899"
"1238","1109"
"1239","1627"
"1240","967"
"1241","1259"
"1242","1259"
"1243","1259"
"1244","1259"
"1245","230"
"1246","238"
"1247","233"
"1248","235"
"1249","238"
"1250","1169"
"1251","1439"
"1252","1308"
"1253","226"
"1254","251"
"1255","280"
"1256","1631"
"1257","1634"
"1258","1640"
"1259","1572"
"1260","1574"
"1261","1444"
"1262","1315"
"1263","1228"
"1264","1229"
"1265","1212"
"1266","260"
"1267","1129"
"1268","1649"
"1269","273"
"1270","272"
"1271","273"
"1272","275"
"1273","290"
"1274","1145"
"1275","1144"
"1276","1142"
"1277","1145"
"1278","1446"
"1279","291"
"1280","294"
"1281","273"
"1282","292"
"1283","1146"
"1284","274"
"1285","294"
"1286","109"
"1287","1260"
"1288","1260"
"1289","1260"
"1290","1260"
"1291","270"
"1292","266"
"1293","267"
"1294","1137"
"1295","270"
"1296","1171"
"1297","1209"
"1298","302"
"1299","305"
"1300","1323"
"1301","261"
"1302","296"
"1303","1448"
"1304","305"
"1305","306"
"1306","306"
"1307","1205"
"1308","1603"
"1309","307"
"1310","1447"
"1311","308"
"1312","1353"
"1313","1561"
"1314","1654"
"1315","81"
"1316","1654"
"1317","1258"
"1318","81"
"1319","1258"
"1320","1776"
"1321","81"
"1322","1453"
"1323","1452"
"1324","1344"
"1325","1270"
"1326","1345"
"1327","1271"
"1328","1346"
"1329","1776"
"1330","1231"
"1331","81"
"1332","1341"
"1333","1272"
"1334","1269"
"1335","1450"
"1336","1455"
"1337","1274"
"1338","1457"
"1339","393"
"1340","452"
"1341","1675"
"1342","1385"
"1343","408"
"1344","408"
"1345","1385"
"1346","1748"
"1347","1577"
"1348","406"
"1349","1748"
"1350","454"
"1351","461"
"1352","57"
"1353","1679"
"1354","453"
"1355","1679"
"1356","1469"
"1357","457"
"1358","456"
"1359","465"
"1360","1469"
"1361","395"
"1362","394"
"1363","357"
"1364","1744"
"1365","394"
"1366","1578"
"1367","1734"
"1368","1463"
"1369","1744"
"1370","970"
"1371","1262"
"1372","1261"
"1373","1671"
"1374","445"
"1375","1262"
"1376","368"
"1377","401"
"1378","445"
"1379","451"
"1380","451"
"1381","451"
"1382","885"
"1383","1678"
"1384","1481"
"1385","1481"
"1386","1480"
"1387","1481"
"1388","1197"
"1389","1197"
"1390","1194"
"1391","1196"
"1392","508"
"1393","508"
"1394","508"
"1395","1594"
"1396","508"
"1397","1193"
"1398","1193"
"1399","1193"
"1400","1683"
"1401","1683"
"1402","849"
"1403","1391"
"1404","1684"
"1405","1684"
"1406","1482"
"1407","1392"
"1408","1877"
"1409","1878"
"1410","1684"
"1411","540"
"1412","540"
"1413","1185"
"1414","540"
"1415","1275"
"1416","1275"
"1417","1275"
"1418","1276"
"1419","1800"
"1420","1276"
"1421","1276"
"1422","1276"
"1423","1486"
"1424","1278"
"1425","1593"
"1426","1278"
"1427","1488"
"1428","1488"
"1429","1488"
"1430","1685"
"1431","1685"
"1432","495"
"1433","1491"
"1434","1685"
"1435","1277"
"1436","1277"
"1437","1879"
"1438","1685"
"1439","1277"
"1440","1279"
"1441","1279"
"1442","1484"
"1443","1279"
"1444","534"
"1445","548"
"1446","551"
"1447","573"
"1448","1691"
"1449","1691"
"1450","1495"
"1451","1404"
"1452","1281"
"1453","1858"
"1454","1281"
"1455","552"
"1456","1493"
"1457","1494"
"1458","893"
"1459","1283"
"1460","1583"
"1461","1584"
"1462","1395"
"1463","556"
"1464","558"
"1465","558"
"1466","560"
"1467","1398"
"1468","951"
"1469","1860"
"1470","1861"
"1471","588"
"1472","590"
"1473","590"
"1474","590"
"1475","590"
"1476","590"
"1477","1867"
"1478","1875"
"1479","599"
"1480","1871"
"1481","1872"
"1482","561"
"1483","857"
"1484","1787"
"1485","594"
"1486","857"
"1487","1687"
"1488","1599"
"1489","1692"
"1490","1859"
"1491","1692"
"1492","546"
"1493","1619"
"1494","1619"
"1495","1619"
"1496","579"
"1497","1854"
"1498","579"
"1499","602"
"1500","1287"
"1501","591"
"1502","1859"
"1503","1868"
"1504","596"
"1505","1873"
"1506","602"
"1507","924"
"1508","1750"
"1509","1760"
"1510","1764"
"1511","1755"
"1512","1760"
"1513","1751"
"1514","1761"
"1515","1765"
"1516","1756"
"1517","1761"
"1518","1767"
"1519","1752"
"1520","1766"
"1521","1757"
"1522","1762"
"1523","1769"
"1524","1753"
