"Group","Member"
"6000","1263"
"6001","1264"
"6002","4"
"6003","4"
"6004","4"
"6005","72"
"6006","72"
"6007","72"
"6008","72"
"6009","1201"
"6010","1409"
"6011","1409"
"6012","1409"
"6013","1410"
"6014","5"
"6015","1408"
"6016","1407"
"6017","1411"
"6018","18"
"6019","18"
"6020","18"
"6021","18"
"6022","16"
"6023","15"
"6024","19"
"6025","23"
"6026","22"
"6027","20"
"6028","21"
"6029","1006"
"6030","1013"
"6031","1015"
"6032","26"
"6033","1014"
"6034","26"
"6035","114"
"6036","114"
"6037","114"
"6038","115"
"6039","115"
"6040","115"
"6041","112"
"6042","112"
"6043","112"
"6044","116"
"6045","116"
"6046","116"
"6047","113"
"6048","113"
"6049","113"
"6050","113"
"6051","113"
"6052","1223"
"6053","1223"
"6054","1223"
"6055","118"
"6056","118"
"6057","118"
"6058","61"
"6059","65"
"6060","1213"
"6061","62"
"6062","63"
"6063","64"
"6064","121"
"6065","56"
"6066","56"
"6067","56"
"6068","56"
"6069","1424"
"6070","117"
"6071","1790"
"6072","1811"
"6073","1812"
"6074","1790"
"6075","73"
"6076","43"
"6077","73"
"6078","46"
"6079","47"
"6080","1023"
"6081","1022"
"6082","1414"
"6083","1023"
"6084","1415"
"6085","2"
"6086","1621"
"6087","50"
"6088","1413"
"6089","48"
"6090","1779"
"6091","89"
"6092","50"
"6093","8"
"6094","9"
"6095","7"
"6096","12"
"6097","1620"
"6098","122"
"6099","1814"
"6100","1605"
"6101","1815"
"6102","1816"
"6103","1164"
"6104","1207"
"6105","1035"
"6106","1035"
"6107","1035"
"6108","52"
"6109","52"
"6110","1416"
"6111","52"
"6112","1295"
"6113","10"
"6114","1419"
"6115","1419"
"6116","53"
"6117","1051"
"6118","1420"
"6119","1058"
"6120","1048"
"6121","124"
"6122","127"
"6123","1624"
"6124","1623"
"6125","1299"
"6126","1225"
"6127","1226"
"6128","134"
"6129","150"
"6130","150"
"6131","150"
"6132","150"
"6133","152"
"6134","1210"
"6135","129"
"6136","128"
"6137","132"
"6138","1625"
"6139","156"
"6140","155"
"6141","153"
"6142","154"
"6143","1063"
"6144","1070"
"6145","1072"
"6146","159"
"6147","92"
"6148","92"
"6149","158"
"6150","159"
"6151","199"
"6152","199"
"6153","199"
"6154","202"
"6155","202"
"6156","202"
"6157","197"
"6158","197"
"6159","197"
"6160","205"
"6161","205"
"6162","205"
"6163","198"
"6164","198"
"6165","198"
"6166","198"
"6167","198"
"6168","1224"
"6169","1224"
"6170","1224"
"6171","208"
"6172","208"
"6173","208"
"6174","191"
"6175","1214"
"6176","193"
"6177","192"
"6178","194"
"6179","216"
"6180","216"
"6181","1437"
"6182","186"
"6183","186"
"6184","186"
"6185","186"
"6186","1436"
"6187","207"
"6188","1791"
"6189","195"
"6190","1818"
"6191","1819"
"6192","1791"
"6193","163"
"6194","161"
"6195","1427"
"6196","162"
"6197","164"
"6198","165"
"6199","1079"
"6200","1078"
"6201","1076"
"6202","1429"
"6203","1079"
"6204","1430"
"6205","166"
"6206","1626"
"6207","1073"
"6208","1074"
"6209","169"
"6210","1428"
"6211","167"
"6212","1785"
"6213","1080"
"6214","94"
"6215","169"
"6216","217"
"6217","1820"
"6218","1604"
"6219","1821"
"6220","217"
"6221","218"
"6222","1208"
"6223","170"
"6224","170"
"6225","170"
"6226","1299"
"6227","131"
"6228","1432"
"6229","1432"
"6230","180"
"6231","1100"
"6232","1431"
"6233","173"
"6234","1786"
"6235","95"
"6236","1107"
"6237","175"
"6238","220"
"6239","223"
"6240","222"
"6241","223"
"6242","1265"
"6243","884"
"6244","1211"
"6245","899"
"6246","1109"
"6247","1627"
"6248","967"
"6249","1259"
"6250","1259"
"6251","1259"
"6252","1259"
"6253","230"
"6254","238"
"6255","233"
"6256","235"
"6257","238"
"6258","1169"
"6259","1439"
"6260","258"
"6261","1822"
"6262","1823"
"6263","1824"
"6264","258"
"6265","1792"
"6266","1308"
"6267","226"
"6268","251"
"6269","280"
"6270","1631"
"6271","1634"
"6272","1640"
"6273","1572"
"6274","1574"
"6275","1793"
"6276","1825"
"6277","1826"
"6278","1827"
"6279","1793"
"6280","1794"
"6281","1444"
"6282","1315"
"6283","1228"
"6284","1229"
"6285","1212"
"6286","260"
"6287","1129"
"6288","1649"
"6289","273"
"6290","272"
"6291","273"
"6292","275"
"6293","290"
"6294","1145"
"6295","1144"
"6296","1142"
"6297","1145"
"6298","1446"
"6299","291"
"6300","294"
"6301","273"
"6302","292"
"6303","1146"
"6304","274"
"6305","294"
"6306","109"
"6307","1260"
"6308","1260"
"6309","1260"
"6310","1260"
"6311","270"
"6312","266"
"6313","267"
"6314","1137"
"6315","270"
"6316","1171"
"6317","1209"
"6318","302"
"6319","305"
"6320","1880"
"6321","1205"
"6322","1603"
"6323","1829"
"6324","307"
"6325","1810"
"6326","1323"
"6327","261"
"6328","296"
"6329","1448"
"6330","305"
"6331","306"
"6332","306"
"6333","1447"
"6334","308"
"6335","1353"
"6336","1561"
"6337","1654"
"6338","81"
"6339","1654"
"6340","1258"
"6341","81"
"6342","1258"
"6343","1776"
"6344","81"
"6345","1453"
"6346","1452"
"6347","1344"
"6348","1270"
"6349","1345"
"6350","1271"
"6351","1346"
"6352","1776"
"6353","1661"
"6354","1830"
"6355","1831"
"6356","1832"
"6357","1661"
"6358","1795"
"6359","1231"
"6360","81"
"6361","1341"
"6362","1272"
"6363","1269"
"6364","1450"
"6365","1455"
"6366","1274"
"6367","1457"
"6368","393"
"6369","452"
"6370","1675"
"6371","1385"
"6372","408"
"6373","408"
"6374","1385"
"6375","1748"
"6376","1577"
"6377","406"
"6378","1748"
"6379","454"
"6380","461"
"6381","57"
"6382","1679"
"6383","453"
"6384","1679"
"6385","1469"
"6386","457"
"6387","456"
"6388","465"
"6389","1469"
"6390","395"
"6391","394"
"6392","357"
"6393","1796"
"6394","1835"
"6395","1834"
"6396","1835"
"6397","1797"
"6398","1578"
"6399","1734"
"6400","1797"
"6401","1744"
"6402","1463"
"6403","1744"
"6404","970"
"6405","1262"
"6406","1261"
"6407","1671"
"6408","445"
"6409","1262"
"6410","368"
"6411","401"
"6412","445"
"6413","451"
"6414","885"
"6415","1678"
"6416","1481"
"6417","1480"
"6418","1481"
"6419","1197"
"6420","1194"
"6421","1196"
"6422","508"
"6423","508"
"6424","1594"
"6425","508"
"6426","1193"
"6427","1683"
"6428","849"
"6429","1391"
