"End_Year","Group","Member","Start_Year"
"9999","474","146","1992"
"9999","474","185","1992"
"9999","474","208","1992"
"9999","474","213","1992"
"9999","474","230","1992"
"9999","474","235","1992"
"9999","525","2","1900"
"9999","525","4","1900"
"9999","525","7","1900"
"9999","525","8","1900"
"9999","525","9","1900"
"9999","525","12","1900"
"9999","525","13","1900"
"9999","525","14","1900"
"9999","525","16","1900"
"9999","525","18","1900"
"9999","525","19","1900"
"9999","525","20","1900"
"9999","525","21","1900"
"9999","525","23","1900"
"9999","525","25","1900"
"9999","525","26","1900"
"9999","525","28","1900"
"9999","525","29","1900"
"9999","525","32","1900"
"9999","525","35","1900"
"9999","525","37","1900"
"9999","525","38","1900"
"9999","525","39","1900"
"9999","525","40","1900"
"9999","525","41","1900"
"9999","525","44","1900"
"9999","525","45","1900"
"9999","525","46","1900"
"9999","525","48","1900"
"9999","525","49","1900"
"9999","525","52","2023"
"9999","525","53","1900"
"9999","525","55","1900"
"9999","525","56","1900"
"9999","525","58","1900"
"9999","525","59","1900"
"9999","525","60","1900"
"9999","525","61","1900"
"9999","525","62","1900"
"9999","525","66","1900"
"9999","525","72","1900"
"9999","525","74","1900"
"9999","525","75","1900"
"9999","525","81","1900"
"9999","525","83","1900"
"9999","525","86","1900"
"9999","525","89","1900"
"9999","525","90","1900"
"9999","525","91","1900"
"9999","525","93","1900"
"9999","525","95","1900"
"9999","525","100","1900"
"9999","525","101","1900"
"9999","525","102","1900"
"9999","525","103","1900"
"9999","525","107","1900"
"9999","525","109","1900"
"9999","525","112","1900"
"9999","525","114","1900"
"9999","525","115","1900"
"9999","525","116","1900"
"9999","525","118","1900"
"9999","525","120","1900"
"9999","525","121","1900"
"9999","525","122","1900"
"9999","525","123","1900"
"9999","525","124","1900"
"9999","525","127","1900"
"9999","525","129","1900"
"9999","525","130","1900"
"9999","525","131","1900"
"9999","525","132","1900"
"9999","525","133","1900"
"9999","525","136","1900"
"9999","525","137","1900"
"9999","525","141","1900"
"9999","525","143","1900"
"9999","525","144","1900"
"9999","525","145","1900"
"9999","525","147","1900"
"9999","525","148","1900"
"9999","525","149","1900"
"9999","525","155","1900"
"9999","525","157","1900"
"9999","525","158","1900"
"9999","525","159","1900"
"9999","525","165","1900"
"9999","525","166","1900"
"9999","525","168","1900"
"9999","525","169","1900"
"9999","525","170","1900"
"9999","525","171","1900"
"9999","525","175","1900"
"9999","525","176","1900"
"9999","525","178","1900"
"9999","525","179","1900"
"9999","525","181","1900"
"9999","525","184","1900"
"9999","525","188","1900"
"9999","525","189","1900"
"9999","525","191","1900"
"9999","525","193","1900"
"9999","525","194","1900"
"9999","525","195","1900"
"9999","525","196","1900"
"9999","525","197","1900"
"9999","525","200","1900"
"9999","525","201","1900"
"9999","525","202","1900"
"9999","525","206","1900"
"9999","525","207","1900"
"9999","525","208","1900"
"9999","525","209","1900"
"9999","525","212","1900"
"9999","525","213","1900"
"9999","525","215","1900"
"9999","525","216","1900"
"9999","525","217","1900"
"9999","525","219","1900"
"9999","525","220","1900"
"9999","525","221","1900"
"9999","525","222","1900"
"9999","525","225","1900"
"9999","525","226","1900"
"9999","525","233","1900"
"9999","525","234","1900"
"9999","525","236","1900"
"9999","525","237","1900"
"9999","525","238","1900"
"9999","525","244","1900"
"9999","525","249","1900"
"9999","525","250","1900"
"9999","525","251","1900"
"9999","525","276","1900"
"9999","525","290","1900"
"9999","525","298","1900"
"9999","525","299","1900"
"9999","876","2","1900"
"9999","876","29","1900"
"9999","876","32","1900"
"9999","876","37","1900"
"9999","876","39","1900"
"9999","876","45","1900"
"9999","876","46","2018"
"9999","876","53","1900"
"9999","876","62","1900"
"9999","876","75","1900"
"9999","876","90","1900"
"9999","876","93","1900"
"9999","876","113","1900"
"9999","876","114","1900"
"9999","876","116","1900"
"9999","876","122","1900"
"9999","876","123","1900"
"9999","876","129","1900"
"9999","876","130","1900"
"9999","876","133","1900"
"9999","876","136","1900"
"9999","876","144","1900"
"9999","876","149","1900"
"9999","876","158","1900"
"9999","876","175","1900"
"9999","876","178","1900"
"9999","876","184","1900"
"9999","876","195","1900"
"9999","876","197","1900"
"9999","876","201","1900"
"9999","876","206","1900"
"9999","876","208","1900"
"9999","876","212","2015"
"9999","876","217","1900"
"9999","876","226","1900"
"9999","876","233","1900"
"9999","876","238","1900"
"9999","876","246","1900"
"9999","876","247","1900"
"9999","876","249","1900"
"9999","876","250","1900"
"9999","876","290","2015"
"9999","876","298","2011"
