"End_Year","Group","Member","Start_Year"
"9999","390","136","1900"
"9999","390","137","1900"
"9999","390","144","1900"
"9999","390","147","1900"
"9999","390","158","1900"
"9999","390","159","1900"
"9999","390","175","1900"
"9999","390","178","1993"
"9999","390","181","1900"
"9999","390","182","1900"
"9999","390","184","1900"
"9999","390","187","1900"
"9999","390","193","1900"
"9999","390","195","1900"
"9999","390","196","1900"
"9999","390","197","1900"
"9999","390","201","1900"
"9999","390","202","1900"
"9999","390","209","1900"
"9999","390","215","1900"
"9999","390","217","1900"
"9999","390","226","1900"
"9999","390","233","1900"
"9999","390","238","1993"
"9999","390","250","1900"
"9999","390","251","1900"
"9999","390","270","1900"
"9999","390","276","1900"
"9999","390","290","1900"
"9999","427","34","1900"
"9999","427","51","1900"
"9999","427","62","1900"
"9999","427","76","1900"
"9999","427","77","1900"
"9999","427","78","1900"
"9999","427","111","1900"
"9999","427","139","1900"
"9999","427","151","1900"
"9999","427","164","1900"
"9999","427","186","1900"
"9999","427","206","1900"
"9999","427","228","1900"
"9999","427","242","1900"
"9999","427","246","1900"
"9999","427","247","1900"
"9999","427","248","1900"
