"Code","Identifier","Name_En","Name_Es","Name_Fr"
"03","450","Fish, crustaceans, molluscs and other aquatic invertebrates","Pescados y crustáceos, moluscos y demás invertebrados acuáticos","Poissons et crustacés, mollusques et autres invertébrés aquatiques"
"05","451","Products of animal origin, not elsewhere specified or included","Los demás productos de origen animal no expresados ni comprendidos en otra parte","Autres produits d'origine animale, non dénommés ni compris ailleurs"
"12","452","Oil seeds and oleaginous fruits, grains, seeds, plants, etc,","Semillas y frutos oleaginosos; semillas y frutos diversos; plantas industriales o medicinales; paja y forraje","Graines et fruits oléagineux; graines, semences et fruits divers; plantes industrielles ou médicinales; pailles et fourrages"
"13","453","Lac; gums, resins and other vegetable saps and extracts","Gomas, resinas y demás jugos y extractos vegetales","Gommes, résines et autres sucs et extraits végétaux"
"15","454","Animal, vegetable or microbial fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes","Grasas y aceites, animales, vegetales o de origen microbiano, y productos de su desdoblamiento; grasas alimenticias elaboradas; ceras de origen animal o vegetal","Graisses et huiles animales, végétales ou d'origine microbienne et produits de leur dissociation; graisses alimentaires élaborées; cires d'origine animale ou végétale"
"16","455","Preparations of meat, of fish, of crustaceans, molluscs or other aquatic invertebrates, or of insects.","Preparaciones de carne, pescado, crustáceos, moluscos o demás invertebrados acuáticos, o de insectos","Préparations de viande, de poissons, de crustacés, de mollusques, d’autres invertébrés aquatiques ou d’insectes"
"21","456","Miscellaneous edible preparations","Preparaciones alimenticias diversas","Préparations alimentaires diverses"
"23","457","Residues and waste from the food industries; prepared animal fodder","Residuos y desperdicios de las industrias alimentarias; alimentos preparados para animales","Résidus et déchets des industries alimentaires; aliments préparés pour animaux"
