"Group","ISSCFCmapping","Member"
"644","false","1230"
"644","true","1231"
"644","false","1249"
"644","false","1269"
"644","false","1272"
"644","false","1273"
"644","false","1274"
"644","false","1341"
"644","false","1348"
"644","false","1350"
"644","false","1354"
"644","false","1450"
"644","false","1451"
"644","false","1455"
"644","false","1456"
"644","false","1457"
"644","false","1652"
"644","false","1656"
"644","false","1658"
"644","false","1659"
"644","false","1663"
"644","false","1719"
"644","false","1720"
"644","false","1721"
"644","false","1833"
"645","false","363"
"645","false","364"
"645","false","365"
"645","false","366"
"645","false","373"
"645","false","374"
"645","false","449"
"645","false","450"
"645","true","452"
"645","false","468"
"646","true","1675"
"647","false","372"
"647","false","408"
"647","true","1385"
"648","false","356"
"648","false","378"
"648","false","400"
"648","false","405"
"648","false","406"
"648","false","414"
"648","false","416"
"648","false","448"
"648","false","969"
"648","false","1219"
"648","false","1250"
"648","false","1386"
"648","false","1464"
"648","false","1577"
"648","false","1676"
"648","false","1677"
"648","true","1748"
"649","true","454"
"650","false","460"
"650","true","461"
"651","true","57"
"652","false","453"
"652","true","1679"
"653","false","45"
"653","false","160"
"653","false","410"
"653","false","418"
"653","false","455"
"653","false","456"
"653","false","457"
"653","false","458"
"653","false","459"
"653","false","462"
"653","false","463"
"653","false","464"
"653","false","465"
"653","false","466"
"653","false","467"
"653","false","904"
"653","false","919"
"653","false","1220"
"653","false","1389"
"653","false","1466"
"653","false","1468"
"653","true","1469"
"653","false","1680"
"653","false","1682"
"654","false","357"
"654","false","394"
"654","true","395"
"655","false","1724"
"655","true","1796"
"656","false","379"
"656","false","396"
"656","false","411"
"656","false","961"
"656","false","1727"
"656","false","1728"
"656","false","1729"
"656","false","1730"
"656","true","1731"
"656","false","1782"
"656","false","1834"
"656","false","1835"
"657","false","973"
"657","false","974"
"657","false","1578"
"657","false","1732"
"657","false","1733"
"657","false","1734"
"657","false","1736"
"657","false","1739"
"657","true","1797"
"658","false","397"
"658","false","403"
"658","false","415"
"658","false","443"
"658","false","912"
"658","false","972"
"658","false","976"
"658","false","981"
"658","false","1359"
"658","false","1362"
"658","false","1363"
"658","false","1365"
"658","false","1366"
"658","false","1459"
"658","false","1463"
"658","false","1580"
"658","false","1581"
"658","false","1582"
"658","false","1665"
"658","false","1666"
"658","false","1668"
"658","false","1670"
"658","false","1725"
"658","false","1726"
"658","false","1735"
"658","false","1737"
"658","false","1738"
"658","false","1740"
"658","false","1742"
"658","false","1743"
"658","true","1744"
"659","true","970"
"660","false","369"
"660","true","1262"
"661","false","962"
"661","false","971"
"661","true","1261"
"662","true","1671"
"663","false","362"
"663","false","368"
"663","false","370"
"663","false","401"
"663","false","402"
"663","false","412"
"663","false","440"
"663","false","442"
"663","false","444"
"663","true","445"
"663","false","1369"
"663","false","1375"
"663","false","1377"
"663","false","1379"
"663","false","1382"
"663","false","1384"
"663","false","1462"
"663","false","1672"
"663","false","1674"
"663","false","1745"
"663","false","1746"
"663","false","1780"
"663","false","1781"
"663","false","1783"
"664","false","399"
"664","true","451"
"664","false","1290"
"665","true","885"
"666","true","1678"
"667","false","510"
"667","false","511"
"667","false","512"
"667","false","513"
"667","false","1188"
"667","false","1190"
"667","false","1479"
"667","false","1480"
"667","true","1481"
"668","false","1194"
"668","false","1196"
"668","true","1197"
"669","false","503"
"669","false","504"
"669","false","505"
"669","false","506"
"669","false","507"
"669","true","508"
"669","false","509"
"669","false","1594"
"670","false","375"
"670","false","1192"
"670","true","1193"
"671","false","849"
"671","false","1391"
"671","true","1683"
"672","false","515"
"672","false","516"
"672","false","517"
"672","false","518"
"672","false","519"
"672","false","520"
"672","false","521"
"672","false","1392"
"672","false","1478"
"672","false","1482"
"672","true","1684"
"672","false","1877"
"672","false","1878"
"673","false","514"
"673","false","539"
"673","true","540"
"673","false","609"
"673","false","1168"
"673","false","1185"
"673","false","1186"
"673","false","1199"
"673","false","1200"
"674","false","488"
"674","false","489"
"674","false","490"
"674","false","491"
"674","false","1170"
"674","false","1172"
"674","false","1475"
"674","false","1476"
"674","true","1477"
"675","false","1178"
"675","false","1179"
"675","true","1180"
"675","false","1800"
"676","true","487"
"676","false","1473"
"676","false","1474"
"676","false","1799"
"676","false","1838"
"677","false","493"
"677","false","1174"
"677","true","1175"
"678","false","494"
"678","false","495"
"678","true","1802"
"678","false","1839"
"679","true","496"
"679","false","497"
"679","false","920"
"679","false","1390"
"679","false","1470"
"679","false","1472"
"679","false","1801"
"679","false","1840"
"679","false","1841"
"679","false","1842"
"680","false","485"
"680","false","486"
"680","false","492"
"680","true","498"
"680","false","603"
"680","false","604"
"680","false","605"
"680","false","1167"
"680","false","1182"
"680","false","1183"
"680","false","1798"
"680","false","1803"
"681","false","1275"
"681","true","1805"
"682","false","1276"
"682","true","1806"
"682","false","1844"
"682","false","1845"
"683","true","541"
"683","false","1278"
"683","false","1592"
"683","false","1593"
"683","false","1843"
"684","false","1488"
"684","true","1804"
"685","true","542"
"685","false","1277"
"685","false","1490"
"685","false","1491"
"685","false","1563"
"685","false","1685"
"685","false","1846"
"685","false","1847"
"685","false","1848"
"685","false","1849"
"685","false","1850"
"685","false","1879"
"686","true","543"
"686","false","610"
"686","false","913"
"686","false","1279"
"686","false","1484"
"686","false","1485"
"686","false","1597"
"686","false","1851"
"687","false","548"
"687","false","549"
"687","false","550"
"687","true","551"
"687","false","1807"
"688","false","582"
"688","true","583"
"689","true","573"
"689","false","597"
"689","false","1691"
"690","false","553"
"690","true","1495"
"690","true","1882"
"690","true","1883"
"691","true","585"
"691","false","1858"
"691","false","1884"
"691","true","1885"
"692","false","1281"
"692","true","1404"
"692","false","1886"
"692","false","1887"
"693","true","552"
"693","false","1493"
"693","false","1494"
"694","true","584"
"694","false","1855"
"694","false","1856"
"694","false","1857"
"695","true","893"
"695","false","1283"
"695","false","1583"
"695","false","1584"
"695","false","1869"
"695","false","1870"
"696","false","556"
"696","false","557"
"696","false","558"
"696","false","559"
"696","false","560"
"696","true","1395"
"696","false","1854"
"697","false","588"
"697","false","589"
"697","false","590"
"697","false","591"
"697","false","592"
"697","false","593"
"697","true","1397"
"697","false","1860"
"697","false","1861"
"697","false","1862"
"697","false","1867"
"697","false","1868"
"698","false","599"
"698","false","600"
"698","false","951"
"698","false","1285"
"698","true","1398"
"698","false","1585"
"698","false","1586"
"698","false","1871"
"698","false","1872"
"698","false","1873"
"698","false","1875"
"698","false","1876"
"699","true","561"
"700","true","594"
"701","true","857"
"701","false","1400"
"701","false","1787"
"702","false","554"
"702","false","894"
"702","true","1687"
"703","false","586"
"703","false","895"
"703","true","1809"
"703","false","1859"
"704","true","1599"
"704","false","1612"
"704","false","1692"
"705","true","546"
"706","true","1606"
"707","true","580"
"708","true","1607"
"709","true","1268"
"709","false","1619"
"710","true","1608"
"711","false","544"
"711","false","547"
"711","false","555"
"711","false","562"
"711","true","579"
"711","false","850"
"711","false","921"
"711","false","922"
"711","false","1808"
"712","false","581"
"712","false","587"
"712","false","595"
"712","true","596"
"712","false","923"
"713","false","601"
"713","true","602"
"713","false","909"
"713","false","924"
"713","false","1287"
"713","false","1507"
"713","false","1688"
"713","false","1689"
"713","false","1693"
"713","false","1694"
"714","true","1750"
"715","true","1755"
"716","true","1760"
"716","false","1764"
"717","true","1751"
"718","true","1756"
"719","true","1761"
"719","false","1765"
"720","false","1752"
"720","false","1757"
"720","false","1762"
"720","false","1766"
"720","true","1767"
"721","false","1753"
"721","false","1758"
"721","false","1763"
"721","false","1768"
"721","true","1769"
"722","true","393"
"723","true","1881"
"724","false","926"
"724","false","928"
"724","false","929"
"724","false","930"
"724","false","931"
"724","false","932"
"724","false","933"
"724","false","934"
"724","false","942"
"724","true","1254"
"725","true","935"
"725","false","940"
"725","false","941"
"725","false","943"
"726","false","937"
"726","false","938"
"726","true","1255"
"727","false","986"
"727","false","987"
"727","false","988"
"727","false","989"
"727","false","990"
"727","false","991"
"727","false","992"
"727","false","993"
"727","false","995"
"727","true","1000"
"728","false","994"
"728","false","997"
"728","false","998"
"728","false","999"
"728","true","1001"
"728","false","1256"
"729","false","946"
"729","false","947"
"729","false","948"
"729","true","984"
"730","false","768"
"730","false","769"
"730","false","770"
"730","false","771"
"730","true","772"
"730","false","1242"
"730","false","1588"
"730","false","1712"
"731","false","358"
"731","false","773"
"731","false","774"
"731","false","775"
"731","false","776"
"731","false","777"
"731","false","778"
"731","false","779"
"731","false","780"
"731","false","781"
"731","false","782"
"731","false","783"
"731","true","784"
"731","false","789"
"731","false","790"
"731","false","897"
"731","false","898"
"731","false","918"
"731","false","1243"
"731","false","1244"
"731","false","1714"
"731","false","1715"
"731","false","1716"
"732","false","785"
"732","false","786"
"732","false","787"
"732","true","788"
"733","false","618"
"733","false","619"
"733","false","620"
"733","false","621"
"733","false","622"
"733","false","623"
"733","false","624"
"733","true","625"
"733","false","1511"
"733","false","1512"
"733","false","1513"
"733","false","1514"
"733","false","1515"
"734","false","628"
"734","false","629"
"734","false","630"
"734","false","631"
"734","false","632"
"734","false","633"
"734","true","634"
"734","false","692"
"734","false","693"
"734","false","694"
"734","false","1402"
"734","false","1518"
"734","false","1519"
"734","false","1520"
"735","false","635"
"735","false","636"
"735","false","637"
"735","false","638"
"735","false","639"
"735","false","640"
"735","false","641"
"735","true","1215"
"735","false","1232"
"735","false","1233"
"735","false","1521"
"736","false","649"
"736","false","652"
"736","false","653"
"736","false","655"
"736","false","656"
"736","false","658"
"736","true","659"
"736","false","661"
"736","false","662"
"736","false","664"
"736","false","668"
"736","false","1266"
"737","false","669"
"737","false","670"
"737","false","671"
"737","false","672"
"737","true","673"
"737","false","674"
"737","false","675"
"737","false","950"
"738","false","86"
"738","true","642"
"738","false","695"
"739","true","953"
"740","true","1526"
"741","false","85"
"741","false","87"
"741","false","617"
"741","false","626"
"741","false","627"
"741","false","643"
"741","false","676"
"741","false","698"
"741","false","699"
"741","false","852"
"741","false","854"
"741","false","873"
"741","false","874"
"741","false","949"
"741","false","954"
"741","false","956"
"741","false","1221"
"741","false","1251"
"741","false","1510"
"741","false","1516"
"741","false","1517"
"741","false","1522"
"741","false","1523"
"741","false","1524"
"741","false","1528"
"741","false","1529"
"741","false","1530"
"741","true","1531"
"741","false","1697"
"741","false","1698"
"741","false","1699"
"742","false","681"
"742","false","690"
"742","false","691"
"742","false","701"
"742","false","703"
"742","false","881"
"742","false","882"
"742","true","914"
"742","false","977"
"742","false","978"
"742","false","979"
"742","false","1536"
"742","false","1537"
"742","false","1539"
"742","false","1541"
"742","false","1542"
"742","false","1544"
"742","false","1545"
"742","false","1566"
"742","false","1610"
"742","false","1616"
"742","false","1617"
"742","false","1701"
"742","false","1703"
"742","false","1705"
"742","false","1707"
"742","false","1709"
"742","false","1710"
"742","false","1770"
"743","true","678"
"744","true","679"
"744","false","680"
"744","false","682"
"744","false","683"
"744","false","684"
"744","false","883"
"744","false","902"
"744","false","1789"
"745","false","720"
"745","true","721"
"745","false","1547"
"745","false","1548"
"745","false","1549"
"746","true","727"
"747","false","723"
"747","false","724"
"747","false","725"
"747","false","877"
"747","true","1589"
"748","true","722"
"748","false","957"
"749","true","726"
"749","false","728"
"749","false","753"
"749","false","754"
"749","false","1235"
"749","false","1236"
"750","true","731"
"751","true","734"
"752","true","733"
"752","false","1590"
"752","false","1591"
"753","false","958"
"753","false","1550"
"753","false","1551"
"753","true","1711"
"754","true","1552"
"755","false","745"
"755","false","747"
"755","true","748"
"756","true","729"
"757","false","349"
"757","false","730"
"757","false","749"
"757","true","750"
"757","false","751"
"757","false","752"
"757","false","1609"
"758","true","1772"
"759","true","1773"
"760","true","1774"
"761","true","1775"
"762","true","700"
"762","false","1601"
"763","false","818"
"763","false","819"
"763","false","820"
"763","false","821"
"763","false","822"
"763","false","823"
"763","false","824"
"763","false","825"
"763","false","826"
"763","false","827"
"763","false","828"
"763","false","829"
"763","false","830"
"763","false","831"
"763","false","832"
"763","false","833"
"763","false","834"
"763","false","835"
"763","false","836"
"763","true","837"
"763","false","839"
"763","false","840"
"763","false","841"
"763","false","842"
"763","false","843"
"763","false","844"
"763","false","845"
"763","false","1222"
"763","false","1239"
"763","false","1240"
"763","false","1241"
"763","false","1602"
"764","false","846"
"764","false","847"
"764","false","848"
"764","false","1252"
"764","true","1253"
