"Code","Identifier","Name_En","Name_Es","Name_Fr"
"65","240","Northern regions","Regiones del Norte","Régions septentrionales"
"70","241","Central regions","Regiones centrales","Régions centrales"
"75","242","Southern regions","Regiones del Sur","Régions méridionales"
