"CWP_Endorsed","CWP_Handbook_Name","Code","Identifier","Latitude_max","Latitude_min","Local_Name","Longitude_max","Longitude_min","Name_En","Name_Es","Name_Fr","Standard_Regional_Code"
"true","Southwest of Ireland - West (Division 27.7.k)","27.7.k","558","52.5","48","","-12","-18","Southwest of Ireland - West (Division 27.7.k)","Sudoeste de Irlanda - Oeste (División 27.7.k)","Sud-ouest de l'Irlande - Ouest (Division 27.7.k)","27.7.k"
"true","Bay of Biscay - North (Division 27.8.a)","27.8.a","559","48","46","","-1.1","-8","Bay of Biscay - North (Division 27.8.a)","Golfo de Vizcaya - norte (División 27.8.a)","Golfe de Gascogne - Nord (Division 27.8.a)","27.8.a"
"true","Bay of Biscay - Central (Division 27.8.b)","27.8.b","560","46","43.31","","-0.5","-4","Bay of Biscay - Central (Division 27.8.b)","Golfo de Vizcaya - centro (División 27.8.b)","Golfe de Gascogne - Central (Division 27.8.b)","27.8.b"
"true","Bay of Biscay - South (Division 27.8.c)","27.8.c","561","44.5","43","","-2","-11","Bay of Biscay - South (Division 27.8.c)","Golfo de Vizcaya - sur (División 27.8.c)","Golfe de Gascogne - Sud (Division 27.8.c)","27.8.c"
"true","Bay of Biscay - Offshore (Division 27.8.d)","27.8.d","562","48","44.5","","-3","-11","Bay of Biscay - Offshore (Division 27.8.d)","Golfo de Vizcaya - alta mar (División 27.8.d)","Golfe de Gascogne - Large (Division 27.8.d)","27.8.d"
"true","West of Bay of Biscay (Division 27.8.e)","27.8.e","563","48","43","","-11","-18","West of Bay of Biscay (Division 27.8.e)","Oeste del Golfo de Vizcaya (División 27.8.e)","Ouest du golfe de Gascogne (Division 27.8.e)","27.8.e"
"true","Portuguese Waters - East (Division 27.9.a)","27.9.a","564","43","36","","-5.61","-11","Portuguese Waters - East (Division 27.9.a)","Aguas Portuguesas - este (División 27.9.a)","Eaux portugaises - Est (Division 27.9.a)","27.9.a"
"true","Portuguese Waters - West (Division 27.9.b)","27.9.b","565","43","36","","-11","-18","Portuguese Waters - West (Division 27.9.b)","Aguas Portuguesas - oeste (División 27.9.b)","Eaux portugaises - Ouest (Division 27.9.b)","27.9.b"
"false","","31.10.1","566","15","10.48","","-68","-71.95","Atlantic, West central / 31.10.1","Atl WC / 31.10.1","Atl WC / 31.10.1",""
"false","","31.10.2","567","11","9.03","","-71.06","-72.01","Atlantic, West central / 31.10.2","Atl WC / 31.10.2","Atl WC / 31.10.2",""
"false","","31.10.3","568","15","10.07","","-62","-68","Atlantic, West central / 31.10.3","Atl WC / 31.10.3","Atl WC / 31.10.3",""
"false","","31.10.4","569","15","8.24","","-59.5","-62.88","Atlantic, West central / 31.10.4","Atl WC / 31.10.4","Atl WC / 31.10.4",""
"false","","31.2.1","570","29.78","25.95","","-94","-97.74","Atlantic, West central / 31.2.1","Atl WC / 31.2.1","Atl WC / 31.2.1",""
"false","","31.2.2","571","29.99","28","","-89","-94","Atlantic, West central / 31.2.2","Atl WC / 31.2.2","Atl WC / 31.2.2",""
"false","","31.2.3","572","30.68","28","","-86.81","-90.43","Atlantic, West central / 31.2.3","Atl WC / 31.2.3","Atl WC / 31.2.3",""
"false","","31.2.4","573","30.49","28","","-82.76","-87","Atlantic, West central / 31.2.4","Atl WC / 31.2.4","Atl WC / 31.2.4",""
"false","","31.2.5","574","28","24","","-85","-94","Atlantic, West central / 31.2.5","Atl WC / 31.2.5","Atl WC / 31.2.5",""
"false","","31.2.6","575","28","24","","-80","-85","Atlantic, West central / 31.2.6","Atl WC / 31.2.6","Atl WC / 31.2.6",""
"false","","31.3.1","576","26","18.1","","-94","-97.8","Atlantic, West central / 31.3.1","Atl WC / 31.3.1","Atl WC / 31.3.1",""
"false","","31.3.2","577","24","18.25","","-88","-94","Atlantic, West central / 31.3.2","Atl WC / 31.3.2","Atl WC / 31.3.2",""
"false","","31.3.3","578","24","20","","-86","-88","Atlantic, West central / 31.3.3","Atl WC / 31.3.3","Atl WC / 31.3.3",""
"false","","31.4.1","579","21.75","20","","-77.07","-80","Atlantic, West central / 31.4.1","Atl WC / 31.4.1","Atl WC / 31.4.1",""
"false","","31.4.2","580","28","15","","-55","-86","Atlantic, West central / 31.4.2","Atl WC / 31.4.2","Atl WC / 31.4.2",""
"false","","31.7.1","581","20","15.72","","-85.9","-88.91","Atlantic, West central / 31.7.1","Atl WC / 31.7.1","Atl WC / 31.7.1",""
"false","","31.7.2","582","20","15","","-80","-86","Atlantic, West central / 31.7.2","Atl WC / 31.7.2","Atl WC / 31.7.2",""
"false","","31.7.3","583","15","10.91","","-80","-83.77","Atlantic, West central / 31.7.3","Atl WC / 31.7.3","Atl WC / 31.7.3",""
"false","","31.8.1","584","10.92","8.83","","-80","-83.67","Atlantic, West central / 31.8.1","Atl WC / 31.8.1","Atl WC / 31.8.1",""
"false","","31.8.2","585","15","8.61","","-77.3","-80","Atlantic, West central / 31.8.2","Atl WC / 31.8.2","Atl WC / 31.8.2",""
"true","Morocco Coastal (Division 34.1.1)","34.1.1","586","","","","","","Morocco coastal","Costera de Marruecos","Côtière du Maroc","34.1.1"
"true","Canaries/Madeira Insular (Division 34.1.2)","34.1.2","587","36","26","","-13","-20","Canaries/Madeira insular","Insular de Canarias/Madera","Insulaire des Canaries/Madère","34.1.2"
"true","Sahara Coastal (Division 34.1.3)","34.1.3","588","","","","","","Sahara coastal","Costera del Sahara","Côtière du Sahara","34.1.3"
"true","Cape Verde Coastal (Division 34.3.1)","34.3.1","589","","","","","","Cape Verde coastal","Costera de Cabo Verde","Côtière du Cap-Vert","34.3.1"
"true","Cape Verde Insular (Division 34.3.2)","34.3.2","590","20","10","","-20","-30","Cape Verde insular","Insular de Cabo Verde","Insulaire du Cap-Vert","34.3.2"
"true","Sherbro (Division 34.3.3)","34.3.3","591","9","0","","-8","-20","Sherbro","Sherbro","Sherbro","34.3.3"
"true","Western Gulf of Guinea (Division 34.3.4)","34.3.4","592","6.39","0","","3","-8","Western Gulf of Guinea","Golfo de Guinea occidental","Golfe de Guinée, ouest","34.3.4"
"true","Central Gulf of Guinea (Division 34.3.5)","34.3.5","593","6.62","0","","9.98","3","Central Gulf of Guinea","Golfo de Guinea central","Golfe de Guinée, centre","34.3.5"
"true","Southern Gulf of Guinea (Division 34.3.6)","34.3.6","594","0","-6.13","","12.57","3","Southern Gulf of Guinea","Golfo de Guinea meridional","Golfe de Guinée, sud","34.3.6"
