"Taxonomic_Code","Identifier","Name_En","Name_Fr","Name_Es","Name_Ar","Name_Cn","Name_Ru","Scientific_Name","Author","Major_Group","Yearbook_Group","ISSCAAP_Group","CPC_Class","CPC_Group"
"1410100301","11897","Tollo","","","","","","Diplomystes chilensis","(Molina 1782)","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous freshwater fishes","Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1410100302","11898","","","","","","","Diplomystes nahuelbutaensis","Arratia 1987","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous freshwater fishes","Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1250102102","11899","","","","","","","Diplophos maderensis","(Johnson 1890)","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous demersal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1250102101","11900","","","","","","","Diplophos taenia","Günther 1873","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous demersal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1700201301","11901","Barred soapfish","Savon à deux bandes","","","","","Diploprion bifasciatum","Cuvier 1828","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous coastal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1750500301","11902","Striped escolar","Escolier rayé","Escolar rayado","سمك جِراب مُضلَّع","点纹带蛇鲭","","Diplospinus multistriatus","Maul 1948","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous demersal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1705905001","11903","","","","","","","Diplotaxodon greenwoodi","Stauffer & McKaye 1986","PISCES","Fish, crustaceans and molluscs, etc.","Tilapias and other cichlids","Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1706301201","11904","Yellowtail tubelip","","","","","","Diproctacanthus xanthurus","(Bleeker 1856)","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous coastal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1700010001","11905","Mottled fusilier","Fusilier marbré","Fusilero jaspeado","بُندُقية مُبَقَّعة","双鳍梅鲷","","Dipterygonotus balteatus","(Valenciennes 1830)","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous coastal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1400215701","11906","Scaly osman","","","","","Осман чешуйчатый","Diptychus maculatus","Steindachner 1866","PISCES","Fish, crustaceans and molluscs, etc.","Carps, barbels and other cyprinids","Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1580601401","11907","","","","","","","Dipulus caecus","Waite 1905","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous coastal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1610300201","11908","","","","","","","Diretmoides veriginae","Kotlyar 1987","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous demersal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1610301101","11909","Silver spinyfin","","","","","","Diretmus argenteus","Johnson 1864","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous demersal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1400217301","11910","","","","","","","Discherodontus ashmeadi","(Fowler 1937)","PISCES","Fish, crustaceans and molluscs, etc.","Carps, barbels and other cyprinids","Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1706201001","11911","White-spot damsel","","","","","","Dischistodus chrysopoecilus","(Schlegel & Müller 1839)","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous coastal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1110200401","11912","","","","","","","Discopyge tschudii","Heckel 1846","PISCES","Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1732110401","11913","Spikefin goby","","","","","","Discordipinna griessingeri","Hoese & Fourmanoir 1978","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous coastal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1920101401","11914","Crinoid clingfish","","","","","","Discotrema crinophila","Briggs 1976","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous coastal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1580500101","11915","","","","","","","Disparichthys fluviatilis","Herre 1935","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous coastal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1381602405","11916","Silver distichodus","","","","","","Distichodus affinis","Günther 1873","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous freshwater fishes","Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1381602401","11917","Spotted citharinid","","","","","","Distichodus maculatus","Boulenger 1898","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous freshwater fishes","Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1381602402","11918","","","","","","","Distichodus nefasch","(Bonnaterre 1788)","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous freshwater fishes","Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1381602406","11919","Sixbar distichodus","","","","","","Distichodus sexfasciatus","Boulenger 1897","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous freshwater fishes","Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1390700201","11920","","","","","","","Distocyclus conirostris","(Eigenmann & Allen 1942)","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous freshwater fishes","Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1400217401","11921","","","","","","","Distoechodon tumirostris","Peters 1881","PISCES","Fish, crustaceans and molluscs, etc.","Carps, barbels and other cyprinids","Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1706139301","11922","","","","","","","Ditrema viridis","Oshima 1955","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous coastal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1600300501","11923","","","","","","","Ditropichthys storeri","(Goode & Bean 1895)","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous demersal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1705905501","11924","","","","","","","Docimodus johnstoni","Boulenger 1897","PISCES","Fish, crustaceans and molluscs, etc.","Tilapias and other cichlids","Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1701300301","11925","Blackthroat seaperch","","","","","","Doederleinia berycoides","(Hilgendorf 1879)","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous demersal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1410200901","11926","Spoon-snouted catfish","","","","","","Doiichthys novaeguineae","Weber 1913","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous coastal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1411800301","11927","","","","","","","Dolichallabes microphthalmus","Poll 1942","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous freshwater fishes","Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1231300201","11928","","","","","","","Dolichopteryx binocularis","Beebe 1932","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous demersal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1311100101","11929","","","","","","","Dolichosudis fuliginosa","Post 1969","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous demersal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1708800301","11930","","","","","","","Dolloidraco longedorsalis","Roule 1913","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous demersal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1951000501","11931","","","","","","","Dolopichthys danae","Regan 1926","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous demersal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1410301301","11932","","","Bagre mariana","","","","Doraops zuloagai","Schultz 1944","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous freshwater fishes","Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1410301401","11933","","","","","","","Doras brevis","Kner 1855","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous freshwater fishes","Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1706301301","11934","Dwarf wrasse","","","","","","Doratonotus megalepis","Günther 1862","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous coastal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1732000902","11935","Fat sleeper","","Naca","","脂塘鳢","","Dormitator maculatus","(Bloch 1792)","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous freshwater fishes","Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1210501802","11936","Threadfin shad","","","","","","Dorosoma petenense","(Günther 1867)","PISCES","Fish, crustaceans and molluscs, etc.","Shads","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1510600701","11937","","","","","","","Doryichthys boaja","(Bleeker 1851)","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous coastal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1510602501","11938","","","","","","","Doryrhamphus baldwini","(Herald & Randall 1972)","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous coastal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1706301401","11939","","","","","","","Dotalabrus alleni","Russell 1988","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous coastal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1411400301","11940","","","","","","","Doumea alula","Nichols & Griscom 1917","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous freshwater fishes","Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1772100201","11941","","","","","","","Draconetta xenica","Jordan & Fowler 1903","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous demersal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1772000701","11942","Dainty dragonet","","","","","","Draculo celetus","(Smith 1963)","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous coastal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1705013203","11943","Concertina fish","","","","","","Drepane longimana","(Bloch & Schneider 1801)","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous coastal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1732110501","11944","","","","","","","Drombus globiceps","(Hora 1923)","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous freshwater fishes","Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1381300901","11945","","","","","","","Duboisialestes bifasciatus","Poll 1967","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous freshwater fishes","Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1700213301","11946","","","","","","","Dules auriga","Cuvier 1829","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous coastal fishes","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1381602201","11947","","","","","","","Dundocharax bidentatus","Poll 1967","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous freshwater fishes","Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1412200801","11948","","","","","","","Duopalatinus emarginatus","(Valenciennes 1840)","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous freshwater fishes","Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
"1413300701","11949","","","","","","","Dupouyichthys sapito","Schultz 1944","PISCES","Fish, crustaceans and molluscs, etc.","Miscellaneous freshwater fishes","Freshwater fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
