"Alpha3_Code","Author","Family_mapping","Identifier","IsscaapGrp_mapping","Name_Ar","Name_Cn","Name_En","Name_Es","Name_Fr","Name_Ru","Order_mapping","Scientific_Name","Sort","Taxonomic_Code","Unit"
"NOE","","PARALEPIDIDAE","18611","34","","","Barracudinas NEI","Barracudinas NEP","Barracudines NCA","Нотолеписы","AULOPIFORMES","Notolepis spp","34145511103800000","1455111038XX","t"
"ALI","","ALEPISAURIDAE","18612","33","","","Lancetfishes NEI","","","","AULOPIFORMES","Alepisaurus spp","33145515101000000","1455151010XX","t"
"BNT","","SCOPELARCHIDAE","18613","34","","","Pearleyes NEI","","","","AULOPIFORMES","Benthalbella spp","34145506101000000","1455061010XX","t"
"MEL","","ZOARCIDAE","18614","34","","","","","","","PERCIFORMES (ZOARCOIDEI)","Melanostigma spp","34175543112200000","1755431122XX","t"
"BES","","BELONIDAE","18615","37","","","","","","","BELONIFORMES","Belone spp","37156802101400000","1568021014XX","t"
"LAP","","LAMPRIDAE","18616","37","","","Opahs NEI","","","","LAMPRIFORMES","Lampris spp","37146501001000000","1465010010XX","t"
"FIT","","FISTULARIIDAE","18617","33","","","Flutemouth","","","","SYNGNATHIFORMES","Fistularia spp","33151007101000000","1510071010XX","t"
"HIC","","SYNGNATHIDAE","18618","33","","","Seahorses NEI","","","","SYNGNATHIFORMES","Hippocampus spp","33151010109800000","1510101098XX","t"
"REM","","ECHENEIDAE","18619","37","","","Shark suckers","","","","CARANGIFORMES (CARANGOIDEI)","Remora spp","37155629102200000","1556291022XX","t"
"BRA","","BRAMIDAE","18620","37","","","","","","","SCOMBRIFORMES (SCOMBROIDEI)","Brama spp","37152513101000000","1525131010XX","t"
"EVY","","SPARIDAE","18621","33","","","","","","","ACANTHURIFORMES","Evynnis spp","33182024107000000","1820241070XX","t"
"KYP","","KYPHOSIDAE","18622","33","","","Kyphosus sea chubs NEI","Kyphosus chopas NEP","Kyphosus calicagères NCA","","CENTRARCHIFORMES","Kyphosus spp","33179503101400000","1795031014XX","t"
"ESQ","","ENOPLOSIDAE","18623","33","","","Old wife fishes","","","","CENTRARCHIFORMES","Enoplosus spp","33179513601000000","1795136010XX","t"
"MGS","","MUGILIDAE","18624","33","","","","","","","MUGILIFORMES","Mugil spp","33165001105400000","1650011054XX","t"
"PGT","","NOTOTHENIIDAE","18625","33","","","Pagothenia NEI","Pagothenia NEP","Pagothenia NCA","","PERCIFORMES (NOTOTHENIOIDEI)","Pagothenia spp","33171514105000000","1715141050XX","t"
"BEH","","TRICHIURIDAE","18626","34","","","Frostfishes","","","Бентодесмы","SCOMBRIFORMES (SCOMBROIDEI)","Benthodesmus spp","34152516101800000","1525161018XX","t"
"CUP","","NOMEIDAE","18627","37","","","","","","","SCOMBRIFORMES (STROMATEOIDEI)","Cubiceps spp","37152303101000000","1523031010XX","t"
"SOO","","SOLEIDAE","18628","31","","","","","","","CARANGIFORMES (PLEURONECTOIDEI)","Solea spp","31155220108200000","1552201082XX","t"
"MOP","","MOLIDAE","18629","37","","","Sunfish","","","","TETRAODONTIFORMES","Mola spp","37190004101400000","1900041014XX","t"
"ART","","HARPAGIFERIDAE","18630","34","","","","","","","PERCIFORMES (NOTOTHENIOIDEI)","Artedidraco spp","34171515101000000","1715151010XX","t"
"POG","","HARPAGIFERIDAE","18631","34","","","","","","","PERCIFORMES (NOTOTHENIOIDEI)","Pogonophryne spp","34171515103400000","1715151034XX","t"
"BSA","","MORONIDAE","18632","25","","","Atlantic seabasses","","","","ACANTHURIFORMES","Morone spp","25182003101400000","1820031014XX","t"
"HAU","","POLYPRIONIDAE","18633","34","","","Hapuka","","","","ACROPOMATIFORMES","Polyprion spp","34180007101000000","1800071010XX","t"
"ALT","","MONACANTHIDAE","18634","33","","","Leatherjacket filefishes","","","","TETRAODONTIFORMES","Aluterus spp","33190009101800000","1900091018XX","t"
"NAN","","MICROSTOMATIDAE","18635","34","","","","","","","ARGENTINIFORMES","Nansenia spp","34141603101400000","1416031014XX","t"
"AIB","","AMBASSIDAE","18636","33","","","Glassfishes","","","","MUGILIFORMES","Ambassidae","33165000600000000","1650006XXXXX","t"
"TAW","","MONACANTHIDAE","18637","33","","马面鲀类","Horse-faced filefishes NEI","","","","TETRAODONTIFORMES","Thamnaconus spp","33190009110200000","1900091102XX","t"
"MYV","","MYTILIDAE","18638","54","","","Mytilus mussels NEI","Mejillónes Mytilus NEP","Moules Mytilus NCA","","BIVALVIA","Mytilus spp","54350105606200000","3501056062XX","t"
"AJM","","ARTEMIIDAE","18639","47","","","Brine shrimps NEI","Artemias NEP","Crevettes de salines NCA","","ANOSTRACA","Artemia spp","47202002001000000","2020020010XX","t"
"OBQ","","CAMBARIDAE","18640","41","","","Procambarus crayfishes NEI","Cangrejos río Procambarus NEP","Écrevisses Procambarus NCA","","DECAPODA (PLEOCYEMATA) ASTACIDEA","Procambarus spp","41229104105000000","2291041050XX","t"
"XFS","","PENAEIDAE","18641","45","","","Xiphopenaeus shrimps NEI","Camarones Xiphopenaeus NEP","Crevettes Xiphopenaeus NCA","","DECAPODA (DENDROBRANCHIATA) PENAEOIDEA","Xiphopenaeus spp","45228103109400000","2281031094XX","t"
"YEU","","PENAEIDAE","18642","45","","","Trachypenaeus shrimps NEI","Camarones Trachypenaeus NEP","Crevettes Trachypenaeus NCA","","DECAPODA (DENDROBRANCHIATA) PENAEOIDEA","Trachypenaeus spp","45228103108600000","2281031086XX","t"
"NDP","","PANDALIDAE","18643","45","","","Pandalopsis shrimps NEI","Camarones Pandalopsis NEP","Crevettes Pandalopsis NCA","","DECAPODA (PLEOCYEMATA) CARIDEA","Pandalopsis spp","45228927103000000","2289271030XX","t"
"PAI","","LITHODIDAE","18644","44","","","","","","","DECAPODA (PLEOCYEMATA) ANOMURA","Paralomis spp","44230015102600000","2300151026XX","t"
"LBS","","NEPHROPIDAE","18645","43","","","Homarus lobsters NEI","Bogavantes NEP","Homards NCA","","DECAPODA (PLEOCYEMATA) ASTACIDEA","Homarus spp","43229102102200000","2291021022XX","t"
"PRD","G. C. Robson 1932","MEGALELEDONIDAE","18646","57","أُخطُبوطات القطب الجنوبي","南极蛸属未定种","Antarctic octopuses","Pulpos antárticos","Élédones antarctiques","","CEPHALOPODA (OCTOPODS)","Pareledone spp","57384109102600000","3841091026XX","t"
"BRC","A. E. Verrill 1881","BRACHIOTEUTHIDAE","18647","57","","","Arm squids NEI","Braquilurias NEP","Encornets bras courts NCA","","CEPHALOPODA (SQUIDS)","Brachioteuthis spp","57383107101000000","3831071010XX","t"
"VEN","","VENERIDAE","18648","56","","","","","","","BIVALVIA","Venerupis spp","56350149123000000","3501491230XX","t"
"MEP","","ZIPHIIDAE","18649","62","","","Beaked whales NEI","","","","CETACEA (ODONTOCETI)","Mesoplodon spp","62403203102200000","4032031022XX","no"
"GLO","","DELPHINIDAE","18650","62","","","Pilot whales NEI","","","","CETACEA (ODONTOCETI)","Globicephala spp","62403209102600000","4032091026XX","no"
"PEI","Kinberg 1865","NEREIDIDAE","18651","77","","","","Coreano","","","ANELLIDA (POLYCHAETA)","Perinereis spp","77610310102200000","6103101022XX","t"
"HQT","Pallas 1766","ANTIPATHIDAE","18652","82","","","","","","","CNIDARIA (ANTHOZOA) HEXACORALLIA","Antipathes spp","82603307101000000","6033071010XX","t"
"KRH","de Blainville 1830","ANTIPATHIDAE","18653","82","","","Wire coral","","","","CNIDARIA (ANTHOZOA) HEXACORALLIA","Cirrhipathes spp","82603307101400000","6033071014XX","t"
"KQL","Gray 1870","KERATOISIDIDAE","18654","82","","","Branched bamboo coral","","","","CNIDARIA (ANTHOZOA) OCTOCORALLIA","Acanella spp","82603424101000000","6034241010XX","t"
"YGN","","PHYLLOPHORACEAE","18655","92","","","","","","","RHODOPHYTA (FLORIDEOPHYCEAE)","Gymnogongrus spp","92733130101400000","7331301014XX","t"
"KFF","","KALLYMENIACEAE","18656","92","","","","","","","RHODOPHYTA (FLORIDEOPHYCEAE)","Callophyllis spp","92733124101000000","7331241010XX","t"
"UCU","","FUCACEAE","18657","91","","","","","","","HETEROKONTOPHYTA (PHAEOPHYCEAE)","Fucus spp","91725112101800000","7251121018XX","t"
"CVT","Rang 1835","SEPIIDAE","18658","57","","","Giant African cuttlefish","Sepia gigante africana","Seiche géante africaine","","CEPHALOPODA (CUTTLEFISHES)","Sepia hierredda","57382101101822000","382101101822","t"
"EGY","(Chabanaud 1927)","SOLEIDAE","18659","31","سمك موسى مِصري","埃及鳎","Egyptian sole","Suela egipcia","Sole égyptienne","","CARANGIFORMES (PLEURONECTOIDEI)","Solea aegyptiaca","31155220108201000","155220108201","t"
"SBY","(Bean 1884)","SCORPAENIDAE","18660","34","","","Silvergray rockfish","","","","PERCIFORMES (SCORPAENOIDEI)","Sebastes brevispinis","34172525111407000","172525111407","t"
"RPJ","(Jordan & Gilbert 1880)","SCORPAENIDAE","18661","34","","","Redstripe rockfish","","","","PERCIFORMES (SCORPAENOIDEI)","Sebastes proriger","34172525111439000","172525111439","t"
"NUY","(Reeve 1857)","PSAMMOBIIDAE","18662","56","","","Varnish clam","","","","BIVALVIA","Nuttallia obscurata","56350141602602000","350141602602","t"
"EAD","Babu Rao 1966","ENGRAULIDAE","18663","35","","","Andhra anchovy","","","","CLUPEIFORMES","Stolephorus andhraensis","35121003107001000","121003107001","t"
"EBF","Wongratana 1983","ENGRAULIDAE","18664","35","","","Broadhead anchovy","","","","CLUPEIFORMES","Stolephorus brachycephalus","35121003107003000","121003107003","t"
"EGP","(De Vis 1882)","ENGRAULIDAE","18665","35","","","Gulf of Carpenteria anchovy","","","","CLUPEIFORMES","Stolephorus carpentariae","35121003107004000","121003107004","t"
"EYJ","Roberts 1978","ENGRAULIDAE","18666","35","","","Short-tail thryssa","","","","CLUPEIFORMES","Thryssa brevicauda","35121003107402000","121003107402","t"
"EYG","Roberts 1978","ENGRAULIDAE","18667","13","","","Fly River thryssa","","","","CLUPEIFORMES","Thryssa rastrosa","13121003107410000","121003107410","t"
"KAH","(Cuvier 1830)","HAEMULIDAE","18668","33","","星鸡鱼","Javelin grunter","","Grondeur javelot","","ACANTHURIFORMES","Pomadasys kaakan","33182008107807000","182008107807","t"
"TJZ","(Ramsay 1881)","TRACHIPTERIDAE","18669","37","","","Blackflash ribbonfish","","","","LAMPRIFORMES","Trachipterus jacksonensis","37146505101803000","146505101803","t"
"YJG","(Valenciennes 1831)","MULLIDAE","18670","33","كَبُّوشي أصفر الزِّعنفة","无斑拟羊鱼","Yellowfin goatfish","Salmonete vanicolense","Capucin de Vanicolo","","SYNGNATHIFORMES","Mulloidichthys vanicolensis","33151003101405000","151003101405","t"
"SWP","(Schmidel) Kuntze 1898","DUMONTIACEAE","18671","92","ديلزيا لَحْمِيَّة","肉色红藻","Fleshy dilsea","Dilsea carnosa","Dilsea charnue","","RHODOPHYTA (FLORIDEOPHYCEAE)","Dilsea carnosa","92733111101001000","733111101001","t"
"BDH","Boulenger 1907","BATHYDRACONIDAE","18672","34","","","","","","","PERCIFORMES (NOTOTHENIOIDEI)","Bathydraco macrolepis","34171516101802000","171516101802","t"
"BNZ","(Bussing & Bussing 1966)","SCOPELARCHIDAE","18673","34","","","","","","","AULOPIFORMES","Lagiacrusichthys macropinna","34145506101401000","145506101401","t"
"CVG","Lönnberg 1905","LIPARIDAE","18674","34","","","","","","","PERCIFORMES (COTTOIDEI)","Careproctus georgianus","34173539101806000","173539101806","t"
"CWS","","LIPARIDAE","18675","34","","","","","","","PERCIFORMES (COTTOIDEI)","Careproctus spp","34173539101800000","1735391018XX","t"
"CVS","Ege 1948","STOMIIDAE","18676","34","","","","","","","STOMIIFORMES","Chauliodus schmidti","34145104102603000","145104102603","t"
"CVN","Johnson 1864","CHIASMODONTIDAE","18677","34","","","Black swallower","","Gargare noir","","SCOMBRIFORMES (SCOMBROIDEI)","Chiasmodon niger","34152510101001000","152510101001","t"
"CWX","","MACROURIDAE","18678","32","","","","","","","GADIFORMES","Coelorinchus spp","32148017101800000","1480171018XX","t"
"YTX","","GONOSTOMATIDAE","18679","34","","","","","","","STOMIIFORMES","Cyclothone spp","34145101001000000","1451010010XX","t"
"NYM","(Günther 1880)","NOTOTHENIIDAE","18680","33","","","Lobe-lip notothen","","Bocassette de Marion","","PERCIFORMES (NOTOTHENIOIDEI)","Gobionotothen marionensis","33171514102204000","171514102204","t"
"GYJ","Hulley 1981","MYCTOPHIDAE","18681","34","","","","","","","MYCTOPHIFORMES","Gymnoscopelus hintonoides","34146108004604000","146108004604","t"
"HGW","Nybelin 1947","HARPAGIFERIDAE","18682","34","","","Antarctic spiny plunderfish","","","","PERCIFORMES (NOTOTHENIOIDEI)","Harpagifer antarcticus","34171515101801000","171515101801","t"
"LWY","Regan 1913","ZOARCIDAE","18683","34","","","","","","","PERCIFORMES (ZOARCOIDEI)","Lycenchelys antarctica","34175543108601000","175543108601","t"
"LYZ","Tomo 1981","ZOARCIDAE","18684","34","","","","","","","PERCIFORMES (ZOARCOIDEI)","Lycodapus antarcticus","34175543109001000","175543109001","t"
"LVP","Peden & Anderson 1978","ZOARCIDAE","18685","34","","","Stout slipskin","","","","PERCIFORMES (ZOARCOIDEI)","Lycodapus pachysoma","34175543109003000","175543109003","t"
"LXY","","ZOARCIDAE","18686","34","","","","","","","PERCIFORMES (ZOARCOIDEI)","Lycodapus spp","34175543109000000","1755431090XX","t"
"MWG","Günther 1881","ZOARCIDAE","18687","34","","","Limp eelpout","","Loquettine à queue noire","","PERCIFORMES (ZOARCOIDEI)","Melanostigma gelatinosum","34175543112202000","175543112202","t"
"NSZ","Kawaguchi & Butler 1984","MICROSTOMATIDAE","18688","34","","","","","","","ARGENTINIFORMES","Nansenia antarctica","34141603101401000","141603101401","t"
"OHZ","","ZOARCIDAE","18689","34","","","","","","","PERCIFORMES (ZOARCOIDEI)","Ophthalmolycus spp","34175543114200000","1755431142XX","t"
"PWR","","ZOARCIDAE","18690","34","","","","","","","PERCIFORMES (ZOARCOIDEI)","Pachycara spp","34175543114600000","1755431146XX","t"
"PWH","","BATHYDRACONIDAE","18691","34","","","","","","","PERCIFORMES (NOTOTHENIOIDEI)","Parachaenichthys spp","34171516103800000","1715161038XX","t"
"PXD","Andriashev & Neelov 1979","LIPARIDAE","18692","34","","","","","","","PERCIFORMES (COTTOIDEI)","Paraliparis tetrapteryx","34173539105015000","173539105015","t"
"BVK","Andriashev 1967","HARPAGIFERIDAE","18693","34","","","","","","","PERCIFORMES (NOTOTHENIOIDEI)","Pogonophryne barsukovi","34171515103402000","171515103402","t"
"SZT","Regan 1914","HARPAGIFERIDAE","18696","34","","","","","","","PERCIFORMES (NOTOTHENIOIDEI)","Pogonophryne scotti","34171515103411000","171515103411","t"
"PVP","","MYCTOPHIDAE","18697","34","","","","","","","MYCTOPHIFORMES","Protomyctophum spp","34146108011400000","1461080114XX","t"
"NRD","(Bonaparte 1840)","PARALEPIDIDAE","18698","34","","","Spotted barracudina","Barracudina pintada","Barracudine pintade","","AULOPIFORMES","Arctozenus risso","34145511101001000","145511101001","t"
"UHX","Lesueur 1821","ONYCHOTEUTHIDAE","18699","57","","","Hooked squids NEI","Luriones NEP","Cornets Moroteuthis NCA","","CEPHALOPODA (SQUIDS)","Onykia spp","57383123102600000","3831231026XX","t"
"OWP","Gray 1840","","18700","76","","","Basket, brittle, snake stars","Ofiuroideos","Ophiures","","ECHINODERMATA (OPHIUROIDEA)","Ophiuroidea","76605500000000000","6055XXXXXXXX","t"
"LWB","Andriashev & Permitin 1968","ZOARCIDAE","18701","34","","","","","","","PERCIFORMES (ZOARCOIDEI)","Lycenchelys bellingshauseni","34175543108602000","175543108602","t"
"CWD","","","18702","76","","","Feather stars and sea lilies","Crinoideos","Crinoïdes","","ECHINODERMATA (CRINOIDEA)","Crinoidea","76605200000000000","6052XXXXXXXX","t"
"MZU","","MORMYRIDAE","18703","13","","","Bottlenose fishes NEI","","","","OSTEOGLOSSIFORMES","Mormyrus spp","13117805106200000","1178051062XX","t"
"HGY","(Ginsburg 1954)","CENTROLOPHIDAE","18704","34","","","Black driftfish","","","","SCOMBRIFORMES (STROMATEOIDEI)","Hyperoglyphe bythites","34152302101802000","152302101802","t"
"HYW","(Mitchill 1818)","CENTROLOPHIDAE","18705","34","","","Barrelfish","","","","SCOMBRIFORMES (STROMATEOIDEI)","Hyperoglyphe perciformis","34152302101803000","152302101803","t"
"GIQ","(Ayres 1860)","GIRELLIDAE","18706","33","","","Opaleye","Chopa verde","Calicagère verte","","CENTRARCHIFORMES","Girella nigricans","33179501101001000","179501101001","t"
"TQZ","","MACTRIDAE","18707","56","","","Pacific horse clams NEI","","","","BIVALVIA","Tresus spp","56350143107800000","3501431078XX","t"
"SVX","","","18708","47","","","Stomatopods NEI","Estomatopodos NEP","Stomatopodes NCA","","STOMATOPODA","Stomatopoda","47245000000000000","2450XXXXXXXX","t"
"DSE","","DISTICHODONTIDAE","18709","13","","","Grass-eaters NEI","","","","CHARACIFORMES","Distichodus spp","13140302101400000","1403021014XX","t"
"CIV","","CITHARINIDAE","18710","13","","","Citharinus NEI","Citharinus nca","Citharinus nep","","CHARACIFORMES","Citharinus spp","13140301101800000","1403011018XX","t"
"ZDF","(Donovan 1823)","VOLUTIDAE","18711","52","فولوت زاوية","尖头涡螺","Angulate volute","Voluta angulosa","Volute angulée","","GASTROPODA","Zidona dufresnii","52370130105001000","370130105001","t"
"DTT","(Temminck & Schlegel 1843)","SPARIDAE","18712","33","","","Yellowback seabream","","","","ACANTHURIFORMES","Dentex tumifrons","33170039006013000","170039006013","t"
"TUW","(Gray 1828)","SEMELIDAE","18713","56","سِمِل شيلية","厚壳双带蛤","Chilean semele","Almeja blanca chilena","Sémèle chilienne","","BIVALVIA","Semele solida","56350142101803000","350142101803","t"
"RVR","(Gilbert 1890)","SCORPAENIDAE","18714","34","","","Aurora rockfish","","","","PERCIFORMES (SCORPAENOIDEI)","Sebastes aurora","34172525111404000","172525111404","t"
"RVB","(Thompson 1915)","SCORPAENIDAE","18715","34","","","Redbanded rockfish","","","","PERCIFORMES (SCORPAENOIDEI)","Sebastes babcocki","34172525111405000","172525111405","t"
"RVC","(Tilesius 1813)","SCORPAENIDAE","18716","34","","","Dusky rockfish","","","","PERCIFORMES (SCORPAENOIDEI)","Sebastes ciliatus","34172525111412000","172525111412","t"
"RVH","Ayres 1859","SCORPAENIDAE","18717","34","","","Rosethorn rockfish","","","","PERCIFORMES (SCORPAENOIDEI)","Sebastes helvomaculatus","34172525111421000","172525111421","t"
"RVM","(Eigenmann & Eigenmann 1890)","SCORPAENIDAE","18718","34","","","Blackgill rockfish","","","","PERCIFORMES (SCORPAENOIDEI)","Sebastes melanostomus","34172525111427000","172525111427","t"
"RVN","Ayres 1854","SCORPAENIDAE","18719","34","","","China rockfish","","","","PERCIFORMES (SCORPAENOIDEI)","Sebastes nebulosus","34172525111432000","172525111432","t"
"RVP","(Taranetz & Moiseev 1933)","SCORPAENIDAE","18720","34","","","Northern rockfish","","","","PERCIFORMES (SCORPAENOIDEI)","Sebastes polyspinis","34172525111438000","172525111438","t"
"RVT","(Gilbert 1890)","SCORPAENIDAE","18721","34","","","Stripetail rockfish","","","","PERCIFORMES (SCORPAENOIDEI)","Sebastes saxicola","34172525111444000","172525111444","t"
"RVU","Quast 1971","SCORPAENIDAE","18722","34","","","Harlequin rockfish","","","","PERCIFORMES (SCORPAENOIDEI)","Sebastes variegatus","34172525111450000","172525111450","t"
"RVW","(Gilbert 1915)","SCORPAENIDAE","18723","34","","","Pygmy rockfish","","","","PERCIFORMES (SCORPAENOIDEI)","Sebastes wilsoni","34172525111452000","172525111452","t"
"RVZ","(Gilbert 1890)","SCORPAENIDAE","18724","34","","","Sharpchin rockfish","","","","PERCIFORMES (SCORPAENOIDEI)","Sebastes zacentrus","34172525111453000","172525111453","t"
"LYW","(Jordan & Gilbert 1880)","PLEURONECTIDAE","18725","31","","","Slender sole","","","","CARANGIFORMES (PLEURONECTOIDEI)","Lyopsetta exilis","31155212106201000","155212106201","t"
