"Group","Member"
"1801","1401"
"1801","1402"
"1801","1403"
"1801","1404"
"1801","1405"
"1801","1406"
"1801","1407"
"1801","1408"
"1801","1409"
"1801","1410"
"1801","1411"
"1801","1412"
"1801","1413"
"1801","1414"
"1801","1415"
"1801","1416"
"1801","1417"
"1801","1418"
"1801","1419"
"1801","1420"
"1801","1421"
"1801","1422"
"1801","1423"
"1801","1424"
"1801","1425"
"1801","1426"
"1801","1427"
"1801","1428"
"1801","1429"
"1801","1430"
"1801","1431"
"1801","1432"
"1801","1437"
"1801","1438"
"1801","1440"
"1801","1441"
"1801","1442"
"1801","1443"
"1802","1401"
"1802","1402"
"1802","1403"
"1802","1404"
"1802","1405"
"1802","1406"
"1802","1407"
"1802","1408"
"1802","1409"
"1802","1410"
"1802","1411"
"1802","1412"
"1802","1413"
"1802","1414"
"1802","1415"
"1802","1416"
"1802","1417"
"1802","1418"
"1802","1419"
"1802","1420"
"1802","1421"
"1802","1422"
"1802","1423"
"1802","1424"
"1802","1425"
"1802","1426"
"1802","1427"
"1802","1428"
"1802","1429"
"1802","1430"
"1802","1431"
"1802","1432"
"1802","1433"
"1802","1434"
"1802","1435"
"1802","1436"
"1802","1437"
"1802","1438"
"1802","1439"
"1802","1440"
"1802","1441"
"1802","1442"
"1802","1443"
"1802","1444"
"1802","1445"
"1802","1446"
"1802","1447"
"1802","1448"
"1802","1449"
"1802","1450"
"1803","1433"
"1803","1434"
"1803","1435"
"1803","1436"
"1803","1439"
"1803","1444"
"1803","1445"
"1803","1446"
"1803","1447"
"1803","1448"
"1803","1449"
"1803","1450"
"1805","1447"
"1805","1448"
"1805","1449"
"1805","1450"
"1806","1433"
"1806","1434"
"1806","1435"
"1806","1436"
"1806","1439"
"1806","1444"
"1806","1445"
"1806","1446"
