"Identifier","SWS_Identifier","Scientific_Name","Taxonomic_Code"
"58695","58695","BEMBROPIDAE","1700091"
"58696","58696","NEOSEBASTIDAE","1725231"
"58697","58697","PLECTROGENIIDAE","1725241"
"58698","58698","JORDANIIDAE","1735331"
"58699","58699","ZANCLORHYNCHIDAE","1725271"
"58700","58700","MALAKICHTHYIDAE","1800151"
"58701","58701","HEMEROCOETIDAE","1800171"
"58702","58702","STEREOLEPIDIDAE","1800121"
"58703","58703","SYNAGROPIDAE","1800191"
"58704","58704","ANTIGONIIDAE","1820301"
"58705","58705","RHYCHERIDAE","1850031"
"58706","58706","HISTIOPHRYNIDAE","1850061"
"58707","58707","TATHICARPIDAE","1850071"
"58708","58708","THAUMATICHTHYIDAE","1850171"
"58709","58709","ARACANIDAE","1900071"
"58711","58711","GIRELLIDAE","1795011"
"58712","58712","MICROCANTHIDAE","1795101"
"58713","58713","PERCILIIDAE","1795151"
"58714","58714","SINIPERCIDAE","1795131"
"58715","58715","TRIOPSIDAE","2015010"
"58716","58716","HUTCHINSONIELLIDAE","2030010"
"58717","58717","CENTROPAGIDAE","2090031"
"58718","58718","CLAUSOCALANIDAE","2090041"
"58719","58719","EUCHAETIDAE","2090051"
"58720","58720","METRIDINIDAE","2090061"
"58721","58721","HANSENOCARIDIDAE","2140011"
"58722","58722","EURYTHENEIDAE","2340041"
"58723","58723","GAMMARACANTHIDAE","2340061"
"58724","58724","PARASQUILLIDAE","2450051"
"58725","58725","LUCIFERIDAE","2283011"
"58726","58726","MACROMAXILLOCARIDIDAE","2286011"
"58727","58727","SPONGICOLIDAE","2286021"
"58728","58728","PROCADIDIDAE","2287011"
"58729","58729","BARBOURIIDAE","2289021"
"58730","58730","BYTHOCARIDIDAE","2289031"
"58731","58731","LYSMATIDAE","2289051"
"58732","58732","MERGUIIDAE","2289061"
"58733","58733","THORIDAE","2289081"
"58734","58734","AGOSTOCARIDIDAE","2289101"
"58735","58735","ALVINOCARIDIDAE","2289111"
"58736","58736","BRESILIIDAE","2289121"
"58737","58737","DISCIADIDAE","2289131"
"58738","58738","PSEUDOCHELIDAE","2289141"
"58739","58739","BATHYPALAEMONELLIDAE","2289151"
"58740","58740","EUGONATONOTIDAE","2289191"
"58741","58741","LIPKIIDAE","2289201"
"58742","58742","ACANTHEPHYRIDAE","2289231"
"58743","58743","CHLOROTOCELLIDAE","2289261"
"58744","58744","PHYSETOCARIDIDAE","2289291"
"58745","58745","PSALIDOPODIDAE","2289311"
"58746","58746","STHYLODACTYLIDAE","2289321"
"58747","58747","ANACALLIACIDAE","2295011"
"58748","58748","CALLIANIDEIDAE","2295041"
"58749","58749","CALLIANOPSIDAE","2295051"
"58750","58750","CALLICHIRIDAE","2295061"
"58751","58751","CTENOCHELIDAE","2295071"
"58752","58752","EUCALLIACIDAE","2295081"
"58753","58753","MICHELEIDAE","2295091"
"58754","58754","PARACALLIACIDAE","2295101"
"58755","58755","STRAHLAXIIDAE","2295111"
"58756","58756","LAOMEDIIDAE","2296011"
"58757","58757","CHIROSTYLIDAE","2300011"
"58758","58758","EUMUNIDIDAE","2300021"
"58759","58759","KIWAIDAE","2300031"
"58760","58760","STERNOSTYLIDAE","2300041"
"58761","58761","MUNIDIDAE","2300061"
"58762","58762","MUNIDOPSIDAE","2300071"
"58763","58763","BLEPHARIPODIDAE","2300101"
"58764","58764","LOMISIDAE","2300121"
"58765","58765","PYLOCHELIDAE","2300181"
"58766","58766","PYLOJACQUESIDAE","2300191"
"58767","58767","XYLOPAGURIDAE","2300201"
"58768","58768","CYCLODORIPPIDAE","2310006"
"58769","58769","CYMONOMIDAE","2310011"
"58770","58770","PHYLLOTYMOLINIDAE","2310016"
"58771","58771","DYNOMENIDAE","2310026"
"58772","58772","HOMOLODROMIIDAE","2310031"
"58773","58773","LATREILLIDAE","2310041"
"58774","58774","POUPINIIDAE","2310046"
"58775","58775","LYREIDIDAE","2310051"
"58776","58776","AETHRIDAE","2310061"
"58777","58777","BELLIIDAE","2310066"
"58778","58778","HETEROZIIDAE","2310071"
"58779","58779","BYTHOGRAEIDAE","2310076"
"58780","58780","MATUTIDAE","2310086"
"58781","58781","CARPILIIDAE","2310101"
"58783","58783","DAIRIDAE","2310116"
"58784","58784","ETHUSIDAE","2310126"
"58785","58785","DACRYOPILUMNIDAE","2310131"
"58786","58786","ERIPHIIDAE","2310136"
"58787","58787","HYPOTHALASSIIDAE","2310141"
"58788","58788","OZIIDAE","2310151"
"58789","58789","PLATYXANTHIDAE","2310156"
"58790","58790","ACIDOPSIDAE","2310161"
"58791","58791","CHASMOCARCINIDAE","2310166"
"58792","58792","CONLEYIDAE","2310171"
"58793","58793","EURYPLACIDAE","2310176"
"58794","58794","LITOCHEIRIDAE","2310186"
"58795","58795","MATHILDELLIDAE","2310191"
"58796","58796","PROGERYONIDAE","2310196"
"58797","58797","SCALOPIDIIDAE","2310201"
"58798","58798","SOTOPLACIDAE","2310206"
"58799","58799","VULTOCINIDAE","2310211"
"58800","58800","HEXAPODIDAE","2310216"
"58801","58801","HYMENOSOMATIDAE","2310221"
"58802","58802","IPHICULIDAE","2310226"
"58803","58803","INACHOIDIDAE","2310251"
"58804","58804","MITHRACIDAE","2310261"
"58805","58805","ORITHYIIDAE","2310271"
"58806","58806","CROSSOTONOTIDAE","2310281"
"58807","58807","PALICIDAE","2310286"
"58808","58808","DAIROIDIDAE","2310291"
"58809","58809","PARTHENOPIDAE","2310296"
"58810","58810","TANAOCHELIDAE","2310306"
"58811","58811","BRUSINIIDAE","2310311"
"58812","58812","GALENIDAE","2310316"
"58813","58813","NAUTILOCORYSTIDAE","2310331"
"58814","58814","PIRIMELIDAE","2310341"
"58815","58815","POLYBIIDAE","2310346"
"58816","58816","PSEUDOCARCINIDAE","2310361"
"58817","58817","CHRISTMAPLACIDAE","2310366"
"58818","58818","PILUMNOIDIDAE","2310371"
"58819","58819","PLANOPILUMNIDAE","2310376"
"58820","58820","PSEUDOZIIDAE","2310381"
"58821","58821","RETROPLUMIDAE","2310386"
"58822","58822","DOMECIIDAE","2310391"
"58823","58823","TETRALIIDAE","2310396"
"58824","58824","TRICHOPELTARIIDAE","2310406"
"58825","58825","LINNAEOXANTHIDAE","2310411"
"58826","58826","PANOPEIDAE","2310416"
"58827","58827","PSEUDORHOMBILIDAE","2310421"
"58828","58828","APHANODACTYLIDAE","2310431"
"58829","58829","CRYPTOCHIRIDAE","2310436"
"58830","58830","LEPTOGRAPSODIDAE","2310451"
"58831","58831","PERCNIDAE","2310456"
"58832","58832","SESARMIDAE","2310466"
"58833","58833","VARUNIDAE","2310471"
"58834","58834","XENOGRAPSIDAE","2310476"
"58835","58835","CAMPTANDRIIDAE","2310481"
"58836","58836","DOTILLIDAE","2310486"
"58837","58837","HELOECIIDAE","2310491"
"58838","58838","MACROPHTHALMIDAE","2310496"
"58839","58839","MYCTYRIDAE","2310501"
"58840","58840","XENOPHTHALMIDAE","2310511"
"58841","58841","PINNOTHERIDAE","2310516"
"58842","58842","BATHYNELLIDAE","2320011"
"58843","58843","LEPTOBATHYNELLIDAE","2320021"
"58844","58844","PARABATHYNELLIDAE","2320031"
"58845","58845","ANASPIDESIDAE","2330011"
"58846","58846","KOONUNGIDAE","2330021"
"58847","58847","PATAGONASPIDIDAE","2330031"
"58848","58848","PSAMMASPIDIDAE","2330041"
"58849","58849","STYGOCARIDIDAE","2330051"
"58850","58850","HIRSUTIIDAE","2350011"
"58851","58851","BODOTRIIDAE","2360011"
"58852","58852","CERATOCUMATIDAE","2360021"
"58853","58853","DIASTYLIDAE","2360031"
"58854","58854","GYNODIASTYLIDAE","2360041"
"58855","58855","LAMPROPIDAE","2360051"
"58856","58856","LEUCONIDAE","2360061"
"58857","58857","NANNASTACIDAE","2360071"
"58858","58858","PSEUDOCUMATIDAE","2360081"
"58859","58859","INGOLFIELLIDAE","2370011"
"58860","58860","METAINGOLFIELLIDAE","2370021"
"58861","58861","EUCOPIIDAE","2390011"
"58862","58862","GNATHOPHAUSIIDAE","2390021"
"58863","58863","LOPHOGASTRIDAE","2390031"
"58864","58864","MICTOCARIDIDAE","2400011"
"58865","58865","LEPIDOMYSIDAE","2420011"
"58866","58866","STYGIOMYSIDAE","2420021"
"58867","58867","HALOSBAENIDAE","2425011"
"58868","58868","MONODELLIDAE","2425021"
"58869","58869","THERMOSBAENIDAE","2425031"
"58870","58870","TULUMELLIDAE","2425041"
"58871","58871","CALLISTOPLACIDAE","3101041"
"58872","58872","NACELLIDAE","3701106"
"58873","58873","COLLONIIDAE","3701124"
"58874","58874","SKENEIDAE","3701136"
"58875","58875","TEGULIDAE","3701139"
"58876","58876","BATILLARIIDAE","3701154"
"58877","58877","SKENEOPSIDAE","3701169"
"58878","58878","ROSTELLARIIDAE","3701190"
"58879","58879","SERAPHSIDAE","3701193"
"58880","58880","CHARONIIDAE","3701229"
"58881","58881","COMINELLIDAE","3701244"
"58882","58882","PROSIPHONIDAE","3701247"
"58883","58883","TUDICLIDAE","3701250"
"58884","58884","PISANIIDAE","3701274"
"58885","58885","BABYLONIIDAE","3701277"
"58886","58886","COLUMBARIIDAE","3701289"
"58887","58887","VASIDAE","3701292"
"58888","58888","CLAVATULIDAE","3701313"
"58889","58889","PSEUDOMELATOMIDAE","3701316"
"58890","58890","LAMETILIDAE","3501016"
"58891","58891","NEILONELLIDAE","3501026"
"58892","58892","PHASEOLIDAE","3501031"
"58893","58893","SILICULIDAE","3501036"
"58894","58894","TINDARIIDAE","3501041"
"58895","58895","YOLDIIDAE","3501046"
"58896","58896","NUCINELLIDAE","3501051"
"58897","58897","PHILOBRYIDAE","3501086"
"58898","58898","PLICATULIDAE","3501091"
"58899","58899","DIMYIDAE","3501096"
"58900","58900","CYCLOCHLAMYDIDAE","3501116"
"58901","58901","POSIDONIIDAE","3501151"
"58902","58902","AULACOMYELLIDAE","3501156"
"58903","58903","DAONELLIDAE","3501161"
"58904","58904","HALOBIIDAE","3501166"
"58905","58905","ISOLIMEIDAE","3501181"
"58906","58906","ENTOLIIDAE","3501186"
"58907","58907","TRIGONIIDAE","3501191"
"58908","58908","MARGARITIFERIDAE","3501201"
"58909","58909","ETHERIIDAE","3501206"
"58910","58910","IRIDINIDAE","3501211"
"58911","58911","MYCETOPODIDAE","3501216"
"58912","58912","HYRIIDAE","3501221"
"58913","58913","CRASSATELLIDAE","3501226"
"58914","58914","CONDYLOCARDIIDAE","3501241"
"58915","58915","POROMYIDAE","3501246"
"58916","58916","CETOCONCHIDAE","3501251"
"58917","58917","HALONYMPHIDAE","3501261"
"58918","58918","PROTOCUSPIDARIIDAE","3501266"
"58919","58919","SPHENIOPSIDAE","3501271"
"58920","58920","PARILIMYIDAE","3501276"
"58921","58921","VERTICORDIIDAE","3501281"
"58922","58922","LYONSIELLIDAE","3501291"
"58923","58923","PHOLADOMYIDAE","3501296"
"58924","58924","PANDORIDAE","3501301"
"58925","58925","LYONSIIDAE","3501311"
"58926","58926","PENICILLIDAE","3501321"
"58927","58927","CLEIDOTHAERIDAE","3501331"
"58928","58928","MYOCHAMIDAE","3501336"
"58929","58929","PERIPLOMATIDAE","3501341"
"58930","58930","THYASIRIDAE","3501351"
"58931","58931","GASTROCHAENIDAE","3501356"
"58932","58932","PHARIDAE","3501366"
"58933","58933","SAXICAVELLIDAE","3501376"
"58934","58934","GALEOMMATIDAE","3501381"
"58935","58935","LASAEIDAE","3501386"
"58936","58936","MONTACUTIDAE","3501391"
"58937","58937","SPHAERIIDAE","3501401"
"58938","58938","ANATINELLIDAE","3501436"
"58939","58939","CARDILIIDAE","3501441"
"58940","58940","UNGULINIDAE","3501451"
"58941","58941","TRAPEZIDAE","3501471"
"58942","58942","KELLIELLIDAE","3501481"
"58943","58943","VESICOMYIDAE","3501486"
"58944","58944","NEOLEPTONIDAE","3501496"
"58945","58945","CYRENIDAE","3501501"
"58946","58946","CYRENOIDIDAE","3501506"
"58947","58947","CYAMIIDAE","3501516"
"58948","58948","GAIMARDIIDAE","3501521"
"58949","58949","GALATHEAVALVIDAE","3501526"
"58950","58950","SPORTELLIDAE","3501531"
"58951","58951","XYLOPHAGAIDAE","3501551"
"58952","58952","IDIOSEPIIDAE","3821041"
"58953","58953","AUSTRALITEUTHIDAE","3831011"
"58954","58954","ANCISTROCHEIRIDAE","3831031"
"58955","58955","BATOTEUTHIDAE","3831061"
"58956","58956","JOUBINITEUTHIDAE","3831151"
"58957","58957","LYCOTEUTHIDAE","3831171"
"58958","58958","MAGNAPINNIDAE","3831181"
"58959","58959","MASTIGOTEUTHIDAE","3831191"
"58960","58960","PHOLIDOTEUTHIDAE","3831241"
"58961","58961","PROMACHOTEUTHIDAE","3831251"
"58962","58962","PYROTEUTHIDAE","3831271"
"58963","58963","ALLOPOSIDAE","3841011"
"58964","58964","AMPHITRETIDAE","3841051"
"58965","58965","ELEDONIDAE","3841071"
"58966","58966","ENTEROCTOPODIDAE","3841081"
"58967","58967","CIRROCTOPODIDAE","3841111"
"58968","58968","CIRROTEUTHIDAE","3841121"
"58969","58969","ARCHITEUTHIDAE","3831041"
"58970","58970","LIPOTIDAE","4032061"
"58971","58971","CONRAUIDAE","5120021"
"58973","58973","PYXICEPHALIDAE","5120071"
"58974","58974","CALYPTOCEPHALELLIDAE","5120011"
"58975","58975","TELMATOBIIDAE","5120091"
"58976","58976","ALLIGATORIDAE","5360011"
"58977","58977","GAVIALIDAE","5360031"
"58978","58978","OCEANITIDAE","5561011"
"58980","58980","CAUDINIDAE","6059061"
"58981","58981","PSEUDOSTICHOPODIDAE","6059081"
"58982","58982","EUPHYLLIIDAE","6033141"
"58983","58983","LOBOPHYLLIIDAE","6033181"
"58984","58984","MADREPORIDAE","6033191"
"58985","58985","RHIZANGIIDAE","6033241"
"58986","58986","CAPNELLIDAE","6034116"
"58987","58987","RHIZOCRINIDAE","6052041"
"58988","58988","ASTROPHIURIDAE","6055031"
"58989","58989","OPHIOPYRGIDAE","6055081"
"58990","58990","CTENOCIDARIDAE","6057051"
"58991","58991","EURYPATAGIDAE","6057091"
"58992","58992","PARECHINIDAE","6057131"
"58993","58993","SPIRULINACEAE","7011031"
"58994","58994","BACILLARIACEAE","7231011"
"58995","58995","SKELETONEMACEAE","7231031"
"58996","58996","ACINETOSPORACEAE","7251011"
"58997","58997","AGARACEAE","7251021"
"58998","58998","CUTLERIACEAE","7251061"
"58999","58999","HORMOSIRACEAE","7251141"
"59000","59000","STYPOCAULACEAE","7251231"
"59001","59001","BALLIACEAE","7331021"
"59002","59002","ENDOCLADIACEAE","7331121"
"59003","59003","GELIDIELLACEAE","7331161"
"59004","59004","GRATELOUPIACEAE","7331191"
"59005","59005","HALYMENIACEAE","7331201"
"59006","59006","HAPALIDIACEAE","7331211"
"59007","59007","LITHOPHYLLACEAE","7331251"
"59008","59008","RHODYMENIACEAE","7331351"
"59009","59009","SCINAIACEAE","7331381"
"59010","59010","WRANGELIACEAE","7331411"
"59011","59011","CHROMOCHLORIDACEAE","7421011"
"59012","59012","CHLORELLACEAE","7441011"
"59013","59013","HALIMEDACEAE","7451041"
"59014","59014","POLYPHYSACEAE","7451061"
"59015","59015","VOLONIACEAE","7451101"
"59016","59016","HYDROCARITACEAE","7511021"
"59017","59017","OXUDERCIDAE","1501081"
"59018","59018","OPHELIIDAE","6103106"
"59019","59019","GOLFINGIIDAE","6105016"
"59020","59020","PHOENICOPTERIDAE","5526011"
"59021","59021","PANDIONIDAE","5611021"
"59022","59022","SCOLOPACIDAE","5601018"
"59023","59023","ALCEDINIDAE","5616051"
"59024","59024","CHARADRIIDAE","5601015"
"59026","59026","FALCONIDAE","5621011"
"59027","59027","DICHICHTHYIDAE","1080029"
"59028","59028","RITIDAE","1410106"
"59029","59029","LEUCASCIDAE","6023016"
"59030","59030","BALTICINIDAE","6034213"
