"Identifier","SWS_Identifier","Scientific_Name","Taxonomic_Code"
"57639","7639","THRACIIDAE","3501326"
"57640","7640","ACANTHOCHITONIDAE","3101091"
"57641","7641","APORRHAIDAE","3701187"
"57642","7642","ARCHITECTONICIDAE","3701325"
"57643","7643","BUCCINIDAE","3701241"
"57644","7644","BURSIDAE","3701223"
"57645","7645","CAPULIDAE","3701205"
"57646","7646","CASSIDAE","3701226"
"57647","7647","CERITHIIDAE","3701151"
"57648","7648","CHAETODERMATIDAE","3201010"
"57649","7649","CHAETOPLEURIDAE","3101051"
"57650","7650","CHITONIDAE","3101031"
"57651","7651","COLUBRARIIDAE","3701259"
"57652","7652","COLUMBELLIDAE","3701262"
"57653","7653","CONIDAE","3701310"
"57655","7655","COSTELLARIIDAE","3701283"
"57657","7657","CYPRAEIDAE","3701208"
"57658","7658","DENTALIIDAE","3601010"
"57659","7659","APLYSIIDAE","3711518"
"57660","7660","DONDERSIIDAE","3301011"
"57661","7661","DREISSENIDAE","3501536"
"57662","7662","ENTALINIDAE","3601020"
"57663","7663","FASCIOLARIIDAE","3701265"
"57664","7664","FICIDAE","3701217"
"57665","7665","FISSURELLIDAE","3701115"
"57666","7666","HALIOTIDAE","3701112"
"57667","7667","HANLEYIDAE","3101021"
"57668","7668","HARPIDAE","3701307"
"57669","7669","ISCHNOCHITONIDAE","3101061"
"57670","7670","LITTORINIDAE","3701166"
"57671","7671","LOTTIIDAE","3701109"
"57672","7672","ELLOBIIDAE","3711521"
"57673","7673","MELONGENIDAE","3701268"
"57674","7674","MITRIDAE","3701295"
"57675","7675","MOPALIIDAE","3101071"
"57676","7676","MURICIDAE","3701280"
"57677","7677","NASSARIIDAE","3701271"
"57678","7678","NATICIDAE","3701178"
"57679","7679","NERITIDAE","3701145"
"57680","7680","OLIVIDAE","3701298"
"57681","7681","OVULIDAE","3701211"
"57682","7682","PATELLIDAE","3701103"
"57683","7683","PERSONIDAE","3701238"
"57684","7684","POTAMIDIDAE","3701157"
"57685","7685","PROCHAETODERMATIDAE","3201020"
"57686","7686","PULSELLIDAE","3601030"
"57687","7687","RANELLIDAE","3701235"
"57688","7688","SIPHONARIIDAE","3701343"
"57689","7689","STROMBIDAE","3701184"
"57690","7690","STRUTHIOLARIIDAE","3701196"
"57691","7691","TEREBRIDAE","3701319"
"57692","7692","TONNIDAE","3701220"
"57693","7693","TROCHIDAE","3701118"
"57694","7694","TURBINELLIDAE","3701286"
"57695","7695","TURBINIDAE","3701142"
"57696","7696","TURRIDAE","3701322"
"57697","7697","TURRITELLIDAE","3701160"
"57698","7698","VERMETIDAE","3701163"
"57699","7699","VOLUTIDAE","3701301"
"57700","7700","XENOPHORIDAE","3701199"
"57701","7701","BALAENIDAE","4031011"
"57702","7702","BALAENOPTERIDAE","4031041"
"57703","7703","DELPHINIDAE","4032091"
"57704","7704","DUGONGIDAE","4041021"
"57705","7705","ESCHRICHTIIDAE","4031031"
"57706","7706","INIIDAE","4032051"
"57707","7707","KOGIIDAE","4032021"
"57708","7708","MONODONTIDAE","4032081"
"57709","7709","MUSTELIDAE","4011021"
"57710","7710","NEOBALAENIDAE","4031021"
"57711","7711","ODOBENIDAE","4021020"
"57712","7712","OTARIIDAE","4021010"
"57713","7713","PHOCIDAE","4021030"
"57714","7714","PHOCOENIDAE","4032101"
"57715","7715","PHYSETERIDAE","4032011"
"57716","7716","PLATANISTIDAE","4032041"
"57717","7717","PONTOPORIIDAE","4032071"
"57718","7718","TRICHECHIDAE","4041011"
"57719","7719","URSIDAE","4011011"
"57720","7720","ZIPHIIDAE","4032031"
"57721","7721","CHELONIIDAE","5310051"
"57722","7722","CROCODYLIDAE","5360021"
"57723","7723","DERMOCHELYIDAE","5310061"
"57724","7724","ELAPIDAE","5330011"
"57725","7725","EMYDIDAE","5310011"
"57727","7727","LEPTODACTYLIDAE","5120041"
"57728","7728","MICROHYLIDAE","5120051"
"57729","7729","PIPIDAE","5120061"
"57730","7730","RANIDAE","5120081"
"57731","7731","TRIONYCHIDAE","5310041"
"57732","7732","ACROPORIDAE","6033101"
"57733","7733","ACTINIIDAE","6033011"
"57734","7734","AGARICIIDAE","6033111"
"57735","7735","ANTIPATHIDAE","6033071"
"57736","7736","ARBACIIDAE","6057011"
"57737","7737","ARENICOLIDAE","6103021"
"57738","7738","ASTERIIDAE","6054011"
"57739","7739","CARYOPHYLLIIDAE","6033121"
"57740","7740","CIONIDAE","6061121"
"57741","7741","CLYPEASTERIDAE","6057041"
"57742","7742","CORALLIIDAE","6034221"
"57743","7743","DIADEMATIDAE","6057061"
"57744","7744","ECHINIDAE","6057071"
"57745","7745","ECHINOMETRIDAE","6057081"
"57746","7746","FAVIIDAE","6033151"
"57747","7747","FUNGIIDAE","6033171"
"57748","7748","GLYCERIDAE","6103061"
"57749","7749","HELIOPORIDAE","6034236"
"57750","7750","HOLOTHURIIDAE","6059011"
"57751","7751","HORMATHIIDAE","6033041"
"57752","7752","ISIDIDAE","6034126"
"57753","7753","LIMULIDAE","6085010"
"57754","7754","LUMBRINERIDAE","6103081"
"57755","7755","MELLITIDAE","6057121"
"57756","7756","MERULINIDAE","6033201"
"57757","7757","MILLEPORIDAE","6036116"
"57758","7758","BOLINOPSIDAE","6011011"
"57760","7760","NEPHTYIDAE","6103091"
"57761","7761","NEREIDIDAE","6103101"
"57762","7762","ONUPHIDAE","6103111"
"57764","7764","POCILLOPORIDAE","6033221"
"57765","7765","PORITIDAE","6033231"
"57766","7766","PYURIDAE","6061221"
"57767","7767","RHIZOSTOMATIDAE","6038061"
"57768","7768","SALPIDAE","6063010"
"57770","7770","SIPUNCULIDAE","6105011"
"57771","7771","SPONGIIDAE","6029211"
"57772","7772","STICHOPODIDAE","6059021"
"57773","7773","STOMOLOPHIDAE","6038071"
"57774","7774","STRONGYLOCENTROTIDAE","6057171"
"57775","7775","STYELIDAE","6061231"
"57776","7776","TOXOPNEUSTIDAE","6057191"
"57777","7777","ULMARIDAE","6038031"
"57778","7778","BRACHIONIDAE","6091010"
"57779","7779","DIOMEDEIDAE","5561031"
"57780","7780","LARIDAE","5601021"
"57781","7781","PROCELLARIIDAE","5561041"
"57782","7782","SPHENISCIDAE","5551011"
"57783","7783","ALARIACEAE","7251031"
"57784","7784","BANGIACEAE","7311011"
"57785","7785","BONNEMAISONIACEAE","7331031"
"57786","7786","CAULERPACEAE","7451011"
"57787","7787","CERAMIACEAE","7331051"
"57788","7788","CLADOPHORACEAE","7451021"
"57789","7789","CODIACEAE","7451031"
"57790","7790","CORALLINACEAE","7331071"
"57791","7791","CRYPTHECODINIACEAE","7221011"
"57792","7792","CYMODOCEACEAE","7511011"
"57793","7793","CYSTOCLONIACEAE","7331091"
"57794","7794","CYSTOSEIRACEAE","7251071"
"57795","7795","DELESSERIACEAE","7331101"
"57796","7796","DICTYOTACEAE","7251091"
"57797","7797","DUNALIELLACEAE","7421021"
"57798","7798","DURVILLAEACEAE","7251101"
"57799","7799","FUCACEAE","7251121"
"57800","7800","FURCELLARIACEAE","7331131"
"57801","7801","GALAXAURACEAE","7331141"
"57802","7802","GELIDIACEAE","7331151"
"57803","7803","GIGARTINACEAE","7331171"
"57804","7804","GRACILARIACEAE","7331181"
"57805","7805","HIMANTHALIACEAE","7251131"
"57806","7806","HYPNEACEAE","7331231"
"57807","7807","LAMINARIACEAE","7251151"
"57808","7808","LESSONIACEAE","7251161"
"57809","7809","MONOSTROMATACEAE","7451051"
"57810","7810","NEMALIACEAE","7331281"
"57811","7811","NITZSCHIACEAE","7231021"
"57812","7812","OOCYSTACEAE","7441021"
"57813","7813","OSCILLATORIACEAE","7011021"
"57814","7814","PALMARIACEAE","7331291"
"57815","7815","PETROCELIDACEAE","7251171"
"57816","7816","PHYLLOPHORACEAE","7331301"
"57817","7817","PLOCAMIACEAE","7331311"
"57818","7818","POSIDONIACEAE","7511031"
"57819","7819","RHIZOPHYLLIDACEAE","7331331"
"57820","7820","RHODOMELACEAE","7331341"
"57821","7821","RISSOELLACEAE","7331361"
"57822","7822","SARGASSACEAE","7251201"
"57823","7823","SCYTOSIPHONACEAE","7251211"
"57824","7824","SOLIERIACEAE","7331391"
"57825","7825","SPHAEROCOCCACEAE","7331401"
"57826","7826","THALASSIOSIRACEAE","7231041"
"57827","7827","UDOTEACEAE","7451071"
"57828","7828","ULVACEAE","7451091"
"57829","7829","ZOSTERACEAE","7511041"
"57830","7830","AHNFELTIACEAE","7331011"
"57831","7831","ATELECYCLIDAE","2310091"
"57832","7832","BALANIDAE","2130011"
"57834","7834","CYPERACEAE","7521011"
"57835","7835","DUMONTIACEAE","7331111"
"57836","7836","HYDROBATIDAE","5561021"
"57837","7837","KALLYMENIACEAE","7331241"
"57838","7838","TUBIPORIDAE","6034141"
"57839","7839","ELOPIDAE","1185010"
"57840","7840","MEGALOPIDAE","1185020"
"57841","7841","ALBULIDAE","1191010"
"57842","7842","BANJOSIDAE","1800131"
"57843","7843","AEQUOREIDAE","6036211"
"57844","7844","PELAGIIDAE","6038021"
"57845","7845","GORGONIIDAE","6034121"
"57846","7846","CHIONIDAE","5601011"
"57847","7847","PHALACROCORACIDAE","5591031"
"57848","7848","SULIDAE","5591021"
"57849","7849","VIVIPARIDAE","3701147"
"57850","7850","SPIRULIDAE","3821051"
"57851","7851","OREGONIIDAE","2310266"
"57852","7852","CALYPTRAEIDAE","3701202"
"57853","7853","STERCORARIIDAE","5601031"
"57854","7854","ARDEIDAE","5581011"
"57855","7855","ANATIDAE","5511011"
"57856","7856","ACCIPITRIDAE","5611011"
"57857","7857","GAVIIDAE","5541011"
"57858","7858","PODICIPEDIDAE","5521011"
"57859","7859","APHRODITIDAE","6103011"
"57860","7860","OPHIODERMATIDAE","6055061"
"57861","7861","PAGURIDAE","2300161"
"57862","7862","ASTERINIDAE","6054021"
"57863","7863","ASTROPECTINIDAE","6054031"
"57864","7864","ANTEDONIDAE","6052011"
"57865","7865","ALCYONIIDAE","6034111"
"57866","7866","NEPHTHEIDAE","6034131"
"57867","7867","SCHIZOPATHIDAE","6033081"
"57868","7868","FLABELLIDAE","6033161"
"57869","7869","PARAMURICEIDAE","6034136"
"57871","7871","PARAGORGIIDAE","6034256"
"57872","7872","PRIMNOIDAE","6034266"
"57873","7873","CHRYSOGORGIIDAE","6034216"
"57874","7874","ANTHOPTILIDAE","6034211"
"57875","7875","FUNICULINIDAE","6034226"
"57876","7876","HALIPTERIDAE","6034231"
"57877","7877","UMBELLULIDAE","6034276"
"57878","7878","PENNATULIDAE","6034261"
"57879","7879","CALLYSPONGIIDAE","6029051"
"57880","7880","CRELLIDAE","6029091"
"57881","7881","IRCINIIDAE","6029161"
"57882","7882","VULCANELLIDAE","6029281"
"57883","7883","SCLERITODERMIDAE","6029201"
"57884","7884","LIPONEMATIDAE","6033051"
"57886","7886","DENDROPHYLLIIDAE","6033131"
"57887","7887","OCULINIDAE","6033211"
"57888","7888","EUNICIDAE","6103051"
"57889","7889","IPHIONIDAE","6103071"
"57890","7890","EUCIROIDAE","3501286"
"57891","7891","BATHYPOLYPODIDAE","3841061"
"57892","7892","CALLIOSTOMATIDAE","3701121"
"57893","7893","LYSIANASSIDAE","2340101"
"57894","7894","PARAPAGURIDAE","2300171"
"57895","7895","AEGIDAE","2380011"
"57896","7896","SEROLIDAE","2380071"
"57897","7897","EURETIDAE","6026021"
"57898","7898","ROSSELLIDAE","6026031"
"57899","7899","ACTINOSTOLIDAE","6033021"
"57900","7900","COLOSSENDEIDAE","6081031"
"57901","7901","BENTHOPECTINIDAE","6054041"
"57902","7902","BRISINGIDAE","6054051"
"57903","7903","GONIASTERIDAE","6054071"
"57904","7904","ODONTASTERIDAE","6054101"
"57905","7905","SOLASTERIDAE","6054141"
"57906","7906","ZOROASTERIDAE","6054161"
"57907","7907","PEDINIDAE","6057141"
"57908","7908","SPATANGIDAE","6057161"
"57909","7909","TEMNOPLEURIDAE","6057181"
"57910","7910","GORGONOCEPHALIDAE","6055041"
"57911","7911","PYROSOMATIDAE","6063020"
"57912","7912","STYLOCORDYLIDAE","6029231"
"57913","7913","SUBERITIDAE","6029241"
"57914","7914","TETILLIDAE","6029261"
"57915","7915","LEUCETTIDAE","6023021"
"57916","7916","CAPNEIDAE","6033031"
"57917","7917","DORIDIDAE","3711503"
"57918","7918","LEPTOCHITONIDAE","3101011"
"57919","7919","ARACHNOPUSIIDAE","6111021"
"57920","7920","CALWELLIIDAE","6111041"
"57921","7921","CANDIDAE","6111051"
"57922","7922","CELLEPORIDAE","6111061"
"57923","7923","FLUSTRIDAE","6111081"
"57924","7924","ROMANCHEINIDAE","6111101"
"57925","7925","SMITTINIDAE","6111111"
"57926","7926","NOTOSARIIDAE","6121011"
"57927","7927","AUSTRODECIDAE","6081011"
"57928","7928","CALLIPALLENIDAE","6081021"
"57929","7929","NYMPHONIDAE","6081041"
"57930","7930","PALLENOPSIDAE","6081051"
"57931","7931","HYPERIIDAE","2340081"
"57932","7932","ANTARCTURIDAE","2380021"
"57933","7933","ARCTURIDIDAE","2380031"
"57934","7934","GNATHIIDAE","2380041"
"57936","7936","ECHINASTERIDAE","6054061"
"57938","7938","PORANIIDAE","6054111"
"57939","7939","PTERASTERIDAE","6054131"
"57940","7940","OPHIACANTHIDAE","6055051"
"57941","7941","OPHIURIDAE","6055101"
"57942","7942","ASTERONYCHIDAE","6055021"
"57943","7943","SCHIZASTERIDAE","6057151"
"57944","7944","CHIRIDOTIDAE","6059101"
"57945","7945","MOLPADIIDAE","6059071"
"57946","7946","SYNALLACTIDAE","6059111"
"57947","7947","CUCUMARIIDAE","6059031"
"57948","7948","PSOLIDAE","6059051"
"57949","7949","ASCIDIIDAE","6061111"
"57950","7950","DIAZONIDAE","6061021"
"57951","7951","HOLOZOIDAE","6061031"
"57952","7952","POLYCLINIDAE","6061041"
"57953","7953","MOLGULIDAE","6061211"
"57954","7954","ACESTRORHYNCHIDAE","1403231"
"57955","7955","GEODIIDAE","6029121"
"57956","7956","CALANIDAE","2090021"
"57959","7959","INACHIDAE","2310241"
"57960","7960","CAPITELLIDAE","6103031"
"57961","7961","SABELLIDAE","6103141"
"57962","7962","PHASCOLOSOMATIDAE","6105021"
"57963","7963","CHORDARIACEAE","7251051"
"57964","7964","SPONGILLIDAE","6029221"
"58127","8127","LIPARIDAE","1735391"
"58130","8130","STYLASTERIDAE","6036126"
"58139","8139","CIDARIDAE","6057031"
"58140","8140","SERPULIDAE","6103151"
"58141","8141","BATHYLASMATIDAE","2130021"
"58143","8143","CRYPTOBRANCHIDAE","5150010"
"58144","8144","HAEMATOCOCCACEAE","7421031"
"58145","8145","PLAGUSIIDAE","2310461"
"58146","8146","POLLICIPEDIDAE","2130041"
"58147","8147","ALCIDAE","5601041"
"58400","8400","DISTICHODONTIDAE","1403021"
"58401","8401","MORDACIIDAE","1020031"
"58402","8402","GEOTRIIDAE","1020021"
"58403","8403","MENIPPIDAE","2310146"
"58404","8404","HAMINOEIDAE","3701334"
"58405","8405","DICROGLOSSIDAE","5120031"
"58406","8406","GEOEMYDIDAE","5310031"
"58407","8407","GLYPTOCIDARIDAE","6057101"
"58408","8408","AMPULLARIIDAE","3701148"
"58409","8409","PODOCNEMIDIDAE","5310021"
"58410","8410","ULOTRICHACEAE","7451081"
"58411","8411","URISTIDAE","2340111"
"58412","8412","GAMMARIDAE","2340071"
"58413","8413","GECARCINUCIDAE","2310246"
"58414","8414","EUCRATEIDAE","6111071"
"58415","8415","EUPLECTELLIDAE","6026011"
"58417","8417","ACARNIDAE","6029011"
"58418","8418","ANCORINIDAE","6029021"
"58419","8419","AXINELLIDAE","6029031"
"58420","8420","BIEMNIDAE","6029041"
"58421","8421","CHALINIDAE","6029061"
"58422","8422","CLADORHIZIDAE","6029071"
"58423","8423","COELOSPHAERIDAE","6029081"
"58424","8424","DICTYODENDRILLIDAE","6029101"
"58425","8425","ESPERIOPSIDAE","6029111"
"58426","8426","HAMACANTHIDAE","6029141"
"58427","8427","MYCALIDAE","6029171"
"58428","8428","MYXILLIDAE","6029181"
"58429","8429","HYMEDESMIIDAE","6029151"
"58430","8430","POLYMASTIIDAE","6029191"
"58431","8431","THENEIDAE","6029271"
"58432","8432","SYCONIDAE","6029251"
"58434","8434","CERIANTHIDAE","6033261"
"58435","8435","KOPHOBELEMNIDAE","6034246"
"58436","8436","PROTOPTILIDAE","6034271"
"58437","8437","URECHIDAE","6103171"
"58438","8438","BOURGUETICRINIDAE","6052021"
"58439","8439","PHYLLARIACEAE","7251181"
"58440","8440","CHORDACEAE","7251041"
"58441","8441","NELUMBONACEAE","7531011"
"58443","8443","VAMPYROTEUTHIDAE","3851011"
"58444","8444","CATOSTYLIDAE","6038051"
"58446","8446","ACARTIIDAE","2090011"
"58447","8447","LEUCOSIIDAE","2310231"
"58448","8448","PORCELLANIDAE","2300081"
"58449","8449","CHLORODENDRACEAE","7411011"
"58451","8451","LATEOLABRACIDAE","1800081"
"58452","8452","HOWELLIDAE","1800061"
"58453","8453","PELECANIDAE","5581021"
"58454","8454","OITHONIDAE","2090081"
"58455","8455","TEMORIDAE","2090071"
"58456","8456","CALLIOPIIDAE","2340021"
"58457","8457","EUSIRIDAE","2340051"
"58458","8458","CALIGIDAE","2090091"
"58459","8459","RISSOIDAE","3701172"
"58460","8460","LUIDIIDAE","6054091"
"58461","8461","CLAVELINIDAE","6061011"
"58462","8462","LOMENTARIACEAE","7331271"
"58463","8463","DOLIOLIDAE","6063030"
"58464","8464","PODONIDAE","2010020"
"58465","8465","PHAETHONTIDAE","5531011"
"58466","8466","FREGATIDAE","5591011"
"58468","8468","OIKOPLEURIDAE","6065010"
"58469","8469","SERRASALMIDAE","1403101"
"58470","8470","PSEUDOPIMELODIDAE","1410261"
"58471","8471","PORPITIDAE","6036121"
"58474","8474","GALEOCERDONIDAE","1080090"
"58479","8479","ZANOBATIDAE","1108010"
"58481","8481","AETOBATIDAE","1108090"
"58482","8482","RHINOPTERIDAE","1108110"
"58483","8483","MOBULIDAE","1108120"
"58484","8484","HYPNIDAE","1101040"
"58485","8485","COROPHIIDAE","2340031"
"58486","8486","HALECIIDAE","6036221"
"58487","8487","OPHIOPHOLIDAE","6055071"
"58488","8488","LOTIDAE","1480041"
"58489","8489","CALANTICIDAE","2130031"
"58490","8490","JANIRIDAE","2380061"
"58491","8491","IDOTEIDAE","2380051"
"58492","8492","AORIDAE","2340011"
"58493","8493","ISCHYROCERIDAE","2340091"
"58494","8494","CHEIRAGONIDAE","2310106"
"58495","8495","CORYSTIDAE","2310111"
"58496","8496","CARCINIDAE","2310321"
"58497","8497","EPIALTIDAE","2310236"
"58498","8498","THIIDAE","2310356"
"58499","8499","TONICELLIDAE","3101081"
"58500","58500","EULIMIDAE","3701175"
"58501","58501","TRITONIIDAE","3711512"
"58502","58502","EPITONIIDAE","3701181"
"58503","58503","ONCHIDORIDIDAE","3711506"
"58504","58504","ACTEONIDAE","3701328"
"58505","58505","MARGARITIDAE","3701130"
"58506","58506","COLIDAE","3701256"
"58507","58507","DENDRONOTIDAE","3711509"
"58508","58508","FACELINIDAE","3711515"
"58509","58509","PHILINIDAE","3701337"
"58510","58510","PLEUROBRANCHIDAE","3701331"
"58511","58511","SCAPHANDRIDAE","3701340"
"58512","58512","TRIVIIDAE","3701214"
"58513","58513","ASTARTIDAE","3501231"
"58514","58514","CORBULIDAE","3501561"
"58515","58515","CUSPIDARIIDAE","3501256"
"58516","58516","NUCULIDAE","3501001"
"58517","58517","STAUROTEUTHIDAE","3841131"
"58518","58518","MEGALELEDONIDAE","3841091"
"58519","58519","ALCYONIDIIDAE","6111011"
"58520","58520","BITECTIPORIDAE","6111031"
"58521","58521","PHIDOLOPORIDAE","6111091"
"58522","58522","GRANTIIDAE","6023011"
"58523","58523","AGLAOPHENIIDAE","6036216"
"58524","58524","HALICLYSTIDAE","6039011"
"58525","58525","SERTULARIIDAE","6036231"
"58526","58526","KERATOISIDIDAE","6034241"
"58527","58527","CYANEIDAE","6038011"
"58528","58528","TUBULARIIDAE","6036131"
"58529","58529","HYDRACTINIIDAE","6036111"
"58530","58530","PLUMULARIIDAE","6036226"
"58531","58531","MOPSEIDAE","6034251"
"58532","58532","EPIZOANTHIDAE","6033251"
"58533","58533","METRIDIIDAE","6033061"
"58534","58534","STYLOPATHIDAE","6033091"
"58535","58535","VIRGULARIIDAE","6034281"
"58536","58536","PECTINARIIDAE","6103121"
"58537","58537","ECHIURIDAE","6103041"
"58538","58538","TEREBELLIDAE","6103161"
"58539","58539","SABELLARIIDAE","6103131"
"58540","58540","PYCNOGONIDAE","6081061"
"58541","58541","HELIASTERIDAE","6054081"
"58542","58542","STICHASTERIDAE","6054151"
"58543","58543","PSEUDARCHASTERIDAE","6054121"
"58544","58544","AMPHIURIDAE","6055011"
"58545","58545","OPHIOTRICHIDAE","6055091"
"58546","58546","BRISSIDAE","6057021"
"58547","58547","SYNAPTIDAE","6059091"
"58548","58548","PHYLLOPHORIDAE","6059041"
"58549","58549","MICROCOLEACEAE","7011011"
"58550","58550","ECTOCARPACEAE","7251111"
"58551","58551","RALFSIACEAE","7251191"
"58552","58552","SPHACELARIACEAE","7251221"
"58553","58553","DESMARESTIACEAE","7251081"
"58554","58554","CALLITHAMNIACEAE","7331041"
"58555","58555","CRUORIACEAE","7331081"
"58556","58556","ERYTHROTRICHIACEAE","7321011"
"58557","58557","HILDENBRANDIACEAE","7331221"
"58558","58558","LITHOTHAMNIACEAE","7331261"
"58559","58559","CHAMPIACEAE","7331061"
"58560","58560","PTEROCLADIACEAE","7331321"
"58561","58561","SARCODIACEAE","7331371"
"58562","58562","MONODOPSIDACEAE","7241011"
"58563","58563","ISOCHRYSIDACEAE","7211011"
"58564","58564","LOVENIIDAE","6057111"
"58566","58566","POTAMIDAE","2310276"
"58567","58567","GLAUCOSTEGIDAE","1103030"
"58568","58568","ELEGINOPIDAE","1715131"
"58569","58569","NARKIDAE","1101015"
"58570","58570","PLATYRHINIDAE","1101011"
"58571","58571","RHINIDAE","1103020"
"58572","58572","ARHYNCHOBATIDAE","1105020"
"58573","58573","GURGESIELLIDAE","1105030"
"58574","58574","UROTRYGONIDAE","1108050"
"58575","58575","TRYGONORRHINIDAE","1103005"
"58576","7104","SCYLIORHINIDAE","1080011"
"58577","7105","CARCHARHINIDAE","1080080"
"58578","58578","SOMNIOSIDAE","1090030"
"58579","58579","CENTROPHORIDAE","1090050"
"58580","7109","SQUALIDAE","1090060"
"58581","7255","PRISTIOPHORIDAE","1092010"
"58582","58582","HYOCRINIDAE","6052031"
"58583","58583","APHANIIDAE","1570121"
"58585","58585","SUNDADANIONIDAE","1400151"
"58586","58586","DANIONIDAE","1400161"
"58587","58587","DOROSOMATIDAE","1210101"
"58588","58588","ALOSIDAE","1210091"
"58589","58589","LIOPROPOMATIDAE","1700041"
"58590","58590","ANTHIADIDAE","1700021"
"58591","58591","SCORPIDIDAE","1795021"
"58592","58592","MYSIDAE","2410011"
"58594","58594","OVALIPIDAE","2310336"
"58595","58595","TRAPEZIIDAE","2310401"
"58596","58596","CYMATIIDAE","3701232"
"58597","58597","CANCELLARIIDAE","3701253"
"58598","58598","LIOTIIDAE","3701127"
"58599","58599","MARGINELLIDAE","3701304"
"58600","58600","CAMAENIDAE","3701346"
"58601","58601","PHASIANELLIDAE","3701133"
"58602","58602","CLAVAGELLIDAE","3501316"
"58603","58603","HALICHONDRIIDAE","6029131"
"58605","58605","CASSIOPEIDAE","6038041"
"58606","58606","PRIAPULIDAE","6071011"
"58607","58607","EUGLENACEAE","7111011"
"58608","58608","PAVLOVACEAE","7216011"
"58609","58609","ATELOMYCTERIDAE","1080025"
"58610","58610","PROTANGUILLIDAE","1200021"
"58611","58611","NEOCYEMATIDAE","1200101"
"58612","58612","ARAPAIMIDAE","1178031"
"58613","58613","SPRATELLOIDIDAE","1210021"
"58614","58614","DUSSUMIERIIDAE","1210061"
"58615","58615","BOTIIDAE","1400031"
"58616","58616","VAILLANTELLIDAE","1400041"
"58617","58617","BARBUCCIDAE","1400061"
"58618","58618","GASTROMYZONTIDAE","1400071"
"58619","58619","SERPENTICOBITIDAE","1400081"
"58620","58620","ELLOPOSTOMATIDAE","1400101"
"58621","58621","NEMACHEILIDAE","1400111"
"58622","58622","PAEDOCYPRIDIDAE","1400121"
"58623","58623","LEPTOBARBIDAE","1400171"
"58624","58624","XENOCYPRIDIDAE","1400181"
"58625","58625","TINCIDAE","1400191"
"58626","58626","ACHEILOGNATHIDAE","1400201"
"58627","58627","GOBIONIDAE","1400211"
"58628","58628","TANICHTHYIDAE","1400221"
"58629","58629","LEUCISCIDAE","1400231"
"58630","58630","CRENUCHIDAE","1403031"
"58631","58631","TARUMANIIDAE","1403061"
"58632","58632","PARODONTIDAE","1403081"
"58633","58633","CHILODONTIDAE","1403131"
"58634","58634","PROCHILODONTIDAE","1403151"
"58635","58635","CHALCEIDAE","1403181"
"58636","58636","TRIPORTHEIDAE","1403191"
"58637","58637","BRYCONIDAE","1403211"
"58638","58638","IGUANODECTIDAE","1403221"
"58639","58639","NEMATOGENYIDAE","1410031"
"58640","58640","SCOLOPLACIDAE","1410071"
"58641","58641","AILIIDAE","1410111"
"58642","58642","HORABAGRIDAE","1410121"
"58643","58643","KRYPTOGLANIDAE","1410191"
"58644","58644","HEPTAPTERIDAE","1410231"
"58645","58645","PHREATOBIIDAE","1410241"
"58646","58646","ANCHARIIDAE","1410301"
"58647","58647","AUSTROGLANIDIDAE","1410311"
"58648","58648","LACANTUNIIDAE","1410341"
"58649","58649","AUCHENOGLANIDIDAE","1410381"
"58650","58650","CLAROTEIDAE","1410391"
"58651","58651","PARAULOPIDAE","1455031"
"58652","58652","BATHYSAUROIDIDAE","1455051"
"58653","58653","BATHYSAURIDAE","1455101"
"58654","58654","CYTTIDAE","1475011"
"58655","58655","PHYCIDAE","1480021"
"58656","58656","GAIDROPSARIDAE","1480031"
"58657","58657","RANICIPITIDAE","1480061"
"58658","58658","TRACHYRINCIDAE","1480111"
"58659","58659","MACRURONIDAE","1480131"
"58660","58660","LYCONIDAE","1480141"
"58661","58661","BATHYGADIDAE","1480151"
"58662","58662","STEINDACHNERIIDAE","1480161"
"58663","58663","DINEMATICHTHYIDAE","1498070"
"58664","58664","THALASSELEOTRIDIDAE","1501101"
"58665","58665","AENIGMACHANNIDAE","1541041"
"58666","58666","BADIDAE","1541071"
"58667","58667","PRISTOLEPIDIDAE","1541081"
"58668","58668","LATIDAE","1551011"
"58669","58669","CYCLOPSETTIDAE","1552091"
"58670","58670","PARALICHTHODIDAE","1552131"
"58671","58671","ONCOPTERIDAE","1552141"
"58672","58672","RHOMBOSOLEIDAE","1552151"
"58673","58673","POECILOPSETTIDAE","1552191"
"58674","58674","POLYCENTRIDAE","1601011"
"58675","58675","ISONIDAE","1565071"
"58676","58676","ATHERIONIDAE","1565081"
"58677","58677","ATHERINOPSIDAE","1565111"
"58678","58678","NOTHOBRANCHIIDAE","1570021"
"58679","58679","RIVULIDAE","1570031"
"58680","58680","PANTANODONTIDAE","1570041"
"58681","58681","FLUVIPHYLACIDAE","1570091"
"58682","58682","PROCATOPODIDAE","1570141"
"58683","58683","ZENARCHOPTERIDAE","1568041"
"58684","58684","CAESIOSCORPIDIDAE","1795091"
"58685","58685","EPINEPHELIDAE","1700031"
"58686","58686","GRAMMISTIDAE","1700051"
"58687","58687","NIPHONIDAE","1700071"
"58688","58688","NEOZOARCIDAE","1755451"
"58689","58689","EULOPHIIDAE","1755461"
"58690","58690","LUMPENIDAE","1755481"
"58691","58691","OPISTHOCENTRIDAE","1755491"
"58692","58692","CEBIDICHTHYIDAE","1755541"
"58693","58693","PSEUDAPHRITIDAE","1715121"
"58694","58694","CHEIMARRICHTHYIDAE","1798081"
